,time_s,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,x_deg,y_deg,z_deg,qx,qy,qz,qr,ID,glb_ax,glb_ay,glb_az,glb_res
52,0.866667,-8.879,2.944,2.633,-3.403,-0.079,-2.457,73.2,-45.8,-39.2,-10.027,4.765,11.5,-9.873,75.814,44.854,-0.078,0.598,0.354,0.715,53,-2.532388089317351,-9.079857703024322,2.3621305336313405,9.717842661825719
53,0.883333,-8.959,3.016,2.572,-3.232,-0.055,-2.375,73.4,-45.2,-39.6,-6.742,4.305,13.363,-9.871,75.82,44.843,-0.078,0.598,0.353,0.715,54,-2.642972378390451,-9.134471024862243,2.3561105880279145,9.796689287713479
54,0.9,-8.95,3.027,2.726,-2.843,0.474,-1.278,73.5,-45.0,-39.2,-8.151,5.798,10.543,-9.874,75.822,44.842,-0.078,0.598,0.353,0.715,55,-2.5477668544481524,-9.170200581671914,2.4723693792149035,9.833427937398028
55,0.916667,-9.022,3.026,2.586,-2.388,0.431,-1.204,74.4,-45.0,-40.3,-5.484,5.167,10.109,-9.89,75.831,44.853,-0.078,0.598,0.354,0.715,56,-2.653949422545571,-9.199598214035523,2.3589194905474096,9.861062620225065
56,0.933333,-8.842,3.112,2.623,-2.594,1.456,-1.014,72.9,-45.5,-39.2,-7.22,2.436,10.268,-9.904,75.847,44.875,-0.078,0.598,0.354,0.715,57,-2.6441278887831405,-9.035329719802023,2.473265364295047,9.733737052129568
57,0.95,-9.086,3.067,2.711,-2.638,1.637,-0.338,72.6,-45.9,-39.0,-7.062,7.483,10.182,-9.912,75.886,44.88,-0.078,0.598,0.354,0.715,58,-2.6064715227112267,-9.298682043638426,2.460126917988534,9.965510824839841
58,0.966667,-8.868,2.996,2.609,-2.467,0.754,-0.503,74.3,-44.8,-39.3,-7.245,4.784,12.168,-9.897,75.901,44.865,-0.078,0.598,0.354,0.715,59,-2.56845678607386,-9.064510279212369,2.3794966140182767,9.717217760243926
59,0.983333,-8.891,3.03,2.69,-3.051,0.737,-0.808,73.7,-44.7,-39.5,-8.379,4.388,10.838,-9.907,75.907,44.875,-0.078,0.598,0.354,0.715,60,-2.543804897673244,-9.108964312163263,2.4541203724164937,9.770715480454847
60,1.0,-9.02,3.227,2.79,-3.627,0.172,-1.422,73.0,-46.0,-39.2,-8.899,3.732,11.383,-9.917,75.908,44.886,-0.078,0.598,0.354,0.715,61,-2.649669571922408,-9.251124632021108,2.6370387184189874,9.9778769785962
61,1.016667,-8.946,3.027,2.645,-3.241,0.393,-1.099,73.3,-46.4,-39.5,-7.283,4.09,11.11,-9.912,75.909,44.87,-0.078,0.598,0.354,0.715,62,-2.5843758748031864,-9.148830417439937,2.4103056508793754,9.80763325170757
62,1.033333,-8.919,2.973,2.773,-3.089,0.191,-0.489,73.1,-45.5,-39.6,-7.174,4.428,10.286,-9.912,75.905,44.855,-0.078,0.598,0.353,0.715,63,-2.457069654568754,-9.162684571477948,2.466746674508222,9.801878340399865
63,1.05,-8.915,2.967,2.602,-3.09,-0.338,-1.309,74.4,-45.4,-39.6,-7.785,4.044,10.308,-9.918,75.906,44.851,-0.078,0.598,0.353,0.715,64,-2.563870063280187,-9.109794785207406,2.342845976589923,9.749395776149411
64,1.066667,-8.977,3.052,2.688,-2.881,-0.438,-0.318,73.2,-45.7,-39.0,-9.089,1.242,10.188,-9.931,75.909,44.859,-0.078,0.598,0.354,0.715,65,-2.582539151399928,-9.190143618051891,2.4491485890134657,9.855281680398589
65,1.083333,-9.02,3.035,2.655,-2.643,0.774,-0.332,73.9,-45.3,-38.7,-7.808,4.784,10.401,-9.905,75.917,44.848,-0.078,0.598,0.353,0.715,66,-2.6014474875750095,-9.221678999449944,2.4111734488612715,9.880316290483822
66,1.1,-9.025,3.145,2.715,-2.962,0.117,-0.605,73.8,-44.7,-40.0,-7.362,4.159,11.295,-9.903,75.919,44.843,-0.078,0.598,0.353,0.715,67,-2.6422809506035545,-9.237730422643002,2.52894504025958,9.935435320105507
67,1.116667,-8.919,3.107,2.625,-3.35,0.25,-0.488,74.4,-45.9,-38.5,-6.397,3.95,10.935,-9.904,75.924,44.844,-0.078,0.598,0.353,0.715,68,-2.6476557203300612,-9.112737900115746,2.4577555107043403,9.802685091341045
68,1.133333,-8.903,3.039,2.566,-3.145,-0.291,-0.53,73.8,-45.0,-38.8,-8.331,2.383,9.477,-9.898,75.93,44.84,-0.078,0.598,0.353,0.715,69,-2.6329121499564963,-9.084041181062734,2.3730266394138617,9.751065890455259
69,1.15,-8.886,3.038,2.648,-3.361,-0.931,-0.836,73.2,-45.3,-38.5,-6.496,5.338,9.894,-9.885,75.931,44.828,-0.078,0.598,0.353,0.715,70,-2.5749886314840538,-9.090897573994091,2.434616776183929,9.757168851670038
70,1.166667,-8.653,3.156,2.474,-2.861,-0.732,-1.377,73.2,-45.3,-38.1,-7.867,3.401,11.107,-9.875,75.939,44.829,-0.078,0.598,0.353,0.715,71,-2.7162759705370916,-8.811367215064422,2.4366111001082347,9.53705515345277
71,1.183333,-8.877,3.063,2.607,-2.575,-0.02,-2.01,74.4,-43.8,-39.2,-8.328,4.588,10.046,-9.859,75.949,44.817,-0.078,0.599,0.353,0.715,72,-2.6152185049784307,-9.068609352664453,2.429095218385888,9.745745071568411
72,1.2,-8.949,3.165,2.566,-2.806,0.705,-2.104,73.4,-45.5,-39.1,-8.127,4.547,11.486,-9.87,75.963,44.838,-0.078,0.599,0.353,0.715,73,-2.7288966940874566,-9.12146350384802,2.4572766187320396,9.832913200064363
73,1.216667,-8.938,3.143,2.636,-3.449,0.153,-2.12,73.7,-46.6,-39.7,-8.647,4.093,10.506,-9.86,75.973,44.83,-0.078,0.599,0.353,0.715,74,-2.6635208438667646,-9.13227592380928,2.494390139032115,9.834367747852427
74,1.233333,-8.897,3.062,2.496,-3.173,-0.416,-1.702,73.5,-45.8,-39.5,-8.528,6.083,11.564,-9.856,75.98,44.814,-0.078,0.599,0.353,0.715,75,-2.6871776183973903,-9.056988378888931,2.347872856833392,9.734601635403475
75,1.25,-8.906,3.111,2.645,-2.818,-0.138,-1.34,72.7,-45.6,-40.1,-8.611,3.827,10.938,-9.85,75.987,44.814,-0.078,0.599,0.353,0.715,76,-2.6258026465080047,-9.105969489321883,2.4854903180520562,9.79750896912067
76,1.266667,-8.988,3.043,2.619,-3.306,-0.056,-1.897,73.1,-45.3,-39.5,-6.502,5.369,11.286,-9.861,75.988,44.829,-0.078,0.599,0.353,0.715,77,-2.612530654922951,-9.181344642313912,2.4043186428053787,9.843939963246424
77,1.283333,-8.958,3.097,2.564,-3.854,0.432,-1.976,73.2,-44.9,-39.5,-9.791,2.902,10.963,-9.862,75.996,44.833,-0.078,0.599,0.353,0.715,78,-2.678579131295636,-9.134337519423804,2.408393846245693,9.81892402455585
78,1.3,-9.079,3.023,2.489,-3.43,0.383,-1.753,72.6,-46.2,-38.6,-7.826,7.176,10.831,-9.874,76.007,44.844,-0.078,0.599,0.353,0.714,79,-2.7010687402771323,-9.233576327712008,2.2819261295261413,9.88746130207345
79,1.316667,-8.982,3.047,2.62,-3.042,0.081,-1.791,73.6,-45.7,-39.6,-7.654,5.742,12.278,-9.864,76.015,44.821,-0.078,0.599,0.353,0.715,80,-2.6095613669422515,-9.176889795356526,2.4082807469320775,9.839966107665209
80,1.333333,-8.965,3.026,2.516,-3.673,0.16,-1.722,72.5,-45.9,-39.3,-7.074,5.956,10.888,-9.865,76.024,44.807,-0.078,0.599,0.353,0.715,81,-2.6580293710734533,-9.132007982498244,2.323675336637887,9.790717900133778
81,1.35,-8.983,3.037,2.569,-3.299,0.728,-1.294,74.1,-45.4,-39.5,-6.834,5.331,10.388,-9.856,76.032,44.794,-0.078,0.599,0.353,0.715,82,-2.6350179037254384,-9.163670306699029,2.3666951973519863,9.824327915944176
82,1.366667,-8.974,3.114,2.625,-3.88,0.129,-1.759,74.0,-44.5,-40.2,-8.028,6.697,8.985,-9.855,76.034,44.793,-0.078,0.599,0.353,0.714,83,-2.6512373311571893,-9.167045145587723,2.4609999822501165,9.854963064365084
83,1.383333,-8.939,3.046,2.539,-3.439,-0.237,-1.901,73.8,-45.0,-40.3,-8.411,5.375,11.255,-9.873,76.043,44.808,-0.078,0.599,0.353,0.714,84,-2.648132869276277,-9.113910352649867,2.3567749978562076,9.779077563860508
84,1.4,-8.975,2.987,2.548,-2.859,-0.004,-1.713,73.8,-45.3,-40.0,-6.973,5.814,10.423,-9.898,76.047,44.831,-0.078,0.599,0.353,0.714,85,-2.6065387004082705,-9.155661876905507,2.3119060532497953,9.796177723990104
85,1.416667,-8.993,3.067,2.661,-2.842,-0.806,-1.784,74.1,-45.9,-40.4,-7.894,4.963,10.823,-9.914,76.05,44.842,-0.078,0.599,0.353,0.714,86,-2.5931489353384167,-9.20217281315862,2.4407075031469105,9.867191038993825
86,1.433333,-8.918,2.941,2.622,-2.624,-0.346,-1.963,72.9,-45.1,-39.5,-8.935,2.932,12.052,-9.929,76.048,44.852,-0.078,0.599,0.353,0.714,87,-2.5102884732829267,-9.126591847892184,2.336420771798346,9.749619941310533
87,1.45,-8.941,3.04,2.574,-2.35,0.554,-1.333,73.3,-45.5,-39.2,-7.239,4.369,9.982,-9.937,76.056,44.846,-0.078,0.599,0.353,0.714,88,-2.617413986540107,-9.130064500701588,2.3663523059960694,9.788184560989848
88,1.466667,-8.979,3.106,2.581,-2.586,-0.432,-1.544,73.7,-45.0,-39.5,-8.312,4.605,11.003,-9.937,76.059,44.838,-0.078,0.599,0.353,0.714,89,-2.669262545516487,-9.164926665725476,2.4104760266339404,9.845366321270124
89,1.483333,-8.905,3.049,2.578,-2.707,-0.633,-1.381,73.4,-45.3,-39.6,-9.828,2.095,10.452,-9.934,76.058,44.84,-0.078,0.599,0.353,0.714,90,-2.612761486419439,-9.096193292863173,2.3820694771467767,9.75917568240269
90,1.5,-8.996,3.101,2.576,-3.199,-0.462,-1.552,73.1,-46.5,-38.6,-6.765,6.584,11.436,-9.943,76.062,44.856,-0.078,0.599,0.353,0.714,91,-2.671344593562431,-9.180706621738075,2.39969518648087,9.85799132683733
91,1.516667,-9.041,2.989,2.541,-2.389,-0.191,-1.523,73.1,-44.6,-39.6,-9.54,5.289,11.977,-9.924,76.072,44.823,-0.078,0.599,0.353,0.714,92,-2.624991638518813,-9.218653752413475,2.292667636361463,9.85547984625812
92,1.533333,-8.915,3.079,2.576,-1.96,0.696,-0.945,73.1,-45.5,-39.8,-8.119,5.257,10.046,-9.934,76.088,44.839,-0.078,0.599,0.353,0.714,93,-2.633269940592134,-9.104954564755639,2.3997778634093128,9.777179654685701
93,1.55,-9.033,2.984,2.499,-1.891,0.732,0.153,72.2,-45.4,-39.4,-8.998,3.863,10.046,-9.913,76.124,44.824,-0.078,0.6,0.353,0.714,94,-2.6384872446285597,-9.201153887112838,2.2630727353756637,9.835870373281663
94,1.566667,-8.997,2.957,2.552,-1.416,-0.497,0.585,75.0,-45.5,-39.4,-8.611,3.444,9.248,-9.882,76.153,44.832,-0.078,0.6,0.353,0.714,95,-2.5704148759769376,-9.183617254781987,2.292750200747351,9.808290472860191
95,1.583333,-8.936,3.12,2.616,-1.709,-0.722,0.775,73.8,-45.9,-40.4,-7.699,5.604,12.643,-9.83,76.173,44.833,-0.077,0.6,0.353,0.714,96,-2.627250455359742,-9.133877657575495,2.469774479837227,9.81987535562443
96,1.6,-8.894,2.979,2.681,-2.123,-0.163,-0.01,73.4,-46.0,-40.3,-8.014,3.945,9.686,-9.797,76.182,44.839,-0.077,0.6,0.353,0.714,97,-2.4714180213338586,-9.118839555579166,2.429875742384989,9.755277443517432
97,1.616667,-8.883,3.122,2.666,-2.38,-0.101,-0.793,73.1,-46.2,-38.5,-9.059,3.785,10.379,-9.792,76.183,44.849,-0.077,0.6,0.353,0.714,98,-2.5803283125139114,-9.096484185299879,2.5215095213439698,9.785812638713251
98,1.633333,-8.929,3.057,2.57,-3.417,-0.247,-1.105,73.9,-45.2,-39.3,-7.96,4.564,10.697,-9.771,76.184,44.818,-0.077,0.6,0.353,0.714,99,-2.609235035431867,-9.115172547799684,2.404727001909763,9.781471770648833
99,1.65,-9.019,3.093,2.551,-3.403,-1.076,-0.727,74.3,-45.8,-39.2,-9.746,6.219,9.81,-9.773,76.19,44.813,-0.077,0.6,0.353,0.714,100,-2.6680943056158837,-9.194237134251482,2.4008097166354516,9.869985359664929
100,1.666667,-8.937,3.223,2.482,-3.462,-0.163,-0.321,73.9,-45.6,-39.6,-7.654,5.74,8.976,-9.756,76.195,44.799,-0.077,0.6,0.353,0.714,101,-2.7873006239112694,-9.088453296912231,2.459470248201645,9.81926789531684
101,1.683333,-8.987,3.209,2.595,-3.652,-0.634,-1.416,74.8,-45.5,-39.7,-8.326,6.794,9.44,-9.744,76.203,44.789,-0.077,0.6,0.353,0.714,102,-2.7142187847191854,-9.168930500983233,2.522222206074809,9.889280813082417
102,1.7,-8.882,3.104,2.746,-4.454,0.058,-2.28,73.5,-46.6,-39.6,-7.936,5.459,11.143,-9.754,76.199,44.804,-0.077,0.6,0.353,0.714,103,-2.51489523273776,-9.11755811495277,2.5711265991412753,9.80128848672459
103,1.716667,-9.017,3.071,2.57,-5.032,0.0,-2.277,73.7,-45.4,-38.5,-8.78,4.445,11.003,-9.773,76.192,44.796,-0.077,0.6,0.353,0.714,104,-2.640205236713622,-9.19870275864826,2.3990443651726947,9.8662166000955
104,1.733333,-9.025,3.1,2.501,-5.527,-0.719,-2.161,73.3,-46.1,-39.2,-7.964,3.349,10.188,-9.788,76.18,44.769,-0.077,0.6,0.353,0.714,105,-2.712001608340993,-9.184695965537037,2.366861486653493,9.86486827078801
105,1.75,-9.044,2.997,2.498,-4.477,-1.611,-2.072,73.8,-46.5,-39.4,-8.841,4.554,12.898,-9.805,76.164,44.756,-0.077,0.6,0.353,0.714,106,-2.6480711771699212,-9.207209906648666,2.2871278441645018,9.849667456315467
