,time_s,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,x_deg,y_deg,z_deg,qx,qy,qz,qr,ID,glb_ax,glb_ay,glb_az,glb_res
31,0.516667,-3.267,8.6,3.483,-5.232,0.058,-2.797,66.9,-3.5,-28.1,-2.465,10.318,11.753,32.246,69.176,76.814,0.241,0.518,0.575,0.586,32,2.092669076714468,1.4812195606814393,9.496910168492576,9.836898799926733
32,0.533333,-3.467,8.518,3.548,-5.467,-0.485,-2.369,67.7,-3.6,-28.3,-2.982,10.891,11.885,32.191,69.158,76.813,0.241,0.518,0.575,0.586,33,2.0938311218316144,1.2523911013398692,9.550502853909531,9.857216493513777
33,0.55,-3.472,8.471,3.611,-6.284,-1.219,-1.952,67.1,-3.3,-27.0,-2.165,10.524,12.413,32.139,69.118,76.818,0.241,0.517,0.575,0.586,34,2.1521951626426077,1.1972364968279228,9.528201653646976,9.841338628459036
34,0.566667,-3.362,8.667,3.467,-5.748,-1.108,-1.701,65.2,-3.3,-28.0,-2.1,10.316,11.481,32.122,69.065,76.807,0.24,0.517,0.575,0.587,35,2.0412961719704734,1.4249143208865382,9.604308986930352,9.921694512531616
35,0.583333,-3.285,8.543,3.467,-5.564,-1.603,-1.111,65.5,-3.1,-26.1,-2.292,8.082,12.488,32.091,69.027,76.828,0.24,0.517,0.575,0.587,36,2.0702168163340504,1.4081475848262759,9.46179083010799,9.787449259127733
36,0.6,-3.175,8.448,3.359,-5.109,-0.315,-1.569,66.0,-3.5,-27.5,-0.836,8.931,11.202,32.092,68.982,76.811,0.24,0.517,0.575,0.587,37,2.0021214918595263,1.4666940102965986,9.304435942710029,9.629756487056149
37,0.616667,-3.098,8.463,3.274,-4.518,-0.375,-1.616,66.2,-3.9,-27.9,-2.022,10.122,9.829,32.094,68.974,76.805,0.24,0.517,0.575,0.587,38,1.9436390206466068,1.5565553114919348,9.259506030004307,9.58848522969087
38,0.633333,-3.062,8.449,3.427,-4.771,-0.625,-1.418,66.8,-2.6,-26.5,-2.837,9.43,10.524,32.101,68.972,76.807,0.24,0.517,0.575,0.587,39,2.10141012542536,1.5418364562672737,9.258109408884998,9.617992202117861
39,0.65,-3.092,8.588,3.3,-5.719,-0.645,-1.639,66.4,-2.6,-26.6,-2.247,9.401,11.47,32.095,68.939,76.798,0.24,0.516,0.575,0.587,40,1.9668299520263535,1.6251803383404069,9.364538259182018,9.705885224955011
40,0.666667,-3.216,8.467,3.349,-6.0,0.915,-0.529,66.4,-2.6,-28.5,-0.848,10.524,12.296,32.075,68.924,76.811,0.24,0.516,0.575,0.587,41,1.9800859689517814,1.4427688410301545,9.340568699330507,9.656528672354264
41,0.683333,-2.894,8.474,3.199,-5.024,2.04,-0.898,66.3,-2.3,-27.8,-0.703,10.721,12.466,32.072,68.919,76.844,0.24,0.516,0.575,0.587,42,1.9398806408513152,1.7340614978942628,9.145895627043366,9.50881238641293
42,0.7,-3.409,8.711,3.376,-4.829,1.037,0.184,66.1,-2.5,-27.2,-2.616,9.822,12.692,32.027,68.963,76.909,0.24,0.516,0.576,0.587,43,1.9508712760570885,1.408491243964165,9.64937467818157,9.944856861715003
43,0.716667,-3.292,8.723,3.553,-5.109,1.902,0.29,65.9,-3.1,-26.0,-1.923,11.091,11.569,32.011,68.97,76.958,0.24,0.516,0.576,0.586,44,2.1607455235322424,1.4600587722808471,9.63074291859258,9.977564933389308
44,0.733333,-3.261,8.646,3.453,-4.874,2.078,0.564,67.6,-3.4,-27.5,-2.226,10.69,13.043,32.012,68.964,76.976,0.24,0.516,0.576,0.586,45,2.0797305550304968,1.4637186469504142,9.531153893471776,9.86461585668697
45,0.75,-3.162,8.584,3.469,-3.957,4.018,0.271,66.3,-2.9,-26.7,-3.416,11.071,12.985,31.998,68.988,77.026,0.24,0.516,0.577,0.586,46,2.1323988920424704,1.498609003406806,9.429968558808884,9.783519867614109
46,0.766667,-3.098,8.487,3.423,-4.293,4.359,0.467,66.5,-2.7,-27.3,-1.86,9.197,13.711,31.985,69.019,77.076,0.239,0.517,0.577,0.586,47,2.1159789115240732,1.5014020878917493,9.306563652415413,9.661454445372085
47,0.783333,-3.346,8.585,3.454,-4.678,1.768,2.136,66.2,-3.5,-27.7,-2.87,9.725,13.394,31.975,69.036,77.138,0.239,0.517,0.577,0.585,48,2.075779637164027,1.3474437266185402,9.523843305175257,9.840124846768969
48,0.8,-3.387,8.529,3.384,-4.812,1.352,2.346,65.6,-3.2,-28.5,0.0,11.885,11.506,31.975,69.039,77.205,0.239,0.517,0.578,0.585,49,2.007476653117234,1.2957190064213173,9.484630501162805,9.780954247924894
49,0.816667,-3.243,8.645,3.529,-4.334,1.514,2.506,65.4,-3.1,-27.7,-2.87,10.545,12.906,31.973,69.046,77.284,0.239,0.517,0.578,0.585,50,2.1979040578375297,1.434581871522195,9.529853493440559,9.884680824386797
50,0.833333,-3.125,8.622,3.504,-3.555,2.0,2.701,65.8,-1.9,-28.7,-3.818,10.968,11.481,31.987,69.062,77.364,0.239,0.517,0.579,0.584,51,2.2223330364347462,1.5182929126703537,9.441321279699451,9.817460211276641
51,0.85,-3.142,8.494,3.557,-4.231,1.324,2.912,65.8,-2.5,-27.8,-0.038,10.543,12.438,31.981,69.092,77.486,0.239,0.517,0.579,0.583,52,2.2864685921446277,1.4119570585535088,9.351517932503636,9.72997682422728
52,0.866667,-3.29,8.574,3.446,-4.176,0.705,2.721,66.0,-2.9,-28.4,-2.837,10.012,13.26,31.991,69.097,77.57,0.239,0.517,0.58,0.583,53,2.1469999220071028,1.3621495157586136,9.473512127591333,9.808796664219317
53,0.883333,-3.112,8.57,3.345,-3.434,0.14,3.13,66.4,-2.8,-28.7,-2.966,8.277,11.433,32.027,69.101,77.64,0.239,0.516,0.58,0.582,54,2.1167123276463258,1.526186284443694,9.354611341320709,9.711769612176763
54,0.9,-2.95,8.413,3.385,-3.053,0.245,3.351,65.4,-3.5,-26.4,-1.623,10.108,11.128,32.066,69.109,77.719,0.24,0.516,0.581,0.582,55,2.2193368192840075,1.5575234446605637,9.142645065947985,9.536209624373827
55,0.916667,-3.048,8.474,3.357,-3.887,0.084,2.28,65.0,-2.1,-27.5,-3.349,8.287,13.718,32.125,69.095,77.76,0.24,0.516,0.581,0.582,56,2.1717731150788957,1.5264627286072547,9.23697689045466,9.610849546215986
56,0.933333,-3.1,8.511,3.534,-5.022,-0.334,1.956,65.9,-1.6,-27.9,-1.71,11.684,10.616,32.154,69.067,77.829,0.24,0.516,0.581,0.581,57,2.3365221475915985,1.4613863480179425,9.324231399726237,9.722976756117438
57,0.95,-2.912,8.577,3.405,-7.561,-1.098,0.394,66.6,-3.0,-28.1,-1.807,12.119,12.863,32.145,69.016,77.906,0.24,0.516,0.582,0.581,58,2.2817113666885813,1.6698430245606999,9.25441059778796,9.67670904801834
58,0.966667,-2.811,8.443,3.527,-9.168,-1.301,-0.107,65.3,-2.6,-27.8,-1.072,11.239,12.559,32.122,68.927,77.979,0.24,0.515,0.583,0.581,59,2.4413529461949093,1.632147802782828,9.110520750318098,9.572131371852354
59,0.983333,-2.854,8.428,3.367,-10.457,-1.182,-1.652,65.7,-1.8,-27.4,0.072,11.21,12.438,32.067,68.816,78.052,0.24,0.514,0.583,0.582,60,2.2862178800974617,1.6118539946437378,9.09331202063768,9.513841968416337
60,1.0,-2.875,8.58,3.406,-10.22,-1.262,-2.434,63.9,-1.0,-27.2,-0.3,11.781,11.274,32.006,68.722,78.106,0.239,0.514,0.584,0.582,61,2.322977196929952,1.653650369417634,9.238618857722642,9.668653525698396
61,1.016667,-2.837,8.585,3.395,-9.257,-0.096,-2.324,65.0,-2.3,-27.8,-0.494,10.21,13.245,31.941,68.649,78.17,0.239,0.513,0.584,0.582,62,2.3316584601551678,1.6719895193427439,9.221965022292963,9.65799249326691
62,1.033333,-2.881,8.535,3.5,-8.53,0.612,-4.223,66.0,-0.9,-27.6,-0.898,9.209,13.036,31.85,68.604,78.215,0.238,0.513,0.585,0.582,63,2.4203246832509113,1.5637718644341043,9.224588445218066,9.664180565366108
63,1.05,-2.943,8.493,3.642,-7.802,0.492,-5.467,66.0,-2.3,-28.0,-1.163,10.603,13.201,31.739,68.568,78.25,0.237,0.512,0.585,0.582,64,2.535494772422299,1.434101159643517,9.250463886904717,9.698271083033307
64,1.066667,-2.94,8.32,3.568,-6.887,-0.19,-5.948,65.8,-1.4,-27.1,-1.227,9.922,13.394,31.645,68.526,78.233,0.237,0.512,0.585,0.583,65,2.4595150359352327,1.3452902056063527,9.096021330818663,9.518225885111153
65,1.083333,-2.892,8.363,3.635,-5.153,-0.759,-6.742,65.4,-2.5,-27.5,-1.277,10.138,11.639,31.555,68.504,78.207,0.236,0.512,0.585,0.583,66,2.529737199205162,1.3773288135132928,9.12250256467071,9.566433922836659
66,1.1,-2.931,8.273,3.589,-3.339,-0.755,-7.566,65.9,-3.2,-27.5,-1.194,9.805,9.795,31.484,68.493,78.149,0.235,0.512,0.584,0.584,67,2.462247893627696,1.3019425813642245,9.06402183498896,9.482310425207562
67,1.116667,-3.103,8.163,3.72,-1.116,-1.735,-7.359,66.8,-3.3,-28.1,-3.122,10.221,13.091,31.438,68.495,78.042,0.235,0.512,0.584,0.584,68,2.516085686225525,1.072022049828865,9.08964573260431,9.492185101440027
68,1.133333,-3.111,8.156,3.672,1.592,-2.179,-8.383,65.7,-2.4,-27.1,-2.235,10.258,11.371,31.414,68.525,77.907,0.235,0.513,0.583,0.585,69,2.447760080148093,1.0816607308789836,9.08409168014655,9.470070802269644
69,1.15,-3.212,8.299,3.549,1.686,-3.588,-7.342,67.2,-2.5,-27.2,-3.772,9.089,11.817,31.425,68.555,77.753,0.235,0.513,0.582,0.586,70,2.2769485618306042,1.125572636641102,9.237658658254391,9.580487774638616
70,1.166667,-3.196,8.481,3.478,1.098,-2.722,-5.992,66.7,-2.7,-27.3,-1.139,11.298,13.508,31.455,68.591,77.606,0.235,0.513,0.581,0.586,71,2.1926706568671994,1.2731568865035199,9.370673824910469,9.707639311387705
71,1.183333,-3.258,8.678,3.733,0.368,-3.105,-4.475,65.4,-2.7,-27.1,-2.056,11.959,12.696,31.482,68.607,77.504,0.236,0.514,0.58,0.586,72,2.3994669353318625,1.280959544274733,9.615572685606438,9.992874311227977
72,1.2,-3.278,8.747,3.836,-0.011,-2.067,-3.861,66.6,-3.0,-27.7,-2.238,10.849,13.241,31.504,68.624,77.425,0.236,0.514,0.58,0.587,73,2.479485246427968,1.2875928133671253,9.703836697910337,10.098028966090364
73,1.216667,-3.342,8.587,4.018,-0.119,-2.322,-3.447,66.1,-4.4,-26.9,-1.235,10.524,12.037,31.521,68.617,77.361,0.236,0.514,0.579,0.587,74,2.6272377637991005,1.1098533084279114,9.639279245163484,10.052355793544118
74,1.233333,-3.012,8.675,3.919,-0.412,-1.724,-3.265,65.1,-2.6,-26.9,-1.579,10.63,14.332,31.561,68.596,77.284,0.236,0.514,0.579,0.587,75,2.6259426567488493,1.4563477689044455,9.522069435762052,9.984304182064967
75,1.25,-3.107,8.682,3.917,-0.375,-1.646,-3.235,65.9,-3.1,-26.4,-1.067,10.375,12.477,31.58,68.59,77.255,0.237,0.514,0.579,0.588,76,2.5914622721381178,1.3902498840903228,9.577316458793225,10.018655698246148
76,1.266667,-3.242,8.706,3.759,-0.785,-1.547,-3.033,65.9,-4.1,-27.8,-3.446,10.424,12.435,31.618,68.576,77.187,0.237,0.514,0.578,0.588,77,2.3916472121748766,1.346197949662023,9.638612747321154,10.021730439400171
77,1.283333,-3.31,8.502,3.687,-0.847,-2.24,-2.418,65.7,-3.6,-26.7,-2.79,10.288,11.245,31.643,68.572,77.123,0.237,0.514,0.578,0.588,78,2.2985955528745974,1.2048816983373816,9.492038325739987,9.840430529199422
78,1.3,-3.54,8.558,3.713,-0.775,-2.605,-2.013,66.0,-3.2,-27.3,-4.041,9.98,12.57,31.671,68.578,77.059,0.237,0.514,0.577,0.588,79,2.2430557883370565,1.056705158175124,9.664854263727609,9.977842101376432
79,1.316667,-3.522,8.45,3.607,-1.198,-2.467,-1.594,64.9,-3.0,-27.3,-3.4,9.825,11.054,31.703,68.57,76.992,0.238,0.514,0.577,0.589,80,2.142870069181397,1.0462668082756426,9.546248825193445,9.839585001411391
80,1.333333,-3.363,8.527,3.588,-1.533,-2.43,-1.878,64.5,-3.0,-27.0,-0.074,12.253,10.929,31.728,68.578,76.957,0.238,0.514,0.577,0.589,81,2.1688601090619555,1.2265696707665588,9.522857484498829,9.843436493420374
81,1.35,-3.167,8.375,3.45,-1.813,-1.232,-2.154,66.9,-3.8,-26.5,-1.981,11.825,11.092,31.752,68.573,76.923,0.238,0.514,0.577,0.589,82,2.0988702802401757,1.3363891543313242,9.267244551370712,9.595468409619201
82,1.366667,-3.159,8.299,3.398,-1.117,-0.589,-2.236,66.1,-3.5,-28.2,-0.031,11.45,12.446,31.786,68.588,76.871,0.238,0.514,0.576,0.589,83,2.0481343189599404,1.3220985260947438,9.19001019035325,9.507843393746027
83,1.383333,-3.139,8.29,3.416,-0.949,-0.441,-2.223,66.5,-4.1,-27.7,-1.428,10.046,11.932,31.794,68.625,76.861,0.238,0.514,0.576,0.589,84,2.0698829636153055,1.33170361534226,9.175436065812864,9.499814577137807
84,1.4,-3.178,8.512,3.375,-0.404,-0.694,-1.701,66.2,-3.5,-28.6,-2.892,10.896,12.724,31.829,68.66,76.823,0.239,0.515,0.576,0.589,85,2.0091358395180694,1.4444624020959531,9.371304847634356,9.692494673715325
85,1.416667,-3.292,8.584,3.442,-1.675,-1.127,-1.763,66.1,-4.0,-27.5,-2.021,10.118,11.852,31.835,68.699,76.808,0.239,0.515,0.576,0.589,86,2.0330126957592474,1.3817803297995717,9.504063683449344,9.816806201611602
86,1.433333,-3.21,8.513,3.424,-2.477,0.122,-2.356,66.4,-3.7,-27.2,-2.139,8.108,10.524,31.84,68.719,76.795,0.239,0.515,0.576,0.589,87,2.04100323417922,1.4135550830681733,9.398681440776793,9.721061927587954
87,1.45,-3.189,8.529,3.523,-2.605,1.381,-2.452,67.0,-2.9,-27.5,-3.153,10.807,12.568,31.846,68.733,76.759,0.239,0.515,0.575,0.589,88,2.1360514857733293,1.4192734032081047,9.420617711014053,9.763456918530444
88,1.466667,-3.065,8.507,3.546,-1.765,3.031,-2.551,67.3,-3.3,-26.3,-0.796,10.685,11.802,31.82,68.792,76.764,0.238,0.515,0.575,0.589,89,2.1943631237909798,1.4975039639635404,9.3423574304808,9.712743690636545
89,1.483333,-3.134,8.544,3.572,-1.258,2.994,-3.039,65.6,-3.2,-26.8,-1.435,11.959,12.533,31.817,68.845,76.726,0.238,0.516,0.575,0.589,90,2.1898701152145517,1.4616372293713549,9.415368367100985,9.776557471830257
90,1.5,-3.278,8.551,3.457,-1.691,1.982,-2.846,65.4,-3.1,-27.9,-1.546,9.712,12.615,31.812,68.903,76.679,0.238,0.516,0.575,0.589,91,2.0276452258107356,1.3834071033984419,9.475788812785648,9.788551169606254
91,1.516667,-3.448,8.625,3.471,-2.633,0.789,-2.781,66.0,-4.0,-27.6,-1.055,11.735,11.101,31.781,68.956,76.66,0.238,0.517,0.574,0.589,92,1.9809038699924828,1.285156597529281,9.630761256394832,9.916005748283933
92,1.533333,-3.467,8.725,3.364,-3.296,0.68,-2.502,66.3,-4.8,-27.0,-2.198,11.481,11.959,31.748,68.984,76.649,0.238,0.517,0.574,0.589,93,1.8658539350344099,1.3478998145169716,9.703811889311423,9.973074250199884
93,1.55,-3.524,8.503,3.513,-2.934,1.581,-2.048,66.6,-4.5,-27.2,-3.2,9.4,10.687,31.724,69.009,76.617,0.238,0.517,0.574,0.589,94,1.990865192931441,1.1424219809203957,9.580818430650064,9.851941636043119
94,1.566667,-3.445,8.693,3.431,-2.562,1.891,-1.861,67.0,-3.1,-27.9,-2.434,11.044,9.651,31.712,69.044,76.592,0.238,0.517,0.574,0.589,95,1.9254408722129293,1.3319287493877792,9.681253960834113,9.960323036930076
95,1.583333,-3.271,8.665,3.499,-3.722,1.041,-1.67,66.1,-2.6,-27.8,-3.16,10.335,10.222,31.692,69.084,76.6,0.237,0.518,0.574,0.588,96,2.0430295051992595,1.436297256717851,9.580592238021094,9.900740729864609
96,1.6,-3.254,8.604,3.508,-4.621,0.314,-1.028,66.5,-3.5,-27.9,-2.666,9.702,12.642,31.676,69.093,76.621,0.237,0.518,0.574,0.588,97,2.0607140845904537,1.4099232538512334,9.523075652320529,9.844968054798349
97,1.616667,-3.274,8.544,3.444,-4.53,0.113,-0.623,66.7,-3.1,-27.9,-1.435,10.744,11.261,31.664,69.097,76.635,0.237,0.518,0.574,0.588,98,1.9969452208007192,1.3727167616116698,9.471431068086362,9.776510011246346
98,1.633333,-3.289,8.575,3.342,-3.713,0.842,-1.055,66.7,-2.6,-27.4,-1.671,8.375,12.43,31.652,69.106,76.656,0.237,0.518,0.574,0.588,99,1.896327733359153,1.3990030679541712,9.484927071071645,9.773285527395585
99,1.65,-3.36,8.595,3.371,-3.162,0.907,-1.041,66.2,-3.0,-27.4,-3.803,8.407,11.504,31.658,69.114,76.65,0.237,0.518,0.574,0.588,100,1.9010158140510405,1.3485502404850513,9.544360487932943,9.824829057037073
100,1.666667,-3.24,8.624,3.339,-3.392,0.829,-1.024,66.8,-3.0,-27.3,-1.483,9.089,11.747,31.662,69.128,76.65,0.237,0.518,0.574,0.588,101,1.9058601675004412,1.4687676811161379,9.498963918283083,9.798974283056364
101,1.683333,-3.261,8.618,3.408,-3.773,1.77,-1.535,66.5,-3.1,-28.0,-0.786,9.935,11.677,31.651,69.153,76.66,0.237,0.518,0.574,0.588,102,1.9655811847127989,1.431070717418212,9.518772830993036,9.82438339032023
102,1.7,-3.332,8.537,3.412,-3.661,1.49,-1.685,66.9,-4.3,-27.7,-2.573,10.227,10.886,31.609,69.188,76.68,0.237,0.518,0.574,0.588,103,1.9502252385139769,1.3216840194112645,9.490738109962576,9.778769707892707
103,1.716667,-3.279,8.439,3.398,-3.33,1.386,-1.979,66.6,-3.3,-28.0,-2.687,9.863,9.089,31.586,69.213,76.674,0.237,0.518,0.574,0.588,104,1.9535105454950639,1.3101310029858784,9.37988908802523,9.67031364537883
104,1.733333,-3.197,8.443,3.436,-3.19,1.982,-2.097,66.9,-2.7,-27.6,-0.599,10.524,11.988,31.568,69.238,76.665,0.236,0.519,0.574,0.588,105,2.0114394113936402,1.367577166984577,9.348529199111208,9.659769873035279
105,1.75,-3.199,8.497,3.393,-2.34,2.473,-2.918,67.4,-3.3,-27.3,-0.403,9.911,10.105,31.54,69.29,76.666,0.236,0.519,0.574,0.587,106,1.9652206302745117,1.4035245303699595,9.386857076092788,9.692525934966593
106,1.766667,-3.308,8.505,3.328,-2.332,1.316,-3.204,67.5,-3.4,-27.8,-2.148,10.287,13.397,31.521,69.329,76.634,0.236,0.519,0.574,0.587,107,1.863539541189635,1.3365980870159206,9.438972345134193,9.713571588247033
107,1.783333,-3.357,8.407,3.362,-1.941,1.222,-3.419,66.9,-2.5,-28.4,-2.832,10.394,12.813,31.501,69.37,76.595,0.236,0.52,0.574,0.588,108,1.8772157031207044,1.2359187724977647,9.391416719097533,9.656611310392481
108,1.8,-3.504,8.409,3.478,-1.627,0.824,-3.844,67.3,-3.2,-27.0,-2.607,9.655,12.096,31.453,69.423,76.575,0.236,0.52,0.574,0.588,109,1.936882165081767,1.088825836038589,9.494668334247544,9.751193824347867
