,time_s,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,x_deg,y_deg,z_deg,qx,qy,qz,qr,ID,glb_ax,glb_ay,glb_az,glb_res
0,0.0,0.51,8.509,5.057,-3.265,1.054,-1.255,21.3,6.9,-26.1,3.501,11.866,12.391,15.074,82.486,145.005,0.089,0.49,0.861,0.109,1,9.875513732377408,-0.612480120817595,0.579246599669353,9.911429261211524
1,0.016667,0.344,8.274,5.044,-3.478,0.659,-0.72,21.0,7.2,-25.4,0.517,9.166,12.399,15.082,82.451,144.968,0.09,0.489,0.861,0.109,2,9.651432521022441,-0.7814088182082912,0.5085258606764423,9.696357460407489
2,0.033333,0.292,8.455,4.918,-2.878,0.995,-0.366,22.5,6.5,-25.8,0.0,10.464,11.724,15.111,82.425,144.906,0.09,0.489,0.86,0.11,3,9.72629745085801,-0.7889454257432404,0.7319262344197227,9.785653427339435
3,0.05,0.462,8.343,5.004,-4.058,0.959,-1.26,21.8,6.1,-27.0,0.088,10.112,12.004,15.139,82.397,144.845,0.09,0.489,0.86,0.11,4,9.700798466039204,-0.6572137853237041,0.5671756003848255,9.7395641072894
4,0.066667,0.47,8.289,4.869,-4.375,1.046,-1.681,22.3,7.0,-25.1,0.056,10.566,12.382,15.163,82.364,144.801,0.09,0.489,0.86,0.111,5,9.583080598644056,-0.6161746189461466,0.6484420397062958,9.624738022408714
5,0.083333,0.63,8.226,4.921,-3.626,2.662,-1.541,21.9,6.2,-26.2,0.507,10.536,12.449,15.185,82.32,144.748,0.09,0.489,0.86,0.111,6,9.578846026639116,-0.4854566637331821,0.5387556269563,9.606259261544007
6,0.1,0.315,8.377,5.002,-2.943,1.369,-1.444,22.2,6.9,-26.6,0.003,12.415,11.023,15.184,82.297,144.697,0.09,0.489,0.86,0.112,7,9.706803289943442,-0.8055758498244601,0.6499041779545625,9.76183169287404
7,0.116667,0.445,8.389,5.052,-2.802,0.674,-0.181,21.3,6.4,-27.3,0.043,10.513,12.895,15.218,82.275,144.647,0.09,0.489,0.86,0.112,8,9.760218891910954,-0.6963261392933469,0.5910220721101129,9.802859276762062
8,0.133333,0.478,8.41,5.121,-2.456,-0.108,0.762,22.1,6.2,-26.2,1.378,10.965,14.313,15.266,82.265,144.624,0.091,0.489,0.86,0.112,9,9.819282398393087,-0.6841185591925699,0.5430469386489318,9.858053814014204
9,0.15,0.667,8.408,5.06,-2.35,-0.147,0.413,21.2,6.1,-26.5,0.93,10.47,13.449,15.354,82.247,144.579,0.091,0.489,0.86,0.113,10,9.808587062325264,-0.48596457745777355,0.5462703270741613,9.83579956078813
10,0.166667,0.869,8.438,4.989,-2.614,0.312,-1.929,21.2,6.2,-27.4,0.478,11.074,15.981,15.412,82.249,144.546,0.092,0.489,0.86,0.113,11,9.820818418656236,-0.2685048502574252,0.5696988091708642,9.840992124780916
11,0.183333,0.871,8.481,4.798,-3.41,0.406,-4.368,21.8,6.9,-27.1,1.782,10.177,14.133,15.446,82.246,144.479,0.092,0.489,0.86,0.114,12,9.751756487502806,-0.2057611311269365,0.75346782636306,9.782985536123418
12,0.2,0.596,8.47,4.757,-3.991,-0.183,-3.748,22.0,6.9,-25.6,0.478,10.732,13.394,15.463,82.231,144.403,0.092,0.489,0.86,0.114,13,9.683477053755286,-0.4555751048226133,0.8648054539956963,9.732685395100368
13,0.216667,0.461,8.503,4.76,-4.734,-2.103,-2.385,20.7,6.2,-26.4,0.18,9.986,12.676,15.524,82.186,144.304,0.092,0.489,0.859,0.115,14,9.693228681081207,-0.5858828416267736,0.9323030795572799,9.755569178679426
14,0.233333,0.474,8.605,4.58,-6.643,-2.979,-2.297,21.0,6.6,-26.9,1.093,12.096,11.413,15.591,82.135,144.234,0.093,0.489,0.859,0.116,15,9.679001249452211,-0.5198651613370732,1.137442757737936,9.759462126572343
15,0.25,0.481,8.632,4.502,-7.995,-0.557,-2.862,20.7,6.4,-26.4,0.478,10.199,11.711,15.632,82.052,144.197,0.093,0.489,0.859,0.116,16,9.65811458438054,-0.5002424649133358,1.2171150936839714,9.74734779311788
16,0.266667,0.497,8.455,4.642,-9.2,2.659,-1.685,21.9,6.7,-25.8,2.053,10.663,11.142,15.607,81.958,144.208,0.093,0.489,0.86,0.117,17,9.59030027372128,-0.5510813934898416,1.0023212846242622,9.658270963272876
17,0.283333,0.375,8.484,4.675,-9.312,4.431,-1.38,21.0,6.2,-25.7,0.864,10.63,13.301,15.54,81.864,144.225,0.093,0.488,0.86,0.117,18,9.614837830275231,-0.6937997425510694,1.0237389387653066,9.694044873013533
18,0.3,0.345,8.336,4.766,-9.078,3.325,0.521,21.6,5.8,-26.5,1.711,12.438,12.061,15.47,81.771,144.284,0.092,0.488,0.86,0.117,19,9.537717397589116,-0.7747613965141279,0.8685439667612801,9.608469024771846
19,0.316667,0.176,8.465,4.78,-8.047,2.085,2.113,23.5,5.0,-27.5,0.109,9.268,12.697,15.453,81.693,144.339,0.092,0.487,0.861,0.117,20,9.627915805346932,-0.9512289714294144,0.9664376281292536,9.72294199303894
20,0.333333,0.125,8.29,4.917,-7.503,2.06,4.301,21.5,5.1,-26.3,0.361,10.767,10.149,15.495,81.598,144.372,0.092,0.487,0.861,0.117,21,9.549534208872462,-1.0639172373061614,0.7688241058508999,9.639326428750092
