,time_s,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,x_deg,y_deg,z_deg,qx,qy,qz,qr,ID,glb_ax,glb_ay,glb_az,glb_res
24,0.4,-0.397,8.883,4.627,0.543,3.903,1.772,-5.1,79.7,28.4,-0.339,18.302,13.04,7.586,87.786,144.662,0.045,0.516,0.85,0.093,25,9.90693896239861,-0.5967044027195619,1.4038985900282897,10.023693281420776
25,0.416667,-0.45,8.948,4.614,-1.098,2.474,1.969,-4.7,79.1,27.9,0.812,19.512,14.279,7.557,87.767,144.647,0.044,0.516,0.85,0.093,26,9.950026756369926,-0.6482809102347781,1.4611294976653215,10.077608843371525
26,0.433333,-0.311,8.778,4.716,-2.485,0.74,3.758,-5.8,78.6,27.5,-0.028,18.619,12.466,7.572,87.704,144.669,0.045,0.516,0.851,0.093,27,9.874766956767878,-0.5423948855090177,1.2591450820691483,9.969486496304611
27,0.45,-0.262,8.652,4.688,-2.876,-0.856,4.254,-5.5,79.1,29.2,0.388,18.657,13.122,7.644,87.615,144.695,0.045,0.515,0.851,0.093,28,9.757348151233678,-0.509937634961074,1.1988380474722167,9.84393681410034
28,0.466667,-0.06,8.441,4.775,-2.441,-1.29,3.932,-5.3,79.1,27.2,0.687,18.828,12.953,7.74,87.528,144.742,0.046,0.515,0.851,0.093,29,9.64311560287812,-0.3445747710036144,0.9727773109588639,9.698180551010587
29,0.483333,0.166,8.334,4.65,-2.301,-2.118,1.72,-5.8,78.4,27.4,0.0,19.586,14.522,7.856,87.437,144.752,0.046,0.514,0.851,0.093,30,9.493698634668485,-0.12186461868611409,0.9800241062372987,9.544925981902635
30,0.5,0.141,8.435,4.673,-1.429,-1.612,-1.68,-6.0,77.4,28.7,-0.668,18.223,13.484,7.925,87.343,144.738,0.047,0.514,0.851,0.094,31,9.588056825344362,-0.159659200568661,1.024553685094723,9.643963656090788
31,0.516667,-0.167,8.356,4.563,-0.492,-0.308,-3.784,-4.7,78.4,28.3,0.415,19.901,14.991,7.934,87.262,144.666,0.047,0.514,0.851,0.095,32,9.444377287856842,-0.46384164588932686,1.1225785371868322,9.522163304627789
32,0.533333,-0.304,8.383,4.501,1.303,-0.098,-4.073,-4.9,79.3,27.7,0.922,19.508,13.004,7.919,87.222,144.529,0.047,0.514,0.851,0.096,33,9.421402188173438,-0.5932392000448078,1.2293714085706324,9.519774472118549
33,0.55,-0.176,8.649,4.465,2.057,-0.015,-3.36,-5.9,78.7,26.8,0.197,18.08,11.861,7.905,87.221,144.397,0.047,0.514,0.851,0.097,34,9.621202096694496,-0.44812360405860147,1.4156473607671285,9.735111812403593
34,0.566667,-0.13,8.64,4.577,1.043,1.479,-3.561,-6.1,80.2,28.1,1.195,18.895,12.797,7.859,87.233,144.309,0.046,0.514,0.851,0.098,35,9.678701839539691,-0.4155461845564384,1.3287140662277817,9.77831422076423
35,0.583333,-0.21,8.638,4.607,0.299,1.824,-4.002,-4.4,78.6,28.1,0.218,18.831,13.266,7.784,87.239,144.244,0.046,0.514,0.851,0.098,36,9.68913142623324,-0.4980993447708974,1.325225357408408,9.792016799413695
36,0.6,-0.189,8.635,4.668,0.103,1.119,-4.011,-4.2,78.4,27.8,0.0,18.793,13.189,7.742,87.188,144.132,0.046,0.514,0.851,0.099,37,9.720140398760307,-0.4927543534723306,1.2904393730516348,9.817798633094897
37,0.616667,-0.078,8.504,4.581,-0.046,1.526,-3.492,-5.5,77.9,28.9,0.056,19.191,13.873,7.71,87.138,144.039,0.046,0.514,0.85,0.1,38,9.566215709084828,-0.3829032850643319,1.2847424183647167,9.659692593452444
38,0.633333,-0.139,8.713,4.555,0.191,2.122,-4.078,-5.3,79.3,28.2,0.453,20.117,12.967,7.666,87.102,143.946,0.045,0.515,0.85,0.101,39,9.715315823856221,-0.436681338479477,1.4510902285360059,9.832787753226446
39,0.65,-0.209,8.75,4.633,-0.061,4.017,-3.55,-5.8,79.3,28.2,0.106,19.401,13.075,7.575,87.098,143.878,0.045,0.515,0.85,0.101,40,9.785509022904723,-0.5166193677701394,1.4310092911980254,9.90307376525087
40,0.666667,-0.309,8.848,4.594,-0.95,5.278,-2.769,-5.7,78.5,26.0,1.435,19.988,13.498,7.438,87.095,143.842,0.044,0.515,0.85,0.102,41,9.83606100450951,-0.6100362166640914,1.538564503011011,9.974338123404479
41,0.683333,-0.449,8.985,4.532,-2.838,4.123,-1.599,-5.6,78.7,26.2,0.093,19.882,13.336,7.293,87.082,143.843,0.043,0.515,0.85,0.102,42,9.90346420315986,-0.7420415873710713,1.6857108468960722,10.073274045711255
42,0.7,-0.428,8.795,4.534,-3.552,2.382,-0.769,-5.4,79.4,28.3,0.387,20.183,14.185,7.19,87.033,143.857,0.042,0.514,0.85,0.102,43,9.751345472350673,-0.7393818696496974,1.5674632147834866,9.904158974895346
43,0.716667,-0.324,8.709,4.634,-4.119,1.22,0.473,-4.8,77.8,27.9,-1.195,18.513,12.342,7.155,86.949,143.882,0.042,0.514,0.851,0.102,44,9.744945107532848,-0.6679475505083892,1.419684444142933,9.870441378175546
44,0.733333,-0.301,8.752,4.649,-3.332,1.56,0.985,-4.5,78.6,27.4,0.891,20.092,11.646,7.149,86.863,143.893,0.042,0.514,0.851,0.103,45,9.789030448062933,-0.6609248104041495,1.4280641728889747,9.914701508366251
45,0.75,-0.378,8.621,4.706,-1.962,2.481,1.145,-4.6,79.9,27.6,0.0,19.021,14.694,7.137,86.799,143.9,0.042,0.513,0.851,0.103,46,9.711160943114931,-0.7598525903745735,1.3141301981996218,9.829087495795324
46,0.766667,-0.499,8.586,4.636,-0.96,2.224,1.105,-3.8,79.4,28.2,0.176,18.002,13.697,7.109,86.766,143.909,0.042,0.513,0.851,0.103,47,9.634945268516132,-0.8778022101510301,1.363152945399943,9.770409049778825
47,0.783333,-0.292,8.641,4.634,-0.977,0.609,0.548,-4.7,79.7,28.6,0.0,19.392,14.627,7.145,86.726,143.868,0.042,0.513,0.851,0.103,48,9.68863223221009,-0.6759449294349753,1.3782615576699868,9.809490353733981
48,0.8,-0.308,8.645,4.535,-1.5,0.311,-0.739,-4.1,79.1,27.9,1.072,19.849,12.916,7.161,86.676,143.826,0.042,0.513,0.851,0.104,49,9.63168240499739,-0.6854802670808433,1.4689876965810391,9.767144618566881
49,0.816667,-0.289,8.592,4.429,-1.526,1.13,-1.482,-4.3,78.7,27.6,-0.201,19.81,12.241,7.158,86.626,143.775,0.042,0.513,0.851,0.104,50,9.526146874507482,-0.6610544328330118,1.5289077022970305,9.67067867318525
50,0.833333,-0.54,8.518,4.457,0.664,1.996,-0.93,-4.0,79.2,27.3,0.438,20.529,14.188,7.142,86.608,143.702,0.042,0.513,0.851,0.105,51,9.465868409559034,-0.9171555652208949,1.5062980854056305,9.628747218615722
51,0.85,-0.473,8.776,4.574,1.198,3.14,-0.821,-6.1,77.6,28.8,-1.313,17.944,14.464,7.088,86.636,143.634,0.042,0.513,0.851,0.105,52,9.745565714032967,-0.855105429520455,1.5672028004919265,9.907743486788503
52,0.866667,-0.582,8.618,4.58,1.437,2.654,-0.013,-5.3,78.7,28.5,0.551,18.859,14.279,7.026,86.676,143.583,0.042,0.513,0.851,0.106,53,9.614421118845558,-0.9617303220481357,1.4909826749998565,9.776760608708797
53,0.883333,-0.464,8.77,4.644,1.135,1.245,0.708,-6.3,77.9,26.7,-0.762,18.268,11.959,7.001,86.711,143.539,0.041,0.514,0.85,0.106,54,9.78093029373826,-0.8430812688972728,1.522349684884441,9.93453229900633
54,0.9,-0.496,8.725,4.724,-0.292,-0.136,0.026,-5.4,79.2,28.4,0.365,17.838,14.011,6.975,86.725,143.53,0.041,0.514,0.85,0.106,55,9.789775078197799,-0.8845839132932691,1.4372307464843697,9.934174198190808
55,0.916667,-0.497,8.712,4.638,-1.522,-0.215,0.065,-4.8,79.5,28.0,1.338,17.286,13.678,6.963,86.691,143.505,0.041,0.514,0.85,0.106,56,9.727531355701913,-0.8801437062586779,1.5024905258168364,9.882155483496504
56,0.933333,-0.591,8.707,4.766,-0.322,0.671,1.442,-4.5,79.5,28.0,0.43,18.373,13.54,6.958,86.671,143.488,0.041,0.514,0.85,0.106,57,9.792661015851268,-0.993435684434367,1.4116521418250592,9.943635451885797
57,0.95,-0.609,8.827,4.699,0.4,0.332,1.56,-5.5,79.4,28.9,0.259,19.175,14.61,6.975,86.659,143.453,0.041,0.514,0.85,0.107,58,9.847950862275313,-1.0002335477395254,1.5442822488739867,10.018353707071835
58,0.966667,-0.595,8.614,4.834,-0.751,-0.698,1.107,-5.0,78.8,27.8,0.0,19.67,13.03,6.973,86.633,143.437,0.041,0.514,0.85,0.107,59,9.755732231791574,-1.0137185988228465,1.31173176525677,9.895583711939382
59,0.983333,-0.586,8.537,4.835,0.24,-1.843,1.421,-4.9,79.2,27.7,0.478,19.508,12.543,6.981,86.591,143.414,0.041,0.513,0.85,0.107,60,9.693594588773026,-1.0132867756114226,1.2682522851867144,9.828580263700347
60,1.0,-0.451,8.668,4.633,-0.016,-3.988,1.295,-4.8,78.9,27.3,0.373,18.284,14.885,7.053,86.548,143.372,0.042,0.513,0.85,0.108,61,9.686580802231616,-0.8539321073744846,1.4977537574090343,9.838816697144022
61,1.016667,-0.427,8.521,4.703,0.011,-4.627,1.12,-4.5,79.7,28.7,0.0,18.104,13.799,7.165,86.507,143.325,0.043,0.513,0.85,0.108,62,9.609421260526194,-0.846391027045788,1.3603765166613142,9.742072623420544
62,1.033333,-0.259,8.557,4.619,-0.089,-4.182,0.575,-4.6,77.4,28.2,0.0,18.178,15.083,7.287,86.458,143.266,0.043,0.513,0.85,0.109,63,9.597234635759529,-0.6714814475290845,1.4375990441711894,9.72751206629938
63,1.05,-0.163,8.584,4.609,-1.375,-2.449,-0.57,-4.4,78.8,27.6,0.0,16.743,14.076,7.394,86.394,143.216,0.044,0.513,0.85,0.11,64,9.61726705287196,-0.5812305729736138,1.4576870222322316,9.744460272380406
64,1.066667,-0.256,8.528,4.614,-0.525,-1.659,-1.636,-5.1,79.7,27.7,0.0,19.052,14.913,7.441,86.337,143.16,0.044,0.513,0.85,0.11,65,9.567484041006336,-0.6825101872805428,1.4417853409392611,9.69955236080511
65,1.083333,-0.488,8.656,4.512,-0.131,-2.444,-0.831,-4.8,77.9,28.2,0.0,18.295,14.413,7.481,86.302,143.085,0.044,0.513,0.85,0.111,66,9.592855941577595,-0.897209464839998,1.6415706077841898,9.773567618838067
66,1.1,-0.329,8.783,4.473,-0.479,-1.486,-2.024,-5.1,78.4,27.8,-1.141,16.864,13.21,7.501,86.292,143.008,0.045,0.513,0.85,0.112,67,9.679613027795009,-0.7302075644969651,1.7403871824661667,9.861899360670842
67,1.116667,-0.426,8.703,4.503,-0.84,-0.767,-1.79,-5.7,79.4,27.6,-0.034,19.563,11.976,7.503,86.269,142.944,0.045,0.513,0.85,0.112,68,9.624960874437338,-0.8348837470953288,1.692274000978111,9.808195246833128
68,1.133333,-0.48,8.693,4.559,-0.33,-0.404,-0.911,-6.1,79.2,28.1,0.0,18.657,12.916,7.48,86.264,142.908,0.044,0.513,0.85,0.112,69,9.645681462643946,-0.8972392614781264,1.6549685280600057,9.827671646936519
69,1.15,-0.52,8.74,4.671,-0.104,-0.148,0.395,-4.8,78.4,27.8,0.666,18.7,12.814,7.466,86.268,142.895,0.044,0.513,0.85,0.112,70,9.747103562753445,-0.950980721558258,1.6018267085373614,9.923519587323844
70,1.166667,-0.239,8.694,4.56,-1.649,-0.916,0.894,-5.4,78.4,27.9,0.174,19.613,12.386,7.491,86.243,142.871,0.045,0.513,0.85,0.113,71,9.66144218888103,-0.661263257572042,1.6296081538501694,9.82020147451161
71,1.183333,-0.252,8.672,4.613,-1.464,-1.636,0.884,-4.7,79.0,28.1,0.0,19.749,13.158,7.536,86.213,142.874,0.045,0.513,0.85,0.113,72,9.674343560960184,-0.6861981536605404,1.5757746534391115,9.825826021256434
72,1.2,-0.298,8.652,4.542,-1.789,-2.045,0.661,-4.1,79.8,27.9,0.569,18.747,15.904,7.587,86.164,142.857,0.045,0.513,0.85,0.113,73,9.612072957943797,-0.7283576292246198,1.6288709633104264,9.776281092521838
73,1.216667,-0.366,8.7,4.762,-1.301,-1.179,-0.016,-5.1,78.8,28.2,0.442,20.543,11.968,7.637,86.123,142.823,0.045,0.513,0.85,0.114,74,9.775668986959339,-0.8312081558689293,1.4986623565761463,9.924746848156884
74,1.233333,-0.52,8.698,4.633,-1.77,-0.244,0.061,-4.8,78.9,27.6,0.072,20.426,12.7,7.643,86.069,142.81,0.045,0.512,0.85,0.114,75,9.685661755798177,-0.9732890773456189,1.6220227261627098,9.868652035612564
75,1.25,-0.451,8.651,4.629,-1.025,-0.23,1.565,-4.1,79.6,27.4,0.0,19.786,11.269,7.658,86.037,142.795,0.046,0.512,0.85,0.114,76,9.649495940524522,-0.910286936060255,1.5904240905616234,9.821957187852123
76,1.266667,-0.31,8.576,4.611,0.059,-0.852,2.848,-5.6,79.4,28.3,0.733,18.178,12.193,7.704,86.019,142.794,0.046,0.512,0.85,0.114,77,9.588235955810443,-0.771874721238077,1.5411481662765054,9.741929839615969
77,1.283333,-0.255,8.568,4.632,-0.019,-2.188,2.685,-5.6,78.9,27.6,0.315,21.048,12.753,7.784,86.018,142.786,0.046,0.512,0.85,0.114,78,9.598069385628778,-0.7186903967595388,1.5138101539695212,9.743257822720283
78,1.3,-0.292,8.583,4.755,0.244,-1.761,1.352,-6.2,80.0,27.8,0.792,19.778,12.355,7.843,85.998,142.798,0.047,0.512,0.85,0.114,79,9.680920736898972,-0.775472332104333,1.428843710144722,9.816474825516542
79,1.316667,-0.381,8.422,4.669,1.04,-1.467,0.68,-4.2,78.8,27.8,0.955,18.178,13.395,7.86,85.996,142.804,0.047,0.512,0.85,0.114,80,9.494829648082298,-0.8548320795198362,1.4114808074221727,9.637157568494976
80,1.333333,-0.444,8.507,4.554,2.228,-1.235,1.603,-5.2,80.2,27.9,0.081,18.34,14.27,7.916,86.014,142.753,0.047,0.512,0.85,0.114,81,9.489147429728291,-0.8916907828123826,1.5703724414063092,9.659456558212787
81,1.35,-0.413,8.715,4.596,1.334,-0.956,1.595,-4.8,79.5,27.4,0.631,17.547,13.232,7.941,86.048,142.718,0.047,0.512,0.85,0.115,82,9.682329769870476,-0.8542803236333423,1.6636421959462415,9.861288455369307
82,1.366667,-0.246,8.702,4.451,0.596,-0.327,1.744,-5.4,78.8,27.9,-0.033,19.335,14.351,7.984,86.078,142.689,0.048,0.513,0.85,0.115,83,9.596420044067633,-0.6606252698993097,1.7518611790285787,9.777357567359392
83,1.383333,-0.224,8.628,4.445,0.203,-0.001,1.234,-6.2,78.8,28.1,1.109,18.68,12.893,8.015,86.094,142.673,0.048,0.513,0.85,0.115,84,9.534976799298224,-0.6361805499606044,1.7117466940807489,9.7082740484599
84,1.4,-0.355,8.637,4.594,-0.342,0.207,0.104,-4.8,79.7,27.7,0.408,18.657,14.76,8.021,86.107,142.667,0.048,0.513,0.85,0.115,85,9.622379131480198,-0.7854600904366672,1.6191054000236282,9.789209876185108
85,1.416667,-0.556,8.741,4.654,-0.169,0.709,-0.028,-3.4,79.2,27.9,-0.933,18.645,12.462,7.99,86.106,142.644,0.048,0.513,0.849,0.115,86,9.727133468019382,-0.9904598209474135,1.6660722788720934,9.91836342346861
86,1.433333,-0.637,8.681,4.73,-0.36,0.001,1.282,-3.9,79.9,27.3,-0.957,18.375,13.394,8.012,86.063,142.581,0.048,0.513,0.849,0.116,87,9.716865913709396,-1.0888877188800266,1.592253230696895,9.906484240132823
87,1.45,-0.35,8.713,4.724,-0.319,-0.066,2.619,-4.4,78.1,28.1,0.654,18.783,11.784,8.063,86.043,142.548,0.048,0.513,0.849,0.116,88,9.75731057549903,-0.8046441640112338,1.581923861182154,9.917411204543251
88,1.466667,-0.147,8.574,4.702,0.105,-0.854,0.894,-4.7,79.9,28.9,0.221,19.43,12.217,8.122,86.024,142.522,0.048,0.513,0.849,0.116,89,9.646377969415731,-0.6059823318026313,1.4913304411544281,9.779769373558866
89,1.483333,-0.139,8.627,4.663,-1.082,-0.25,-1.098,-5.3,79.6,27.4,0.34,20.154,13.256,8.183,85.979,142.481,0.049,0.513,0.849,0.117,90,9.664442817467968,-0.5953260253411464,1.5595354922037936,9.80754908221213
90,1.5,-0.408,8.555,4.533,0.054,1.639,-1.089,-5.3,79.8,27.9,0.478,19.499,12.415,8.148,85.963,142.466,0.049,0.512,0.849,0.117,91,9.509714756543941,-0.8462435331239535,1.6588475312144633,9.69033425636082
91,1.516667,-0.555,8.741,4.626,0.637,0.759,-1.194,-5.0,79.9,28.0,1.385,19.11,13.848,8.084,85.978,142.432,0.048,0.513,0.849,0.117,92,9.702715082783943,-0.9986709877648035,1.7242268645725942,9.905199745588172
92,1.533333,-0.691,8.626,4.676,0.756,-1.037,0.635,-5.3,79.5,27.1,0.0,20.463,14.188,8.05,85.97,142.377,0.048,0.513,0.849,0.117,93,9.63004249182722,-1.1450362238741498,1.6436260680635926,9.83617471377974
93,1.55,-0.637,8.82,4.807,2.196,-2.865,1.769,-4.8,77.9,26.7,0.0,18.946,13.482,8.07,85.997,142.344,0.048,0.513,0.849,0.118,94,9.866702886422207,-1.0999817831219438,1.656391326911469,10.065059264604455
94,1.566667,-0.232,8.737,4.504,0.381,-2.444,1.128,-5.5,79.1,28.7,1.227,17.97,13.35,8.15,86.01,142.305,0.049,0.513,0.849,0.118,95,9.645523967356489,-0.6502766369812574,1.793325595241379,9.832345040731633
95,1.583333,-0.347,8.753,4.659,-1.31,-0.467,-0.56,-5.1,79.3,28.3,-0.705,18.782,13.419,8.172,85.998,142.292,0.049,0.513,0.849,0.118,96,9.743190667154702,-0.7883258691298082,1.7001402728981652,9.921779023945252
96,1.6,-0.433,8.657,4.65,-1.225,-0.164,0.118,-6.0,79.2,27.4,0.957,19.179,13.873,8.162,85.962,142.278,0.049,0.513,0.849,0.118,97,9.654539755494374,-0.8808691660615804,1.6636014011356712,9.836342714647552
97,1.616667,-0.526,8.674,4.634,0.661,-1.764,2.761,-5.5,79.7,27.9,0.038,18.732,12.438,8.177,85.969,142.276,0.049,0.513,0.849,0.118,98,9.652032052218797,-0.9680157014685025,1.7000384891676574,9.848294674713994
98,1.633333,-0.341,8.64,4.589,0.659,-3.339,3.017,-4.4,80.0,27.4,0.0,18.775,14.11,8.248,85.982,142.282,0.049,0.513,0.849,0.118,99,9.61124670365619,-0.775313983806755,1.6874913415990391,9.789014352834508
99,1.65,-0.085,8.512,4.486,0.801,-2.897,2.273,-5.2,78.5,27.5,0.277,19.74,12.864,8.366,85.988,142.259,0.05,0.513,0.849,0.118,100,9.464835148300486,-0.5056336186935662,1.6573458477766736,9.622139315141931
100,1.666667,-0.147,8.556,4.585,1.035,0.764,1.65,-4.2,79.9,27.3,0.195,18.957,11.659,8.432,86.002,142.234,0.05,0.513,0.849,0.118,101,9.55479053738395,-0.5761001889417011,1.619585242900002,9.708190871629997
101,1.683333,-0.247,8.546,4.61,-0.937,0.141,1.087,-4.8,78.6,27.7,-1.236,18.517,12.438,8.449,86.004,142.242,0.05,0.513,0.849,0.118,102,9.555281399980856,-0.6784834708375298,1.607321544365078,9.713249971044705
102,1.7,-0.274,8.535,4.579,-1.934,-0.724,1.492,-5.5,79.4,28.9,0.447,19.042,12.792,8.481,85.955,142.246,0.051,0.513,0.849,0.118,103,9.525557160137106,-0.7079366423849276,1.6282286385300584,9.689610002471719
103,1.716667,-0.21,8.541,4.701,0.138,-0.322,1.309,-6.0,80.1,29.4,0.153,19.135,13.445,8.517,85.916,142.242,0.051,0.513,0.849,0.118,104,9.607816145136269,-0.6695241092176735,1.5276741761367587,9.751522035046632
104,1.733333,-0.235,8.676,4.819,1.538,-0.134,0.207,-4.7,78.5,28.4,0.0,19.666,14.378,8.529,85.93,142.239,0.051,0.513,0.849,0.118,105,9.784597285314696,-0.7057126087278555,1.5213769020511725,9.927283717110134
105,1.75,-0.319,8.82,4.773,1.298,0.243,0.243,-4.8,79.2,27.8,0.957,19.399,12.536,8.542,85.95,142.2,0.051,0.513,0.849,0.119,106,9.864729772480754,-0.7713346616823277,1.6636824683872993,10.03372762237445
106,1.766667,-0.401,8.975,4.823,0.712,-1.653,0.127,-4.5,78.9,27.3,-0.364,19.91,12.686,8.56,85.941,142.162,0.051,0.513,0.849,0.119,107,10.01117586426261,-0.8547764236664538,1.7373744790199257,10.19670314366364
107,1.783333,-0.381,8.886,4.712,-0.654,-3.574,1.14,-4.2,80.4,27.3,1.136,20.27,14.172,8.633,85.908,142.119,0.052,0.513,0.849,0.119,108,9.873361430236965,-0.8225799221781919,1.7745977965551407,10.065242222619382
108,1.8,-0.094,8.834,4.595,-1.725,-5.265,0.665,-5.5,79.1,27.2,0.46,17.736,14.279,8.764,85.847,142.075,0.052,0.513,0.849,0.12,109,9.780098523083193,-0.5275403735861321,1.798274459870504,9.958032787654398
109,1.816667,0.015,8.691,4.44,-2.836,-6.35,-2.14,-5.3,79.2,27.4,0.414,16.584,14.797,8.881,85.768,142.04,0.053,0.512,0.849,0.12,110,9.57941508541323,-0.40833222776665024,1.820817786909109,9.759472629194674
110,1.833333,0.146,8.744,4.367,-5.1,-4.552,-5.419,-4.7,77.8,28.0,0.146,18.948,14.725,8.97,85.644,141.993,0.054,0.512,0.849,0.121,111,9.585019636302832,-0.28162358053485365,1.8967413451959778,9.774944552272407
