,time_s,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,x_deg,y_deg,z_deg,qx,qy,qz,qr,ID,glb_ax,glb_ay,glb_az,glb_res
34,0.566667,-0.179,8.957,3.793,-0.016,1.127,-0.995,-6.6,79.9,25.4,-0.708,19.383,13.917,5.666,94.493,140.936,0.033,0.554,0.827,0.089,35,9.309256396287962,0.8201813990235788,2.7040315865143745,9.728655559736918
35,0.583333,-0.457,9.075,3.788,-0.906,-0.009,-1.796,-5.6,79.7,25.2,0.957,18.238,10.623,5.642,94.466,140.918,0.033,0.554,0.827,0.089,36,9.41798086103683,0.5536323255840068,2.81221367417421,9.844461285413235
36,0.6,-0.573,9.088,3.744,-0.463,0.035,-1.073,-5.9,79.1,25.0,0.407,19.338,12.988,5.606,94.429,140.875,0.033,0.554,0.827,0.09,37,9.407305028344204,0.43397441831397265,2.8726098426237567,9.845689869176258
37,0.616667,-0.739,9.015,3.787,0.94,-0.384,-0.203,-5.3,79.7,24.0,0.295,18.657,11.848,5.582,94.418,140.834,0.033,0.554,0.827,0.09,38,9.389377410645546,0.2567713091832692,2.816269755410423,9.806004028145207
38,0.633333,-0.503,9.122,3.734,1.953,0.169,1.064,-5.2,79.9,23.9,0.108,19.881,13.394,5.598,94.447,140.788,0.033,0.555,0.827,0.09,39,9.417134476530435,0.5114383832866043,2.9090648035138376,9.869480685426158
39,0.65,-0.31,8.976,3.818,2.111,0.586,0.191,-5.0,80.3,24.7,0.0,18.788,11.173,5.634,94.471,140.74,0.033,0.555,0.826,0.091,40,9.340841000903286,0.6891962594405535,2.7414408459453,9.75919054020363
40,0.666667,-0.341,9.003,3.835,1.218,-0.421,-0.609,-6.4,79.3,24.9,0.429,17.798,12.107,5.659,94.476,140.688,0.033,0.555,0.826,0.091,41,9.372094234518956,0.6639507855893968,2.7569066022649027,9.791706439635536
41,0.683333,-0.502,9.053,3.797,0.179,-0.9,-1.243,-6.6,77.4,25.5,0.891,19.233,12.752,5.647,94.471,140.659,0.033,0.555,0.826,0.091,42,9.397335226664863,0.5103135867545875,2.838255217709877,9.829853610303665
42,0.7,-0.412,9.012,3.746,-0.158,-2.008,-0.476,-5.5,79.6,24.5,-0.229,19.404,13.031,5.658,94.456,140.626,0.033,0.555,0.826,0.092,43,9.324859129679044,0.5944369825894171,2.8481662320467476,9.768234436171156
43,0.716667,-0.45,9.089,3.745,-0.109,-1.246,-0.265,-6.4,78.5,23.5,-0.734,18.375,13.761,5.691,94.438,140.594,0.033,0.555,0.826,0.092,44,9.384535033259139,0.5653011255080718,2.9066101986732256,9.840601912484827
44,0.733333,-0.405,8.908,3.736,0.635,0.111,0.66,-5.0,78.6,24.2,-0.835,18.699,12.673,5.705,94.433,140.581,0.034,0.555,0.826,0.092,45,9.236124717168154,0.5880431548730332,2.796853670988602,9.668204848884821
45,0.75,-0.346,9.006,3.74,0.864,1.044,-0.035,-5.6,78.5,24.3,-0.721,17.936,11.717,5.701,94.449,140.553,0.034,0.555,0.826,0.092,46,9.307562103597585,0.6612299644769231,2.854367639557306,9.757835415705678
46,0.766667,-0.348,9.076,3.783,-0.359,1.917,-0.948,-4.7,78.6,24.6,0.884,20.389,11.554,5.677,94.44,140.528,0.033,0.555,0.826,0.092,47,9.387687404928007,0.6643117084773511,2.8698404383059297,9.839002439271981
47,0.783333,-0.221,9.008,3.673,-1.22,0.983,-1.705,-5.2,78.3,25.0,0.434,21.004,12.049,5.664,94.397,140.491,0.033,0.555,0.826,0.093,48,9.254261471446855,0.7777883559522109,2.9047416221480784,9.730561854281591
48,0.8,-0.293,8.95,3.654,-0.715,0.715,-0.917,-4.8,78.6,26.3,-0.402,19.714,12.891,5.653,94.353,140.451,0.033,0.555,0.826,0.093,49,9.201779051523522,0.6926640695499928,2.896125648810375,9.671611292850844
49,0.816667,-0.382,9.027,3.723,-0.28,1.86,-1.146,-4.3,79.4,24.8,0.75,18.734,13.524,5.63,94.336,140.43,0.033,0.555,0.826,0.094,50,9.310734371028873,0.6081143094532082,2.904101316893025,9.772071530642824
50,0.833333,-0.632,8.994,3.658,0.315,1.76,-1.671,-4.7,80.0,25.1,0.576,21.243,12.92,5.597,94.317,140.365,0.033,0.555,0.826,0.094,51,9.259547649592015,0.3538263425909852,2.9678288771800347,9.7299755395376
51,0.85,-0.573,9.131,3.714,0.198,1.057,-0.965,-5.4,79.5,24.6,-0.219,19.982,13.435,5.57,94.308,140.299,0.033,0.555,0.826,0.095,52,9.392314191094176,0.425216881659385,3.01677157559581,9.87407139937726
52,0.866667,-0.449,9.091,3.656,0.107,1.236,-0.961,-5.6,80.0,24.9,0.0,19.585,13.28,5.541,94.323,140.259,0.033,0.555,0.826,0.095,53,9.313109490865514,0.5464158740288383,3.0301219948642317,9.8088846460747
53,0.883333,-0.516,9.217,3.685,0.189,0.783,0.118,-5.7,79.0,24.7,0.694,19.082,12.438,5.522,94.331,140.232,0.033,0.555,0.826,0.095,54,9.431348432511792,0.49484022622005863,3.098930443729233,9.939746978671037
54,0.9,-0.483,9.054,3.753,-0.544,0.859,0.852,-6.1,79.1,24.8,0.823,19.48,12.304,5.514,94.321,140.242,0.032,0.555,0.826,0.095,55,9.349085570267295,0.5042372976009306,2.938291637589425,9.812910577397513
55,0.916667,-0.491,9.053,3.764,-0.201,-0.167,0.511,-6.2,78.7,24.1,0.528,19.019,13.542,5.516,94.311,140.243,0.032,0.555,0.826,0.095,56,9.356130137624145,0.494354731190183,2.9298512330135686,9.816597475704098
56,0.933333,-0.632,9.082,3.8,0.225,-1.813,0.732,-4.6,77.8,23.5,0.0,18.544,13.056,5.518,94.296,140.236,0.032,0.555,0.826,0.095,57,9.41166051532458,0.3546581281047404,2.93547474123854,9.865198832258779
57,0.95,-0.58,9.097,3.776,0.857,-1.461,1.133,-4.5,80.0,24.5,0.0,19.919,10.178,5.573,94.275,140.195,0.033,0.555,0.826,0.096,58,9.401576657741309,0.4085560692559297,2.965370682880622,9.866609600060194
58,0.966667,-0.509,9.182,3.765,0.055,-1.313,0.869,-5.2,80.0,23.7,-0.062,19.135,12.479,5.645,94.258,140.146,0.033,0.555,0.825,0.096,59,9.451203291626951,0.4910396945832046,3.029367319867885,9.936972879101564
59,0.983333,-0.411,8.906,3.687,-0.38,-0.079,0.499,-5.6,79.2,24.0,0.0,19.553,13.037,5.69,94.242,140.121,0.034,0.555,0.825,0.096,60,9.182379349167512,0.5573898017759036,2.9073961025044777,9.64778347601147
60,1.0,-0.34,8.958,3.727,-0.183,-0.344,0.488,-6.6,79.1,24.2,0.957,19.755,12.775,5.731,94.232,140.102,0.034,0.555,0.825,0.096,61,9.241486277628338,0.6336505994155233,2.9060817776290238,9.70834141344442
61,1.016667,-0.551,9.014,3.735,-0.318,-1.037,0.196,-5.7,79.1,23.7,0.256,19.391,12.694,5.718,94.241,140.114,0.034,0.555,0.825,0.096,62,9.305327640172225,0.4314365898608025,2.9547862829612717,9.772718250312959
62,1.033333,-0.636,8.96,3.696,-0.292,-2.368,0.488,-5.0,78.5,23.3,0.303,20.092,12.741,5.736,94.218,140.078,0.034,0.555,0.825,0.097,63,9.24355453643137,0.3393701223096387,2.9644627594393183,9.713213268532716
63,1.05,-0.324,9.043,3.778,0.711,-1.518,0.49,-5.1,78.6,23.4,0.384,20.484,12.924,5.771,94.212,140.054,0.034,0.555,0.825,0.097,64,9.33544827206983,0.6576674318470915,2.927624994529882,9.805820159476719
64,1.066667,-0.237,8.955,3.775,1.128,0.896,0.275,-5.6,79.1,24.5,0.026,18.696,12.438,5.813,94.224,140.03,0.034,0.555,0.825,0.097,65,9.25875584840666,0.737799378696748,2.8687821835040324,9.721050303336568
65,1.083333,-0.39,8.956,3.793,0.503,0.71,-0.743,-5.9,78.1,24.1,0.0,19.409,11.959,5.811,94.244,140.013,0.034,0.555,0.825,0.097,66,9.281300377621374,0.5889354862472693,2.8739351581766757,9.733903893094485
66,1.1,-0.451,8.972,3.757,-0.311,-0.061,-0.868,-5.0,80.3,23.5,0.0,19.166,12.587,5.795,94.238,140.0,0.034,0.555,0.825,0.097,67,9.274109099133076,0.5298137120510915,2.9198342158245483,9.737311435914949
67,1.116667,-0.478,9.026,3.75,-0.624,-1.32,-0.863,-5.8,79.1,23.9,0.708,20.073,13.146,5.798,94.216,139.976,0.034,0.555,0.825,0.097,68,9.311491463430885,0.506666782274144,2.9663235659977714,9.78568648588335
68,1.133333,-0.523,9.053,3.668,0.027,-1.347,-0.65,-5.3,78.9,24.6,0.0,19.613,13.251,5.799,94.206,139.961,0.034,0.555,0.825,0.097,69,9.281487785663428,0.4663572592371358,3.053040679607372,9.781848598296747
69,1.15,-0.698,9.13,3.696,-0.191,-0.541,-0.497,-4.8,79.7,24.2,0.0,18.351,10.783,5.814,94.196,139.922,0.034,0.555,0.825,0.098,70,9.368683335183505,0.30086374050600695,3.1051205410907383,9.874437705510124
70,1.166667,-0.705,9.189,3.799,0.0,0.695,-0.427,-5.4,78.8,23.9,0.0,20.565,11.018,5.805,94.183,139.879,0.034,0.555,0.825,0.098,71,9.478451083905835,0.2958702841147452,3.072226037416869,9.968307128093516
71,1.183333,-0.621,9.177,3.788,-0.182,0.488,-0.512,-6.4,78.6,23.6,-1.838,19.059,11.481,5.769,94.175,139.85,0.034,0.556,0.825,0.098,72,9.454762615713435,0.37522704688457986,3.0689709258632467,9.947457665152438
72,1.2,-0.636,9.027,3.722,-0.528,-1.144,-0.156,-5.8,79.3,23.9,-0.314,19.935,14.202,5.746,94.172,139.834,0.034,0.556,0.825,0.099,73,9.298653195693912,0.3427596013689937,3.026891739372379,9.784912314374616
73,1.216667,-0.63,9.026,3.85,-0.301,-3.233,1.624,-4.9,79.1,23.2,0.0,19.852,11.96,5.754,94.158,139.834,0.034,0.555,0.825,0.099,74,9.380569996486418,0.3429485370071489,2.9283730708336093,9.833009508792312
74,1.233333,-0.545,9.064,3.838,0.082,-2.448,1.938,-5.7,79.1,24.1,0.0,18.499,12.916,5.833,94.142,139.812,0.034,0.555,0.825,0.099,75,9.394119051121274,0.4339328643656105,2.95729513619858,9.858162354110425
75,1.25,-0.415,9.083,3.69,0.334,-2.162,1.592,-4.8,79.1,23.9,0.227,20.016,15.005,5.905,94.138,139.804,0.035,0.555,0.825,0.099,76,9.302408233544302,0.5730751297029715,3.070179140083376,9.812706762152837
76,1.266667,-0.41,8.969,3.802,0.38,-0.521,0.549,-4.9,78.8,25.6,0.0,19.589,10.536,5.954,94.116,139.778,0.035,0.555,0.825,0.099,77,9.287174529784323,0.5598997925904856,2.9156759894718114,9.750193075011385
77,1.283333,-0.554,9.058,3.715,-0.053,-1.281,0.685,-5.7,78.8,24.4,0.0,19.613,12.866,5.996,94.089,139.743,0.035,0.555,0.825,0.1,78,9.30643968247045,0.4290182153535259,3.0596778927583506,9.805891341433474
78,1.3,-0.449,8.949,3.614,-0.098,-2.56,1.022,-6.4,79.2,24.1,0.0,20.709,11.959,6.032,94.082,139.729,0.036,0.555,0.825,0.1,79,9.150043187744659,0.5242633627836759,3.057622538648335,9.661635368818262
79,1.316667,-0.415,8.959,3.671,0.081,-1.627,0.936,-4.3,79.5,24.7,0.504,18.657,12.891,6.064,94.08,139.725,0.036,0.555,0.825,0.1,80,9.191961911828098,0.5586871102375853,3.017921788972655,9.690827983201435
80,1.333333,-0.479,9.075,3.83,0.744,-0.77,-0.072,-4.1,80.1,25.0,0.289,20.236,13.294,6.13,94.051,139.683,0.036,0.555,0.825,0.1,81,9.385446192930253,0.5031880387407408,2.9856603218181528,9.861742543790118
81,1.35,-0.415,9.191,3.685,0.198,0.018,-0.829,-4.7,79.1,25.7,0.063,18.367,13.684,6.184,94.03,139.622,0.037,0.555,0.825,0.101,82,9.370786030975646,0.5864322658691087,3.173388939165719,9.910899605989357
82,1.366667,-0.567,9.15,3.736,-0.739,-0.9,-0.899,-5.2,78.6,24.3,0.478,20.513,12.878,6.194,94.007,139.565,0.037,0.555,0.825,0.101,83,9.380702934464727,0.426356372600606,3.1340577050953846,9.899580041597726
83,1.383333,-0.596,9.038,3.71,-0.976,-0.839,-0.152,-4.2,80.0,24.4,-0.303,19.89,13.267,6.219,93.98,139.529,0.037,0.555,0.825,0.102,84,9.279391425748617,0.3822390499389088,3.0905578908094964,9.787990600731082
84,1.4,-0.528,9.048,3.715,-0.902,-1.522,1.455,-4.7,79.0,24.0,-0.408,19.684,14.281,6.269,93.939,139.504,0.037,0.555,0.825,0.102,85,9.28428339381956,0.4471118231936962,3.0900624396291367,9.79521888474168
85,1.416667,-0.512,9.053,3.808,0.159,-1.334,2.112,-5.6,79.0,24.3,0.427,18.443,13.241,6.345,93.914,139.477,0.038,0.555,0.825,0.102,86,9.346230811542133,0.46034754173679915,3.0258662822731273,9.834623378655637
86,1.433333,-0.429,8.989,3.815,-0.69,-1.644,0.784,-5.7,79.2,24.3,-1.04,17.7,13.083,6.375,93.895,139.462,0.038,0.555,0.825,0.102,87,9.29623998128861,0.5331510519796012,2.9725509526439073,9.774476303106985
87,1.45,-0.411,8.908,3.646,-0.661,-0.458,1.005,-6.0,79.1,24.5,-0.429,20.092,11.959,6.389,93.882,139.449,0.038,0.555,0.825,0.103,88,9.122823592390505,0.5466077411027324,3.0479518827385945,9.63403866506669
88,1.466667,-0.427,9.069,3.715,0.27,-0.676,0.784,-5.9,78.7,24.1,0.064,18.274,10.334,6.395,93.877,139.438,0.038,0.555,0.825,0.103,89,9.289737275918203,0.5475347343987662,3.1034339140769087,9.809705143377144
89,1.483333,-0.552,8.977,3.731,-1.367,-0.61,0.496,-5.4,78.8,23.5,-1.344,19.613,9.909,6.401,93.875,139.426,0.038,0.555,0.825,0.103,90,9.23867693599789,0.41174415061284186,3.0477711900168543,9.737124524211447
90,1.5,-0.509,9.043,3.655,-0.436,-1.172,1.119,-5.4,79.9,23.3,0.0,18.852,12.264,6.413,93.864,139.411,0.038,0.555,0.825,0.103,91,9.234943022518063,0.46472022708119964,3.1454439243748324,9.766982901592488
91,1.516667,-0.451,9.028,3.761,-0.194,-1.231,1.342,-4.7,78.6,24.2,0.401,20.138,11.959,6.432,93.853,139.395,0.038,0.555,0.824,0.103,92,9.288353305057825,0.5155072917601454,3.051893037536458,9.790470162356863
92,1.533333,-0.452,9.053,3.778,0.393,-1.627,0.841,-5.8,78.8,23.8,-0.96,19.013,13.038,6.478,93.831,139.369,0.038,0.555,0.824,0.103,93,9.317003447411235,0.5161652122827178,3.059643318191896,9.820101679717986
93,1.55,-0.483,9.045,3.877,1.05,-1.092,0.592,-5.0,78.8,24.6,0.883,20.938,11.996,6.5,93.818,139.368,0.038,0.555,0.824,0.103,94,9.377912428776202,0.47931976503910506,2.983530465915788,9.85273784285363
94,1.566667,-0.328,8.999,3.711,0.619,-1.183,0.216,-4.5,77.9,24.4,0.0,18.612,14.83,6.535,93.812,139.341,0.039,0.555,0.824,0.104,95,9.222719516882208,0.6356043952692838,3.065706731837599,9.739666626738309
95,1.583333,-0.44,8.93,3.653,1.402,-0.913,0.791,-4.9,78.8,23.9,0.703,19.584,12.281,6.585,93.812,139.281,0.039,0.555,0.824,0.104,96,9.136749580950816,0.5220410671424184,3.087100454992009,9.658307771033183
96,1.6,-0.603,9.058,3.668,0.652,-1.162,0.926,-5.1,78.5,23.7,0.0,19.822,11.959,6.623,93.803,139.244,0.039,0.555,0.824,0.104,97,9.251382687005524,0.37703156683425637,3.1835455982575396,9.7910774177309
97,1.616667,-0.658,9.185,3.695,0.686,-1.089,1.606,-5.0,79.6,24.0,0.291,19.323,11.499,6.656,93.814,139.209,0.039,0.555,0.824,0.105,98,9.365922343993832,0.34145580156742195,3.2577784734160558,9.92220812117948
98,1.633333,-0.532,9.203,3.731,1.359,-1.901,2.191,-5.4,77.5,23.2,0.0,19.508,12.649,6.708,93.835,139.174,0.04,0.556,0.824,0.105,99,9.392424223619663,0.47391359653234155,3.2336306385523326,9.94477722224083
99,1.65,-0.408,9.301,3.823,0.959,-1.865,2.641,-5.6,78.6,24.5,0.0,21.838,12.462,6.783,93.854,139.155,0.04,0.556,0.824,0.105,100,9.516668513823975,0.6127801451850589,3.216817509847015,10.06431289259232
100,1.666667,-0.506,9.17,3.751,1.448,-1.944,2.79,-5.6,78.6,24.1,0.0,20.57,12.858,6.862,93.878,139.149,0.041,0.556,0.824,0.105,101,9.376752116239391,0.5106039582577783,3.19855285221482,9.92043028300688
101,1.683333,-0.449,9.21,3.768,1.124,-2.048,3.295,-6.0,79.4,24.5,0.42,21.107,11.621,6.958,93.9,139.141,0.041,0.556,0.824,0.104,102,9.41306011779037,0.5805517456145978,3.2063661502592393,9.961100591802095
102,1.7,-0.312,9.299,3.835,0.855,-1.888,3.659,-5.3,79.8,24.6,-0.409,19.613,12.916,7.043,93.926,139.154,0.042,0.556,0.824,0.104,103,9.514718908091268,0.7335340101836452,3.19499952361724,10.063596275685944
103,1.716667,-0.543,9.147,3.626,-0.47,-2.718,3.676,-5.6,79.7,25.3,0.175,19.31,12.005,7.128,93.927,139.151,0.042,0.556,0.824,0.104,104,9.278322795187673,0.4998302460726478,3.282259866831354,9.854457570054276
104,1.733333,-0.518,9.215,3.608,-0.137,-2.613,4.074,-6.1,79.2,24.1,0.186,18.271,11.295,7.23,93.938,139.153,0.043,0.556,0.824,0.104,105,9.315308416014165,0.5421687022698914,3.3366592892914104,9.909702972339787
105,1.75,-0.393,9.285,3.509,-0.781,-1.843,4.206,-5.4,78.6,23.4,0.0,20.559,11.035,7.307,93.957,139.177,0.043,0.556,0.824,0.104,106,9.294895686629955,0.6875210941306937,3.436711206923442,9.93371808538978
106,1.766667,-0.331,9.179,3.561,-1.983,-1.119,4.317,-5.0,78.8,23.6,-0.142,21.987,12.154,7.392,93.966,139.215,0.044,0.556,0.824,0.103,107,9.247279803934715,0.7376255350168954,3.314822438356574,9.851107704212763
107,1.783333,-0.201,9.138,3.538,-3.139,-0.731,3.234,-6.5,78.6,23.4,0.0,19.288,13.414,7.482,93.938,139.253,0.044,0.556,0.824,0.103,108,9.194783984902188,0.8618634083401832,3.2823814428476297,9.801065707360603
108,1.8,-0.175,9.16,3.482,-6.08,-0.823,1.815,-5.6,79.3,23.9,-0.939,18.665,11.742,7.53,93.868,139.328,0.045,0.555,0.824,0.103,109,9.178026065887204,0.8838903192168647,3.3231196844967448,9.801048362292677
109,1.816667,-0.357,9.023,3.476,-6.782,1.146,1.04,-6.1,79.3,24.3,0.0,18.643,12.923,7.529,93.758,139.425,0.045,0.555,0.825,0.103,110,9.090276801792067,0.6663639898293172,3.2476731208450955,9.6759781934438
110,1.833333,-0.519,9.058,3.474,-4.248,1.99,1.535,-5.4,79.3,24.2,0.0,17.7,12.518,7.478,93.696,139.502,0.044,0.554,0.825,0.103,111,9.131017740509735,0.49682351867012875,3.280713704941763,9.715214922995784
111,1.85,-0.406,9.168,3.591,-4.309,2.839,2.605,-5.4,79.6,24.4,0.953,19.617,13.869,7.434,93.655,139.571,0.044,0.554,0.825,0.102,112,9.287797318482706,0.6063095761337635,3.2375223039654757,9.8545594016171
