,time_s,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,x_deg,y_deg,z_deg,qx,qy,qz,qr,glb_ax,glb_ay,glb_az,glb_res,ID
258,4.3,-3.642,8.278,3.358,-3.874,-0.601,-2.229,68.6,-5.3,-29.9,-1.689,11.481,11.086,27.853,70.545,76.626,0.209,0.529,0.574,0.589,-4.383720325721872,6.421245776637941,5.711060390318275,9.647051984933015,259
259,4.316667,-3.69,8.322,3.4,-3.637,0.243,-1.977,68.1,-5.3,-28.9,-1.913,9.957,12.438,27.853,70.551,76.629,0.209,0.529,0.574,0.589,-4.393791472250371,6.463432151810972,5.77498271143006,9.71760176175171,260
260,4.333333,-3.677,8.274,3.465,-4.267,0.354,-1.671,66.7,-6.6,-29.6,-2.388,10.208,12.276,27.862,70.545,76.614,0.209,0.529,0.574,0.589,-4.311503298358353,6.484064442250052,5.7752469745452055,9.694618610342543,261
261,4.35,-3.742,8.351,3.517,-3.99,-0.226,-1.868,68.0,-5.8,-29.6,-1.435,11.123,10.501,27.868,70.538,76.608,0.209,0.529,0.574,0.589,-4.339842073254806,6.548454159785402,5.86468864445477,9.803624533814014,262
262,4.366667,-3.756,8.412,3.451,-3.55,-0.239,-1.754,69.1,-6.3,-30.1,-0.731,10.75,12.966,27.869,70.531,76.606,0.209,0.529,0.574,0.589,-4.429705501314914,6.535711072917673,5.868634504121186,9.837615615584907,263
263,4.383333,-3.75,8.302,3.405,-3.545,-0.135,-1.428,68.9,-6.0,-30.6,-3.489,9.937,11.079,27.871,70.535,76.597,0.209,0.529,0.574,0.589,-4.374291250403163,6.436865471624652,5.831986621799871,9.72521100028169,264
264,4.4,-3.791,8.299,3.483,-2.644,0.457,-1.37,68.2,-5.8,-29.4,-2.301,11.196,11.184,27.876,70.546,76.603,0.209,0.529,0.574,0.589,-4.3243613972561405,6.4774262428301155,5.892301653396291,9.766082684474876,265
265,4.416667,-3.777,8.326,3.53,-3.013,0.488,-1.074,68.1,-5.8,-29.9,-3.276,10.451,12.016,27.876,70.537,76.593,0.209,0.529,0.574,0.589,-4.312361375475051,6.531939673584778,5.897983423845824,9.800454326203454,266
266,4.433333,-3.857,8.286,3.568,-3.217,0.446,-1.722,67.8,-6.1,-29.4,-3.615,10.625,11.315,27.871,70.538,76.589,0.209,0.529,0.574,0.589,-4.263835269444715,6.507435673401863,5.97811498313441,9.81146620031889,267
267,4.45,-3.896,8.343,3.582,-2.093,-0.152,-0.629,68.1,-4.9,-28.5,-1.29,10.67,12.18,27.869,70.537,76.58,0.209,0.529,0.574,0.589,-4.300243758642389,6.541202243832678,6.027915545322073,9.880039929069111,268
268,4.466667,-3.757,8.344,3.35,-2.907,-0.51,-0.569,69.7,-4.6,-29.3,-2.562,9.089,9.148,27.889,70.539,76.556,0.209,0.529,0.574,0.589,-4.435106252989243,6.427322920100431,5.8291712623191465,9.74473627144419,269
269,4.483333,-3.74,8.373,3.46,-3.487,-0.586,-0.279,68.5,-5.9,-30.0,-3.102,8.611,11.725,27.894,70.536,76.545,0.209,0.529,0.574,0.589,-4.382504060991309,6.529289987043217,5.850500783735684,9.801343224272884,270
270,4.5,-3.761,8.258,3.511,-3.577,-0.744,-1.201,68.1,-5.2,-29.6,-2.192,8.626,8.364,27.898,70.528,76.532,0.209,0.529,0.574,0.59,-4.262152486295275,6.4857004848126065,5.868266473573648,9.72968683977033,271
271,4.516667,-3.808,8.307,3.332,-3.31,-0.808,-1.37,68.3,-5.0,-29.3,-3.894,11.036,11.892,27.891,70.534,76.546,0.209,0.529,0.574,0.589,-4.421450844796904,6.375094397496902,5.866709541987599,9.726733110351079,272
272,4.533333,-3.847,8.302,3.368,-3.296,-0.898,-1.437,67.8,-5.7,-29.2,-2.178,11.532,9.516,27.891,70.535,76.537,0.209,0.529,0.574,0.59,-4.396304771836226,6.385330509978368,5.913213646695796,9.750181382928215,273
273,4.55,-3.735,8.309,3.403,-3.423,-0.526,-1.459,67.3,-6.0,-30.0,-1.844,10.115,12.504,27.897,70.539,76.522,0.209,0.529,0.574,0.59,-4.367582354701237,6.452545649617015,5.81884816905467,9.724716705385301,274
274,4.566667,-3.787,8.332,3.506,-4.138,-0.323,-1.735,68.4,-4.8,-31.1,-2.218,11.003,11.285,27.89,70.543,76.527,0.209,0.529,0.574,0.59,-4.323611534900094,6.522118050680334,5.901185340952157,9.800797365520829,275
275,4.583333,-3.649,8.322,3.429,-4.21,-0.671,-1.098,67.8,-6.0,-29.5,-2.414,9.65,11.69,27.859,70.557,76.574,0.209,0.529,0.574,0.589,-4.364646366322735,6.5022657478802826,5.744504177114732,9.712307964639507,276
276,4.6,-3.767,8.376,3.503,-3.935,-0.599,-2.039,68.0,-5.8,-29.1,0.178,10.335,11.003,27.851,70.546,76.571,0.209,0.529,0.574,0.589,-4.367766823112651,6.5488858721345835,5.886712224380641,9.829479843816763,277
277,4.616667,-3.807,8.275,3.488,-3.016,-0.655,-1.898,68.3,-4.5,-30.5,-3.15,10.553,10.863,27.869,70.534,76.554,0.209,0.529,0.574,0.589,-4.2999092758134,6.46258282720736,5.905998765768446,9.75371816283411,278
278,4.633333,-3.835,8.348,3.382,-3.086,-0.547,-1.526,67.9,-6.2,-29.1,-2.55,10.524,11.957,27.853,70.555,76.575,0.209,0.529,0.574,0.589,-4.430175816492968,6.424844960822842,5.910089886317315,9.789497075948285,279
279,4.65,-3.869,8.451,3.486,-3.46,-0.833,-0.888,67.7,-6.9,-29.0,-1.762,10.373,11.481,27.849,70.563,76.57,0.209,0.529,0.574,0.589,-4.4432555271593905,6.553113411923018,5.987899709484301,9.926769766646146,280
280,4.666667,-3.842,8.357,3.461,-3.455,-0.809,-1.087,68.5,-5.8,-29.5,-1.578,10.432,11.573,27.867,70.55,76.53,0.209,0.529,0.574,0.59,-4.379406088952984,6.487612614362801,5.942273880763336,9.827458165772061,281
281,4.683333,-3.675,8.357,3.468,-3.349,-0.69,-1.23,69.0,-5.1,-30.1,-2.68,9.089,12.093,27.887,70.539,76.505,0.209,0.529,0.574,0.59,-4.356504436667428,6.548703122209955,5.78856238719551,9.76586391467749,282
282,4.7,-3.606,8.459,3.523,-2.586,-0.328,-1.198,68.9,-4.9,-29.1,-1.809,11.71,10.254,27.89,70.543,76.522,0.209,0.529,0.574,0.59,-4.39405676543747,6.673683752344807,5.755315483603146,9.847306535291768,283
283,4.716667,-3.777,8.482,3.575,-2.386,-0.366,-0.744,67.8,-5.6,-29.9,-1.798,11.118,11.234,27.891,70.538,76.527,0.209,0.529,0.574,0.59,-4.391541483330585,6.668545360551021,5.935953518556229,9.94940591191253,284
284,4.733333,-3.702,8.448,3.582,-3.804,-0.423,-1.086,67.9,-5.2,-29.8,-0.321,11.745,12.595,27.899,70.528,76.529,0.209,0.529,0.574,0.59,-4.354773583001503,6.675534065872408,5.863226413517497,9.894656739877336,285
285,4.75,-3.843,8.31,3.441,-3.737,-0.389,-1.701,68.4,-4.9,-30.3,-3.067,10.622,11.763,27.885,70.534,76.535,0.209,0.529,0.574,0.59,-4.355312789406445,6.442584550359055,5.932080985447472,9.780860391601548,286
286,4.766667,-3.858,8.359,3.385,-4.112,-0.319,-1.079,68.1,-6.0,-29.9,-2.449,10.378,11.302,27.862,70.542,76.552,0.209,0.529,0.574,0.589,-4.434823294492722,6.4275327198228105,5.935860129941734,9.8089382707814,287
287,4.783333,-3.749,8.258,3.441,-3.53,-0.409,-1.168,69.3,-4.8,-29.1,-2.709,8.615,13.39,27.856,70.549,76.548,0.209,0.529,0.574,0.589,-4.313794544940501,6.4387252655622795,5.833012907464848,9.700002371133731,288
288,4.8,-3.766,8.291,3.448,-3.301,-0.926,-1.582,68.6,-5.0,-29.6,-4.283,9.304,11.074,27.857,70.548,76.536,0.209,0.529,0.574,0.59,-4.334097796941185,6.459933765756052,5.856363464522536,9.737152612545415,289
289,4.816667,-3.769,8.367,3.457,-4.396,-0.771,-1.184,68.4,-5.9,-28.6,-2.745,9.983,11.544,27.85,70.553,76.539,0.209,0.529,0.574,0.589,-4.38724774340038,6.513308475850735,5.872969345777253,9.806268352436621,290
290,4.833333,-3.6,8.268,3.381,-4.383,-0.779,-0.892,67.8,-6.2,-29.1,-2.123,10.309,11.642,27.871,70.524,76.526,0.209,0.529,0.574,0.59,-4.344753473103014,6.451414366392605,5.6792037233279835,9.630731280645309,291
291,4.85,-3.785,8.262,3.433,-3.345,-0.353,0.086,69.5,-5.4,-29.0,-2.691,8.88,11.87,27.898,70.513,76.502,0.209,0.529,0.574,0.59,-4.314665578946028,6.4265203604558,5.8699109872727515,9.714543633130688,292
292,4.866667,-3.843,8.3,3.339,-3.112,-0.478,-0.298,69.0,-5.5,-29.8,-3.863,11.337,11.923,27.905,70.507,76.477,0.209,0.529,0.573,0.59,-4.405372162800617,6.367729760860229,5.903582285348138,9.736917890174487,293
293,4.883333,-3.754,8.289,3.397,-2.38,-0.61,-0.546,68.2,-6.2,-29.5,-1.408,10.497,9.73,27.906,70.516,76.48,0.209,0.529,0.573,0.59,-4.352404130446589,6.430971539542748,5.834280533438774,9.712859826024463,294
294,4.9,-3.504,8.316,3.476,-2.592,-0.483,-0.518,68.7,-5.8,-29.4,-4.692,10.064,11.517,27.924,70.51,76.472,0.209,0.529,0.573,0.59,-4.2986826956257085,6.585718912230393,5.62726234428599,9.67039027133859,295
295,4.916667,-3.571,8.342,3.437,-2.748,0.015,-1.8,67.9,-5.7,-30.3,-0.976,10.083,11.49,27.941,70.5,76.471,0.209,0.529,0.573,0.59,-4.346655630392286,6.553403194766288,5.684493416093124,9.70329706852264,296
296,4.933333,-3.911,8.38,3.394,-1.715,-0.184,-1.104,67.8,-5.3,-29.1,-4.782,9.568,11.479,27.945,70.507,76.469,0.21,0.529,0.573,0.59,-4.4289289931874105,6.438254164032868,5.997751936569017,9.850865799512244,297
297,4.95,-3.705,8.361,3.295,-2.136,0.148,-1.939,68.3,-5.8,-29.9,-2.879,10.549,11.439,27.951,70.525,76.458,0.21,0.529,0.573,0.59,-4.46039814419189,6.4267110113817925,5.769974434213168,9.720615772676133,298
298,4.966667,-3.783,8.427,3.453,-2.197,-0.451,-1.806,69.0,-5.1,-29.8,-1.435,11.003,9.124,27.959,70.552,76.442,0.21,0.529,0.573,0.59,-4.4099164378197075,6.558471015196942,5.898111727855714,9.861471847548923,299
299,4.983333,-3.754,8.367,3.514,-3.173,0.018,-2.375,68.3,-5.7,-29.9,-1.513,10.072,12.307,27.955,70.553,76.446,0.21,0.529,0.573,0.59,-4.323638640814118,6.571878435370753,5.8791124954679965,9.820763768668913,300
300,5.0,-3.723,8.288,3.499,-3.41,-0.097,-2.718,68.6,-5.6,-29.5,-3.99,8.237,9.672,27.946,70.555,76.436,0.21,0.529,0.573,0.59,-4.271405821914306,6.521493953743544,5.832656591622978,9.736255645780878,301
301,5.016667,-3.862,8.287,3.388,-3.267,-0.333,-2.151,68.7,-5.0,-29.7,-1.913,11.262,12.179,27.944,70.552,76.43,0.21,0.529,0.573,0.59,-4.353437302314237,6.398217097490692,5.931134683026237,9.750279842137866,302
302,5.033333,-3.78,8.29,3.402,-3.356,-0.31,-1.007,68.8,-4.7,-30.4,-1.913,11.003,12.438,27.932,70.558,76.434,0.209,0.529,0.573,0.59,-4.342156442260768,6.435996248375526,5.857451128420063,9.725538751143816,303
303,5.05,-3.779,8.301,3.459,-3.598,-0.206,-1.256,67.5,-5.3,-30.1,-3.704,10.169,12.901,27.914,70.565,76.444,0.209,0.529,0.573,0.59,-4.316772454005964,6.482033316793206,5.873741793807268,9.754594968526373,304
304,5.066667,-3.768,8.318,3.52,-4.435,-0.802,-2.524,68.6,-5.8,-30.0,-1.647,9.779,13.183,27.884,70.564,76.465,0.209,0.529,0.573,0.59,-4.295727561032288,6.5355776888612525,5.883051673599901,9.786590213143697,305
305,5.083333,-3.648,8.421,3.537,-4.555,1.178,-2.653,69.3,-6.0,-30.0,-2.072,8.928,12.12,27.866,70.562,76.479,0.209,0.529,0.573,0.59,-4.357448627800574,6.6493772664387025,5.790504073450519,9.83521804537144,306
306,5.1,-3.737,8.336,3.383,-4.898,0.511,-2.457,69.0,-5.6,-30.1,-2.341,10.612,11.746,27.829,70.561,76.482,0.209,0.529,0.573,0.59,-4.405582461715536,6.455871184728939,5.814750589596345,9.741599150036917,307
307,5.116667,-3.839,8.287,3.368,-4.107,-0.377,-2.256,69.5,-6.3,-29.3,-1.442,10.427,11.488,27.8,70.563,76.467,0.208,0.529,0.573,0.59,-4.388452538586157,6.380724716199686,5.897758083598813,9.734254671005889,308
308,5.133333,-3.783,8.245,3.342,-3.205,-0.36,-1.882,68.7,-5.7,-30.2,-4.093,8.823,11.481,27.806,70.567,76.448,0.208,0.529,0.573,0.59,-4.36613019022091,6.356168828120834,5.830617719458765,9.667475265031714,309
309,5.15,-3.717,8.392,3.546,-4.058,-0.259,-1.821,68.7,-5.0,-29.7,-1.32,10.161,11.577,27.806,70.567,76.443,0.208,0.529,0.573,0.59,-4.339273878913317,6.614356909515983,5.851226698506794,9.839505526193882,310
310,5.166667,-3.73,8.259,3.598,-4.105,0.083,-2.655,68.3,-4.3,-29.0,-3.579,8.965,10.31,27.786,70.557,76.447,0.208,0.529,0.573,0.59,-4.209407806416907,6.5596655956062175,5.858434790376737,9.750363326563784,311
311,5.183333,-3.718,8.305,3.45,-4.346,0.386,-3.05,68.4,-5.4,-30.1,-3.694,9.833,12.599,27.749,70.556,76.439,0.208,0.529,0.573,0.59,-4.343584722735174,6.487038544551544,5.8095311065458795,9.731343637956682,312
312,5.2,-3.839,8.263,3.344,-3.805,-0.357,-2.475,69.1,-6.2,-30.7,-2.284,8.274,10.612,27.707,70.563,76.437,0.208,0.529,0.573,0.59,-4.3953313759212485,6.3449727918690435,5.8838599886710234,9.70553584301248,313
313,5.216667,-3.797,8.249,3.321,-2.878,-0.496,-2.01,68.8,-6.5,-31.5,-3.321,11.508,12.082,27.693,70.578,76.436,0.208,0.529,0.573,0.59,-4.39779476809556,6.334186207191978,5.833501287419953,9.669139103353515,314
314,5.233333,-3.855,8.402,3.454,-2.563,-0.76,-1.683,68.0,-6.1,-30.6,-2.551,9.248,12.917,27.667,70.599,76.457,0.207,0.529,0.573,0.59,-4.437682391684388,6.504674509180223,5.948187078442922,9.868370939521883,315
315,5.25,-3.781,8.447,3.461,-3.414,-0.43,-1.834,69.5,-6.3,-29.5,-0.62,10.834,12.696,27.654,70.612,76.484,0.207,0.529,0.573,0.59,-4.466142963037663,6.560332899459109,5.885736171625739,9.88060175292983,316
316,5.266667,-3.706,8.442,3.54,-3.309,-0.033,-1.953,67.8,-6.2,-29.8,-2.516,10.151,11.763,27.671,70.603,76.474,0.207,0.529,0.573,0.59,-4.402090667487114,6.637961848696555,5.83887491306946,9.875899958991079,317
317,5.283333,-3.697,8.414,3.357,-3.415,0.728,-1.772,68.9,-6.8,-29.4,-3.614,9.939,12.358,27.683,70.594,76.47,0.208,0.529,0.573,0.59,-4.496617054746965,6.494615910620006,5.773478434746269,9.784306516049057,318
318,5.3,-3.679,8.345,3.309,-2.746,1.27,-1.387,68.2,-5.0,-29.8,-3.171,11.091,10.808,27.697,70.611,76.46,0.208,0.529,0.573,0.59,-4.470493584142758,6.4263346470012,5.73065939651716,9.70172907269627,319
319,5.316667,-3.764,8.262,3.372,-2.368,1.448,-1.415,68.7,-5.5,-30.3,-2.056,9.7,10.932,27.706,70.642,76.431,0.208,0.53,0.573,0.59,-4.3681699530360705,6.396463527135083,5.814040729769914,9.684974135226176,320
320,5.333333,-3.823,8.253,3.507,-3.075,0.68,-1.751,68.4,-6.1,-29.4,-2.286,11.748,11.109,27.69,70.654,76.445,0.208,0.53,0.573,0.59,-4.281993097786712,6.4657939393612995,5.906304330478211,9.748147875365865,321
321,5.35,-3.792,8.407,3.535,-3.464,0.968,-2.083,68.3,-6.2,-28.3,-2.941,8.832,12.438,27.668,70.664,76.438,0.207,0.53,0.573,0.59,-4.380265531204649,6.593197461958152,5.907297106441239,9.876899209772265,322
322,5.366667,-3.991,8.291,3.381,-3.671,0.254,-2.909,68.3,-6.2,-27.9,-2.852,10.506,11.888,27.65,70.666,76.398,0.207,0.53,0.573,0.59,-4.4054691359660865,6.349426390816731,6.031297472323036,9.803056819176353,323
323,5.383333,-3.856,8.275,3.41,-3.028,-0.744,-2.38,68.2,-7.0,-30.5,-4.305,10.046,12.677,27.667,70.653,76.346,0.207,0.53,0.573,0.59,-4.356194682313456,6.406857105464379,5.911701186625095,9.745381521520848,324
324,5.4,-3.858,8.293,3.332,-2.698,-0.85,-2.353,68.9,-6.6,-29.8,-3.101,9.55,12.65,27.666,70.664,76.332,0.207,0.53,0.572,0.59,-4.4188773319443335,6.364965253068548,5.8924508867243475,9.73448699213266,325
325,5.416667,-3.797,8.339,3.483,-3.21,-0.581,-2.726,68.2,-5.4,-29.9,-3.827,9.603,10.967,27.675,70.66,76.31,0.208,0.53,0.572,0.59,-4.347313915369841,6.521695330553706,5.8869152139865015,9.802419038176241,326
326,5.433333,-3.663,8.279,3.46,-3.654,-0.194,-2.344,68.2,-5.4,-31.0,-2.87,7.813,10.046,27.68,70.657,76.326,0.208,0.53,0.572,0.59,-4.3075274649580395,6.509363766617189,5.744945647478611,9.691801174188418,327
327,5.45,-3.708,8.341,3.467,-4.167,0.825,-2.537,69.1,-6.3,-28.9,-3.42,10.462,11.817,27.646,70.669,76.364,0.207,0.53,0.573,0.59,-4.362249303475228,6.535298614370715,5.796747970658556,9.764304071463567,328
328,5.466667,-3.834,8.43,3.365,-3.415,0.624,-2.217,67.7,-6.0,-30.1,-3.916,9.674,11.658,27.642,70.675,76.33,0.207,0.53,0.572,0.59,-4.502175039416191,6.482530432850147,5.898720208793556,9.853308124685839,329
329,5.483333,-4.063,8.415,3.398,-2.991,0.171,-1.433,67.5,-6.1,-30.1,-2.02,10.817,11.853,27.626,70.698,76.324,0.207,0.53,0.572,0.59,-4.488317689067481,6.4243686605401775,6.119566131309728,9.943168408510436,330
330,5.5,-3.921,8.453,3.4,-3.519,-0.508,-1.741,69.5,-5.6,-31.3,-0.603,10.878,12.615,27.611,70.714,76.32,0.207,0.53,0.572,0.59,-4.505964534462444,6.496449374159777,5.989981564507998,9.91904481288395,331
331,5.516667,-3.86,8.38,3.575,-3.529,-0.403,-1.772,67.5,-5.7,-29.1,-3.207,10.382,11.171,27.59,70.72,76.344,0.207,0.53,0.572,0.59,-4.338075237383366,6.590195064888518,5.971185580897675,9.89467659906073,332
332,5.533333,-3.603,8.359,3.468,-3.555,0.206,-1.893,68.0,-5.9,-30.2,-3.508,9.568,11.641,27.594,70.718,76.355,0.207,0.53,0.573,0.59,-4.372160867469502,6.583279674174663,5.69439655104622,9.74071424485905,333
333,5.55,-3.739,8.375,3.351,-3.581,0.068,-1.207,67.6,-5.5,-29.9,-2.569,10.169,11.863,27.601,70.719,76.357,0.207,0.53,0.573,0.59,-4.469868269903264,6.467855739895168,5.791119648014288,9.76472974536418,334
334,5.566667,-3.987,8.251,3.299,-3.596,-0.358,-1.156,67.2,-5.4,-31.0,-4.076,10.436,10.719,27.585,70.738,76.366,0.207,0.53,0.573,0.59,-4.431566392023804,6.27326802767038,5.988814454138123,9.739536487944383,335
335,5.583333,-4.013,8.251,3.332,-3.326,-1.222,-0.458,67.3,-5.5,-30.9,-2.046,9.567,12.438,27.561,70.762,76.369,0.207,0.531,0.573,0.59,-4.415258914625509,6.288834577048359,6.020086575734682,9.761423769102537,336
336,5.6,-3.915,8.381,3.438,-3.541,-1.281,-0.396,68.6,-5.9,-30.0,-3.456,9.815,11.926,27.54,70.78,76.399,0.206,0.531,0.573,0.59,-4.44358474810691,6.4753660444817855,5.975986878864775,9.868547512172194,337
337,5.616667,-3.853,8.456,3.621,-3.816,-0.671,-1.106,68.1,-5.5,-29.9,-3.367,10.658,10.524,27.539,70.771,76.4,0.206,0.531,0.573,0.59,-4.3779309216045945,6.67064014562442,5.983098435864329,9.97302291183571,338
338,5.633333,-3.617,8.483,3.506,-3.598,0.326,-0.564,67.7,-6.9,-29.0,-0.318,9.886,11.269,27.543,70.764,76.411,0.206,0.531,0.573,0.59,-4.455350546745713,6.680920097621197,5.731594207095776,9.865901580697022,339
339,5.65,-3.733,8.314,3.418,-3.186,0.758,-0.617,69.4,-7.2,-29.9,-2.967,9.672,11.87,27.565,70.758,76.399,0.207,0.53,0.573,0.59,-4.388603756593171,6.476548800609514,5.790948255764317,9.733478771744458,340
340,5.666667,-3.773,8.217,3.33,-3.417,-0.007,-0.997,68.7,-5.4,-29.7,-2.745,10.046,12.048,27.586,70.753,76.368,0.207,0.53,0.573,0.59,-4.368805810041261,6.343535492269506,5.789353267202374,9.635534131536248,341
341,5.683333,-3.843,8.286,3.358,-4.429,-0.052,-1.368,68.7,-4.8,-29.7,-4.305,11.004,10.524,27.591,70.756,76.36,0.207,0.53,0.573,0.59,-4.406790155032474,6.385792301930044,5.874050238644527,9.73152655034142,342
342,5.7,-3.784,8.291,3.387,-4.318,0.029,-1.716,69.3,-6.0,-28.8,-1.913,11.269,10.947,27.584,70.76,76.362,0.207,0.531,0.573,0.59,-4.388318027632869,6.428064963073761,5.826984787937576,9.722710835975738,343
343,5.716667,-3.854,8.307,3.434,-3.854,-0.016,-1.577,69.7,-6.0,-30.3,-2.099,9.629,12.191,27.596,70.748,76.339,0.207,0.53,0.572,0.59,-4.371496970179841,6.450201835884148,5.91073866078219,9.780180008568351,344
344,5.733333,-3.85,8.256,3.32,-3.904,-0.536,-2.076,68.0,-5.9,-29.8,-2.712,10.419,13.025,27.596,70.752,76.323,0.207,0.531,0.572,0.59,-4.40450808687747,6.340553532702444,5.865502997319627,9.695691620508565,345
345,5.75,-3.81,8.237,3.386,-3.728,-0.045,-1.743,68.4,-5.2,-29.2,-2.392,9.611,12.174,27.589,70.761,76.328,0.207,0.531,0.572,0.59,-4.345536191687271,6.3878048794547215,5.8430753057572815,9.686550727684235,346
346,5.766667,-3.615,8.228,3.396,-3.984,-0.166,-1.643,69.4,-6.2,-30.8,-2.462,10.081,13.219,27.596,70.755,76.318,0.207,0.531,0.572,0.59,-4.315098907239511,6.4521867595277325,5.66129247088643,9.607342244346247,347
347,5.783333,-3.642,8.263,3.347,-4.7,0.516,-2.408,68.3,-6.2,-30.8,-2.418,7.785,10.577,27.572,70.754,76.321,0.207,0.531,0.572,0.59,-4.3791380599451095,6.429411836711284,5.67710800371959,9.630355237476966,348
348,5.8,-3.861,8.22,3.362,-3.624,0.425,-2.329,68.0,-5.2,-29.8,-2.888,9.567,10.933,27.538,70.771,76.326,0.206,0.531,0.572,0.59,-4.358714269769554,6.3417015309178595,5.879047253361836,9.683943669807256,349
349,5.816667,-4.028,8.276,3.336,-2.71,-0.793,-2.055,68.8,-5.5,-28.4,-3.785,11.019,11.019,27.524,70.785,76.324,0.206,0.531,0.572,0.59,-4.432369112234605,6.306122625442828,6.035957048040242,9.790089682939579,350
350,5.833333,-3.901,8.436,3.4,-2.621,-0.05,-1.866,68.3,-5.7,-30.4,-0.957,11.48,10.048,27.54,70.786,76.28,0.207,0.531,0.572,0.59,-4.495180839440355,6.497817852758994,5.959497409437711,9.896660901536436,351
351,5.85,-3.925,8.521,3.452,-3.554,0.394,-2.125,68.7,-6.2,-29.8,-3.818,9.136,12.382,27.535,70.788,76.28,0.206,0.531,0.572,0.59,-4.52844653610271,6.580539839464897,6.009911595928404,9.996467876205076,352
352,5.866667,-3.732,8.343,3.456,-4.107,0.984,-2.477,68.5,-5.4,-30.8,-2.392,10.579,9.567,27.509,70.786,76.282,0.206,0.531,0.572,0.59,-4.379804846066075,6.530109123212474,5.801068293798422,9.771254218369307,353
353,5.883333,-3.754,8.321,3.457,-3.966,1.042,-3.193,68.4,-6.0,-29.2,-5.235,8.132,11.851,27.45,70.813,76.315,0.206,0.531,0.572,0.59,-4.375535615498472,6.506193715438691,5.814338949071553,9.761270716459,354
354,5.9,-3.846,8.275,3.244,-3.869,0.671,-3.22,68.9,-5.2,-30.9,-1.77,10.967,11.815,27.415,70.831,76.289,0.206,0.531,0.572,0.59,-4.4868785354720995,6.298982579972544,5.829375306593512,9.68456901467484,355
355,5.916667,-3.874,8.227,3.37,-3.426,0.186,-3.048,68.7,-4.7,-30.6,-3.558,10.569,11.825,27.373,70.855,76.284,0.205,0.531,0.572,0.59,-4.3758408685816965,6.3486401796072105,5.881759053440316,9.697850535041256,356
356,5.933333,-3.882,8.351,3.469,-3.737,0.046,-2.746,68.4,-5.6,-30.1,-2.392,9.25,9.197,27.337,70.875,76.3,0.205,0.531,0.572,0.59,-4.413119924062681,6.492869279661718,5.933810500265924,9.840888476148889,357
357,5.95,-3.996,8.33,3.492,-4.121,-0.153,-2.04,68.7,-5.9,-30.4,-1.27,10.108,11.959,27.304,70.889,76.32,0.205,0.532,0.572,0.59,-4.397693494558085,6.457344002636279,6.042679898814663,9.87678996435583,358
358,5.966667,-3.888,8.349,3.498,-3.916,0.688,-2.656,68.8,-5.4,-29.3,-3.277,9.974,12.509,27.275,70.895,76.313,0.205,0.532,0.572,0.59,-4.403049023061053,6.507208820970103,5.94371446662859,9.851819578128701,359
359,5.983333,-3.914,8.279,3.395,-4.138,0.847,-2.467,69.5,-5.6,-29.5,-2.392,10.765,12.595,27.247,70.902,76.311,0.204,0.532,0.572,0.59,-4.421587454611645,6.380928750600342,5.926261440485298,9.766640261625284,360
360,6.0,-3.771,8.32,3.43,-3.441,0.622,-1.599,69.5,-5.4,-28.7,-1.792,9.057,13.905,27.238,70.902,76.302,0.204,0.532,0.572,0.59,-4.419439477393756,6.477132556559818,5.807155030684688,9.757445413631583,361
361,6.016667,-3.82,8.316,3.39,-3.314,0.29,-1.152,69.5,-6.7,-29.8,-3.447,8.893,10.904,27.257,70.892,76.271,0.204,0.532,0.572,0.59,-4.440065620254557,6.433372889666826,5.842763605549472,9.75911655837761,362
362,6.033333,-3.807,8.263,3.502,-3.296,-0.159,-0.771,69.6,-5.7,-31.1,-2.02,10.046,12.387,27.271,70.88,76.258,0.205,0.532,0.572,0.59,-4.323442191829069,6.483938390421888,5.856689556663001,9.748559996225083,363
363,6.05,-3.863,8.29,3.361,-3.478,-0.144,-1.125,67.9,-6.3,-29.3,-2.13,10.278,11.843,27.263,70.883,76.275,0.204,0.532,0.572,0.59,-4.442144568914193,6.381957863713231,5.872065688891347,9.743879617482968,364
364,6.066667,-4.027,8.361,3.392,-3.643,-0.662,-1.044,68.5,-6.0,-29.9,-2.038,10.42,10.878,27.27,70.884,76.254,0.204,0.532,0.572,0.59,-4.485591721979123,6.398740070281762,6.04684268165486,9.880724366158589,365
365,6.083333,-3.898,8.324,3.41,-2.874,-0.807,-1.136,67.7,-5.1,-30.0,-2.951,10.657,11.429,27.273,70.887,76.247,0.205,0.532,0.572,0.59,-4.434534666018769,6.430164276623241,5.9244721006614665,9.8036462604482,366
366,6.1,-3.904,8.389,3.446,-2.731,-0.32,-0.793,68.4,-6.8,-29.9,-3.406,10.046,11.481,27.269,70.892,76.256,0.204,0.532,0.572,0.59,-4.462674996927267,6.494314232142044,5.949778779584793,9.87377602541196,367
367,6.116667,-3.85,8.288,3.454,-3.566,-0.061,-1.885,69.7,-7.7,-29.9,-2.392,10.194,13.461,27.275,70.887,76.254,0.205,0.532,0.572,0.59,-4.375564318056173,6.453377084481229,5.886588239723091,9.769521994447835,368
368,6.133333,-3.767,8.224,3.45,-3.96,-0.031,-1.771,68.4,-5.9,-30.3,-1.094,10.846,11.803,27.296,70.871,76.229,0.205,0.531,0.572,0.591,-4.3176860509404555,6.438155944963466,5.799543102162946,9.68126877015611,369
