,time_s,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,x_deg,y_deg,z_deg,qx,qy,qz,qr,glb_ax,glb_ay,glb_az,glb_res,ID
148,2.466667,-3.7,8.35,3.422,-3.611,-0.183,-2.297,68.3,-5.9,-29.1,-2.389,11.481,11.957,27.756,70.338,76.783,0.208,0.527,0.576,0.589,-4.437442258460685,6.454216309357227,5.811607525879094,9.753080744052108,149
149,2.483333,-3.745,8.29,3.53,-4.21,-0.72,-2.022,66.3,-5.3,-29.1,-1.966,10.834,9.257,27.761,70.331,76.768,0.208,0.527,0.575,0.59,-4.323456544621978,6.478586246479499,5.877556359040042,9.757562451760172,150
150,2.5,-3.822,8.297,3.407,-3.234,-0.987,-1.732,67.2,-5.0,-30.6,-2.694,11.229,12.212,27.76,70.329,76.754,0.208,0.527,0.575,0.59,-4.412575157679299,6.371919517642741,5.914673629078364,9.749643172957667,151
151,2.516667,-3.828,8.386,3.457,-2.578,-0.582,-1.259,66.8,-5.9,-29.1,-3.533,9.383,11.15,27.734,70.352,76.787,0.208,0.527,0.576,0.589,-4.45535906864087,6.459279016459217,5.946168443376725,9.845274450212141,152
152,2.533333,-3.962,8.537,3.444,-2.752,-0.373,-1.519,67.9,-5.0,-29.4,-2.581,9.857,11.383,27.734,70.358,76.774,0.208,0.527,0.575,0.589,-4.587390974449547,6.5028870547323425,6.09157229300723,10.02192341818675,153
153,2.55,-3.84,8.354,3.572,-2.934,-0.654,-1.473,67.2,-4.7,-28.7,-1.671,10.524,11.202,27.736,70.359,76.767,0.208,0.527,0.575,0.589,-4.35517621304564,6.518675083931431,5.986101845395966,9.863777166988314,154
154,2.566667,-3.748,8.309,3.376,-3.252,-0.9,-0.645,67.3,-5.6,-29.9,-4.513,8.756,11.689,27.733,70.363,76.767,0.208,0.527,0.575,0.589,-4.440359054551311,6.382493333087812,5.833639628889824,9.720306630965917,155
155,2.583333,-3.629,8.2,3.469,-2.559,-1.064,-1.372,68.0,-5.9,-30.6,-1.867,10.571,10.787,27.744,70.36,76.77,0.208,0.527,0.575,0.589,-4.287231771087338,6.418570459444718,5.732817718899052,9.614759591378247,156
156,2.6,-3.606,8.393,3.436,-2.281,-1.365,-1.06,68.3,-6.4,-30.8,-1.721,10.493,11.959,27.768,70.366,76.779,0.208,0.527,0.576,0.589,-4.451152931278843,6.525756520691699,5.731799055708211,9.759701890939088,157
157,2.616667,-3.634,8.26,3.342,-2.695,-0.738,-1.031,67.1,-4.5,-29.9,-2.825,10.338,10.786,27.782,70.378,76.79,0.208,0.527,0.576,0.589,-4.411664978274803,6.367846728052036,5.708787977101666,9.623020315888352,158
158,2.633333,-3.685,8.498,3.368,-2.941,-0.697,-0.342,69.1,-4.8,-30.2,-2.154,11.001,10.764,27.781,70.391,76.811,0.208,0.528,0.576,0.589,-4.582173124058587,6.518878018073993,5.800566510835544,9.855894327761431,159
159,2.65,-3.822,8.398,3.489,-3.085,-1.323,-0.312,68.8,-4.2,-29.8,-2.128,10.772,12.24,27.786,70.393,76.827,0.208,0.528,0.576,0.589,-4.43968568118529,6.495783449790366,5.949890538968584,9.86444164664174,160
160,2.666667,-3.786,8.36,3.444,-2.323,-1.397,0.061,68.4,-4.5,-28.9,-1.691,10.269,11.959,27.796,70.401,76.839,0.208,0.528,0.576,0.589,-4.436740814949245,6.452424234550031,5.89627716770124,9.802271777501376,161
161,2.683333,-3.656,8.4,3.435,-2.832,-1.261,-0.117,67.3,-4.8,-28.8,-3.134,11.196,13.131,27.84,70.393,76.828,0.209,0.528,0.576,0.589,-4.455830625533576,6.516662681557414,5.779640294287699,9.783944041131878,162
162,2.7,-3.661,8.393,3.451,-3.22,-1.004,-0.375,66.7,-5.1,-30.2,-2.52,8.961,13.33,27.876,70.383,76.822,0.209,0.527,0.576,0.589,-4.4350730634710525,6.523723689258408,5.79015778264135,9.785436679065478,163
163,2.716667,-3.618,8.406,3.428,-3.698,-0.316,-0.854,67.8,-4.9,-30.7,-3.229,8.81,11.162,27.871,70.398,76.848,0.209,0.528,0.576,0.589,-4.459823155252469,6.528892419242973,5.743299156567205,9.77250960603263,164
164,2.733333,-3.777,8.284,3.45,-4.195,-0.335,-1.451,67.6,-4.7,-29.8,-2.679,9.663,11.482,27.854,70.415,76.875,0.209,0.528,0.576,0.588,-4.369971541930708,6.414145103778825,5.878348093672734,9.736163772246233,165
165,2.75,-3.835,8.356,3.339,-3.478,-0.171,-1.123,68.7,-4.7,-30.4,-2.209,8.866,10.963,27.838,70.434,76.892,0.209,0.528,0.576,0.588,-4.50434257424038,6.361775797366331,5.909110650337286,9.78155826031824,166
166,2.766667,-3.759,8.338,3.38,-2.639,-0.549,-0.375,68.6,-5.6,-29.2,-4.002,8.914,11.178,27.828,70.45,76.899,0.208,0.528,0.576,0.588,-4.460268241185619,6.4045596032031815,5.845027673646108,9.750729459891705,167
167,2.783333,-3.78,8.395,3.48,-3.154,-0.53,-0.613,68.3,-5.9,-30.7,-1.244,10.381,13.059,27.838,70.454,76.887,0.209,0.528,0.576,0.588,-4.438055271057515,6.50613303256635,5.903280729694937,9.842500952501858,168
168,2.8,-3.768,8.36,3.458,-3.825,-0.27,-1.356,67.9,-5.0,-30.2,-1.754,9.567,10.365,27.847,70.451,76.88,0.209,0.528,0.576,0.588,-4.422680949852049,6.473322108638991,5.880576680362344,9.800264690303012,169
169,2.816667,-3.638,8.257,3.406,-4.033,0.3,-0.987,67.9,-4.8,-29.9,-3.396,12.31,10.851,27.83,70.464,76.91,0.208,0.528,0.576,0.588,-4.373304227466963,6.41205830782751,5.724827280454827,9.644372918961606,170
170,2.833333,-3.744,8.236,3.412,-3.373,-0.288,-0.776,68.7,-4.8,-30.0,-2.057,10.046,11.099,27.828,70.475,76.923,0.208,0.528,0.576,0.588,-4.36294298066404,6.368534892810993,5.822153198475911,9.669073171716098,171
171,2.85,-3.733,8.255,3.348,-3.41,-0.234,-1.207,68.6,-4.1,-29.9,-3.491,8.953,11.753,27.822,70.486,76.926,0.208,0.528,0.576,0.588,-4.4186613189418065,6.3393219742163875,5.794639510418633,9.65864472894619,172
172,2.866667,-3.765,8.229,3.458,-3.858,-0.086,-1.045,68.7,-5.6,-29.7,-2.87,9.951,11.543,27.804,70.497,76.936,0.208,0.528,0.576,0.588,-4.3338680929113345,6.3894670259422215,5.851643228841118,9.687591547954526,173
173,2.883333,-3.701,8.377,3.444,-3.558,0.516,-0.803,66.8,-5.4,-28.7,-1.197,10.403,10.046,27.809,70.494,76.929,0.208,0.528,0.576,0.588,-4.449430313783131,6.4939417464502425,5.8106760774025705,9.784307129275941,174
174,2.9,-3.758,8.266,3.643,-3.598,0.182,-1.643,67.1,-4.5,-30.1,-1.466,10.27,11.593,27.821,70.481,76.905,0.208,0.528,0.576,0.588,-4.237047343855161,6.547483808920136,5.907508322284326,9.783699147050669,175
175,2.916667,-3.822,8.388,3.464,-3.572,-0.655,-0.579,67.9,-5.5,-28.8,-2.226,9.672,9.838,27.793,70.494,76.932,0.208,0.528,0.576,0.588,-4.456673498231019,6.474350000973058,5.931810633783368,9.847107392529036,176
176,2.933333,-3.8,8.345,3.378,-3.248,-0.323,-1.214,68.0,-4.4,-29.8,-3.731,12.053,13.298,27.805,70.488,76.912,0.208,0.528,0.576,0.588,-4.473751890213869,6.395459602849698,5.8799276775420815,9.771893828731459,177
177,2.95,-3.695,8.441,3.491,-3.402,-0.048,-1.352,68.1,-5.9,-29.6,-2.48,9.53,12.085,27.808,70.492,76.911,0.208,0.528,0.576,0.588,-4.465656435923339,6.5704615178478845,5.829025222005525,9.853455586747222,178
178,2.966667,-3.672,8.35,3.558,-3.674,0.419,-1.406,68.0,-4.8,-29.8,-1.99,10.206,11.956,27.815,70.484,76.912,0.208,0.528,0.576,0.588,-4.350795875461664,6.567650083108232,5.813948368872415,9.791090235515146,179
179,2.983333,-3.772,8.343,3.482,-4.434,-0.063,-1.383,68.0,-5.1,-30.0,-1.913,10.452,11.075,27.813,70.485,76.927,0.208,0.528,0.576,0.588,-4.403868585439751,6.4758474960191315,5.884496383759585,9.795813238317685,180
180,3.0,-3.823,8.292,3.421,-3.707,-0.287,-0.95,68.0,-4.3,-30.1,-2.87,9.659,11.131,27.811,70.484,76.921,0.208,0.528,0.576,0.588,-4.407715053985043,6.3843354659881,5.906618547070744,9.750683770895247,181
181,3.016667,-3.857,8.368,3.446,-3.784,-0.447,-0.834,67.7,-5.0,-29.3,-1.266,11.79,10.046,27.788,70.503,76.934,0.208,0.528,0.576,0.588,-4.456350183071513,6.438108116050082,5.9553753812743455,9.837417801435496,182
182,3.033333,-3.736,8.37,3.447,-2.845,-0.101,-0.46,68.1,-4.8,-29.2,-1.532,12.243,14.303,27.782,70.512,76.939,0.208,0.528,0.576,0.588,-4.4492989852280544,6.479522945052901,5.8408840036917,9.792670983955297,183
183,3.05,-3.709,8.393,3.545,-3.225,-0.331,-0.331,67.4,-5.2,-28.8,-2.432,10.484,10.208,27.796,70.511,76.935,0.208,0.528,0.576,0.588,-4.399419273122205,6.5731533743289425,5.848497223802791,9.83697895697658,184
184,3.066667,-3.506,8.297,3.539,-3.913,-0.061,-0.296,67.6,-6.0,-28.8,-2.739,12.34,11.133,27.822,70.492,76.932,0.208,0.528,0.576,0.588,-4.311215429898649,6.574632657638437,5.643083636994757,9.677642584844723,185
185,3.083333,-3.679,8.248,3.441,-3.969,0.474,-1.288,68.1,-5.2,-28.7,-3.753,9.543,11.885,27.844,70.476,76.909,0.209,0.528,0.576,0.588,-4.344709100903356,6.419903436001311,5.771773445046685,9.664627566543885,186
186,3.1,-3.826,8.261,3.51,-3.949,0.732,-1.821,69.1,-5.3,-29.7,-2.904,9.5,11.515,27.855,70.469,76.887,0.209,0.528,0.576,0.588,-4.317483203302759,6.4305872920526586,5.933749478069444,9.757176692055955,187
187,3.116667,-3.834,8.323,3.422,-3.739,0.36,-2.08,68.4,-4.4,-29.8,-3.774,11.038,12.925,27.856,70.472,76.881,0.209,0.528,0.576,0.588,-4.421083090089294,6.405752042217561,5.924722279073682,9.781716055989358,188
188,3.133333,-3.671,8.378,3.516,-3.804,0.162,-1.199,67.8,-4.5,-29.3,-0.962,11.0,11.958,27.85,70.474,76.884,0.209,0.528,0.576,0.588,-4.391165836318372,6.559335275081933,5.807078813570227,9.799458199308775,189
189,3.15,-3.717,8.371,3.546,-3.923,-0.61,-1.334,66.7,-5.9,-30.0,-2.413,9.11,13.852,27.841,70.474,76.898,0.209,0.528,0.576,0.588,-4.37287795027883,6.559477180327613,5.857904365276592,9.821600989655405,190
190,3.166667,-3.742,8.403,3.477,-3.919,-0.424,-1.07,67.9,-4.7,-29.8,-2.315,10.494,11.99,27.835,70.477,76.902,0.209,0.528,0.576,0.588,-4.4447888133849025,6.522365925050771,5.8655858312827585,9.833743031013165,191
191,3.183333,-3.746,8.287,3.472,-2.958,-0.026,-1.398,67.7,-4.9,-29.3,-5.044,8.253,12.389,27.827,70.479,76.912,0.208,0.528,0.576,0.588,-4.362161395269932,6.443492377583814,5.849326708402939,9.734560544780642,192
192,3.2,-3.664,8.291,3.42,-3.734,0.076,-1.089,68.2,-5.0,-29.2,-2.226,10.936,10.244,27.822,70.483,76.92,0.208,0.528,0.576,0.588,-4.393962344413672,6.435430269128453,5.756762038425768,9.688239107288796,193
193,3.216667,-3.699,8.316,3.474,-4.118,-0.278,-0.844,68.0,-5.3,-30.0,-1.519,11.128,11.875,27.829,70.483,76.91,0.208,0.528,0.576,0.588,-4.378811969563111,6.479113871558815,5.80983839487683,9.742029203405213,194
194,3.233333,-3.75,8.253,3.443,-3.798,-0.06,-1.096,69.0,-5.7,-29.0,-2.87,9.14,11.807,27.824,70.486,76.911,0.208,0.528,0.576,0.588,-4.355365798110123,6.400911306834504,5.838482782940337,9.696842682028,195
195,3.25,-3.812,8.409,3.6,-3.844,-0.552,-1.587,68.5,-5.5,-29.7,-3.469,10.345,11.541,27.831,70.477,76.892,0.209,0.528,0.576,0.588,-4.374908919955974,6.590695920753673,5.968712107502805,9.909723760024798,196
196,3.266667,-3.825,8.295,3.396,-3.482,-0.432,-1.596,67.7,-5.0,-30.4,-2.802,11.55,13.12,27.83,70.478,76.882,0.209,0.528,0.576,0.588,-4.4194065972825785,6.371551094617333,5.902766129246176,9.7452791648059,197
197,3.283333,-3.868,8.325,3.35,-2.734,-0.753,-1.442,68.8,-6.2,-30.3,-2.715,10.369,12.05,27.815,70.499,76.888,0.208,0.528,0.576,0.588,-4.477367880229613,6.344629678624278,5.931981128274782,9.771875408538525,198
198,3.3,-3.73,8.242,3.467,-2.929,-1.008,-1.21,68.9,-5.2,-29.8,-1.608,8.086,11.481,27.816,70.504,76.878,0.208,0.528,0.576,0.588,-4.327028685469607,6.421218060715311,5.823086327014796,9.688320442677357,199
199,3.316667,-3.581,8.437,3.465,-3.583,-1.01,-1.034,68.4,-6.2,-29.0,-3.444,9.663,11.576,27.832,70.498,76.876,0.209,0.528,0.576,0.588,-4.4631699894008285,6.591553721434797,5.713518021600254,9.798609850381839,200
200,3.333333,-3.635,8.228,3.411,-3.944,-0.887,-1.426,68.3,-5.7,-29.2,-2.62,10.794,12.396,27.851,70.48,76.865,0.209,0.528,0.576,0.588,-4.339486359840416,6.4046379083212965,5.718181651194092,9.620193864990457,201
201,3.35,-3.686,8.374,3.395,-4.017,-0.402,-1.064,67.9,-5.4,-30.3,-2.983,9.82,11.481,27.875,70.472,76.842,0.209,0.528,0.576,0.588,-4.459013480579796,6.47127860498855,5.785866313407622,9.75891884380642,202
202,3.366667,-3.696,8.402,3.35,-4.167,-1.041,-1.024,68.0,-5.1,-29.8,-2.983,11.481,11.837,27.874,70.485,76.851,0.209,0.528,0.576,0.588,-4.510942572191883,6.45445866706791,5.7851430773576205,9.771208727685638,203
203,3.383333,-3.721,8.505,3.519,-4.406,-0.948,-1.05,69.0,-4.8,-30.6,-2.347,9.134,13.133,27.875,70.483,76.858,0.209,0.528,0.576,0.588,-4.482920945172697,6.629700790129599,5.874922487376912,9.927951802864477,204
204,3.4,-3.805,8.358,3.56,-4.548,-0.789,-1.542,68.2,-5.2,-30.2,-3.488,10.444,13.115,27.862,70.473,76.874,0.209,0.528,0.576,0.588,-4.354953905561947,6.535597447055345,5.943747259976186,9.849253220422348,205
205,3.416667,-3.777,8.326,3.437,-4.416,-0.732,-1.426,67.8,-5.9,-29.2,-1.699,9.6,10.442,27.842,70.477,76.896,0.209,0.528,0.576,0.588,-4.412897107026265,6.435216191419007,5.874972824830586,9.767342217819543,206
206,3.433333,-3.736,8.421,3.438,-3.504,-0.575,-1.305,67.5,-6.0,-29.4,-1.926,9.712,11.154,27.841,70.481,76.888,0.209,0.528,0.576,0.588,-4.480620090957241,6.50999794278539,5.851047033261681,9.833147054732782,207
207,3.45,-3.696,8.444,3.325,-3.149,-1.158,-0.761,67.8,-5.6,-29.9,-3.182,10.711,11.813,27.858,70.477,76.862,0.209,0.528,0.576,0.588,-4.562656802095162,6.460562686440755,5.784502543941368,9.798835492036796,208
208,3.466667,-3.715,8.387,3.362,-3.203,-1.119,-0.824,68.2,-5.0,-30.4,-2.87,10.827,11.178,27.873,70.477,76.862,0.209,0.528,0.576,0.588,-4.494801287596839,6.4455666232267905,5.80495222121273,9.769648816615673,209
209,3.483333,-3.59,8.282,3.522,-3.871,-0.488,-0.676,69.0,-5.3,-29.9,-2.392,9.531,12.364,27.863,70.479,76.882,0.209,0.528,0.576,0.588,-4.305923275907803,6.5309676182313625,5.717481500766642,9.689381197991954,210
210,3.5,-3.7,8.279,3.374,-3.438,0.174,-1.689,67.6,-5.4,-30.4,-3.734,10.139,11.481,27.869,70.473,76.887,0.209,0.528,0.576,0.588,-4.407202511295463,6.388291834665818,5.7777167167985155,9.675521536330743,211
211,3.516667,-3.702,8.27,3.34,-3.147,-0.085,-1.574,68.6,-6.7,-30.0,-1.913,10.801,11.152,27.854,70.484,76.904,0.209,0.528,0.576,0.588,-4.426106103600393,6.356778986939105,5.766649778760697,9.656775031033911,212
212,3.533333,-3.781,8.227,3.369,-2.634,0.118,-1.351,69.0,-4.7,-29.3,-2.22,10.792,10.524,27.855,70.486,76.884,0.209,0.528,0.576,0.588,-4.378283048052859,6.326275959148429,5.842817902333907,9.660727250057317,213
213,3.55,-3.795,8.403,3.48,-2.817,0.089,-1.825,67.3,-6.5,-29.3,-2.87,9.607,12.139,27.862,70.481,76.867,0.209,0.528,0.576,0.588,-4.439002736004255,6.512111027461505,5.916967016619324,9.855091780394538,214
214,3.566667,-3.551,8.241,3.493,-3.411,0.058,-2.409,67.3,-5.1,-29.9,-4.327,10.002,12.253,27.881,70.465,76.849,0.209,0.528,0.576,0.588,-4.284515701244936,6.499641618657258,5.667655161952255,9.629368151649409,215
215,3.583333,-3.658,8.302,3.424,-3.571,-0.046,-2.409,68.9,-4.4,-28.9,-3.345,8.856,11.481,27.874,70.467,76.865,0.209,0.528,0.576,0.588,-4.386271666477681,6.453136206589816,5.757221375546949,9.69680070951239,216
216,3.6,-3.664,8.329,3.371,-2.56,0.359,-1.947,67.8,-4.5,-29.1,-3.622,9.294,11.453,27.879,70.468,76.86,0.209,0.528,0.576,0.588,-4.440155299297194,6.43163591000777,5.751509231429744,9.703647664667137,217
217,3.616667,-3.883,8.376,3.502,-2.868,-0.203,-1.925,69.1,-5.0,-29.9,-3.412,9.728,12.693,27.878,70.467,76.842,0.209,0.528,0.576,0.588,-4.406215117599378,6.483516352538617,6.004028068205798,9.874161685935672,218
218,3.633333,-3.715,8.428,3.573,-3.324,-0.572,-2.319,67.7,-4.5,-29.4,-0.528,11.316,11.481,27.869,70.468,76.834,0.209,0.528,0.576,0.588,-4.387511696859156,6.621160730287821,5.874411433804968,9.879207356868262,219
219,3.65,-3.648,8.36,3.479,-3.301,0.264,-2.3,68.4,-5.2,-28.6,-1.229,11.342,13.327,27.866,70.469,76.846,0.209,0.528,0.576,0.588,-4.3930897762768755,6.532845610598197,5.7726627690918715,9.7622202904872,220
220,3.666667,-3.686,8.359,3.381,-3.551,0.675,-2.947,68.5,-5.6,-28.5,-2.392,9.174,11.423,27.847,70.478,76.827,0.209,0.528,0.576,0.588,-4.4586993087590265,6.45187461009248,5.777884776431233,9.741182577079643,221
221,3.683333,-3.764,8.382,3.568,-3.176,0.884,-2.834,67.7,-5.5,-30.3,-2.324,10.336,10.456,27.837,70.473,76.796,0.209,0.528,0.575,0.589,-4.359545084243543,6.5740406691146465,5.910380693261189,9.856786697499343,222
222,3.7,-3.841,8.266,3.433,-3.561,-0.086,-2.042,68.0,-5.3,-29.5,-2.454,11.419,12.379,27.825,70.484,76.806,0.208,0.528,0.576,0.589,-4.366810097754808,6.380291907060753,5.923543766263711,9.739893531245604,223
223,3.716667,-3.87,8.388,3.534,-3.277,-1.009,-1.412,67.9,-5.9,-30.1,-4.784,9.429,11.853,27.819,70.487,76.796,0.208,0.528,0.575,0.589,-4.396338477185372,6.519638618574252,5.999259977465105,9.890631931277191,224
224,3.733333,-3.688,8.503,3.522,-3.431,-0.455,-1.75,68.1,-4.6,-30.6,-2.386,10.057,10.997,27.814,70.487,76.799,0.208,0.528,0.575,0.589,-4.478714955602486,6.64228010778644,5.841922998137445,9.91498043366703,225
225,3.75,-3.673,8.383,3.502,-3.463,-0.122,-2.494,67.6,-5.7,-29.9,-3.522,9.72,12.416,27.797,70.5,76.833,0.208,0.528,0.576,0.588,-4.405168536746573,6.555005920231461,5.801379969333894,9.799470495899254,226
226,3.766667,-3.698,8.302,3.306,-3.473,0.4,-2.502,67.7,-5.1,-29.3,-1.77,10.907,12.007,27.794,70.511,76.832,0.208,0.528,0.576,0.588,-4.471689435795938,6.358522995868039,5.753366223421583,9.670989814905194,227
227,3.783333,-3.85,8.304,3.4,-3.002,0.244,-1.403,68.2,-5.6,-29.5,-1.375,11.481,11.676,27.789,70.522,76.832,0.208,0.528,0.576,0.588,-4.424660559981121,6.377531593168648,5.923545028703954,9.764164890045642,228
228,3.8,-3.793,8.401,3.505,-3.242,-0.236,-1.084,68.2,-5.0,-29.7,-2.668,10.398,10.625,27.79,70.521,76.813,0.208,0.528,0.576,0.588,-4.4242757553438565,6.532652657214024,5.915987516963764,9.861474281262412,229
229,3.816667,-3.823,8.401,3.546,-3.469,0.127,-1.625,68.0,-5.8,-29.8,-2.509,10.29,12.682,27.783,70.521,76.812,0.208,0.528,0.576,0.588,-4.401022070060387,6.55147052210209,5.956130013428918,9.887681528042862,230
230,3.833333,-3.628,8.29,3.493,-3.364,0.629,-2.25,67.9,-5.5,-30.7,-3.302,9.351,11.743,27.784,70.518,76.811,0.208,0.528,0.576,0.588,-4.335655544503724,6.507326334661815,5.7397149732047605,9.699872834217981,231
231,3.85,-3.794,8.235,3.438,-3.234,0.103,-1.959,68.7,-6.4,-30.9,-2.211,10.227,11.102,27.768,70.524,76.817,0.208,0.528,0.576,0.588,-4.34459407479309,6.379100770606286,5.8703560951379306,9.696881199643522,232
232,3.866667,-3.834,8.338,3.414,-2.798,-0.654,-1.377,67.2,-4.2,-28.7,-3.827,9.36,11.03,27.746,70.537,76.841,0.208,0.528,0.576,0.588,-4.446946722388175,6.4120155669088374,5.915058513485711,9.791690150326449,233
233,3.883333,-3.728,8.276,3.424,-2.813,-0.505,-1.107,67.3,-4.6,-29.1,-0.488,9.73,10.606,27.74,70.542,76.837,0.208,0.529,0.576,0.588,-4.385505853057384,6.414893572308406,5.807789154984512,9.701233735973997,234
234,3.9,-3.772,8.403,3.458,-2.964,-0.732,-1.435,68.2,-6.4,-29.7,-2.682,11.264,11.597,27.739,70.548,76.834,0.208,0.529,0.576,0.588,-4.463389847615601,6.505282972246997,5.878401272386503,9.838503798850716,235
235,3.916667,-3.668,8.413,3.505,-3.722,0.305,-2.289,68.0,-6.3,-30.3,-2.743,11.832,12.725,27.748,70.539,76.822,0.208,0.529,0.576,0.588,-4.430444522545206,6.5791350734793745,5.796892358631711,9.82434822265579,236
236,3.933333,-3.779,8.247,3.551,-3.584,0.668,-2.479,67.5,-5.5,-30.8,-2.023,10.101,12.547,27.734,70.539,76.821,0.208,0.529,0.576,0.588,-4.284687457592128,6.4703710773645655,5.888905035060153,9.741840226569106,237
237,3.95,-3.87,8.255,3.306,-3.285,-0.356,-2.054,68.7,-5.6,-29.2,-3.781,8.997,11.776,27.714,70.553,76.837,0.208,0.529,0.576,0.588,-4.459478266987585,6.271647835870202,5.901783460030538,9.698018405839413,238
238,3.966667,-3.733,8.366,3.354,-1.674,-0.44,-1.115,68.2,-5.8,-29.2,-1.694,9.457,12.364,27.729,70.56,76.816,0.208,0.529,0.576,0.588,-4.4982370908944755,6.423105140635788,5.8038043063528,9.755745025368384,239
239,3.983333,-3.839,8.35,3.397,-2.453,-0.614,-0.726,67.8,-5.3,-30.1,-2.814,9.68,12.241,27.758,70.563,76.775,0.208,0.529,0.575,0.588,-4.457739964481551,6.414470030625258,5.914656256729922,9.797960502063681,240
240,4.0,-3.779,8.332,3.476,-3.323,-0.221,-1.107,68.5,-4.8,-29.2,-4.592,10.524,10.084,27.753,70.567,76.782,0.208,0.529,0.575,0.588,-4.389971988459524,6.477866726694432,5.878012386149411,9.787013895974605,241
241,4.016667,-3.776,8.491,3.473,-3.929,-0.047,-2.685,68.0,-5.2,-29.6,-4.264,9.629,11.491,27.749,70.562,76.775,0.208,0.529,0.575,0.588,-4.512572908143458,6.576651345245393,5.899265109466741,9.920533554199592,242
242,4.033333,-3.63,8.342,3.386,-3.486,0.32,-2.27,68.2,-6.8,-29.3,0.471,11.481,10.53,27.749,70.569,76.786,0.208,0.529,0.575,0.588,-4.44518235006043,6.46850981820115,5.712232016169036,9.70725810927061,243
243,4.05,-3.691,8.38,3.464,-3.112,0.415,-2.563,68.9,-4.0,-29.9,-2.414,11.003,12.872,27.743,70.575,76.752,0.208,0.529,0.575,0.589,-4.425338621557793,6.530584667061818,5.797846064780098,9.790157148891943,244
244,4.066667,-3.682,8.404,3.467,-3.445,0.133,-2.463,69.3,-5.3,-29.1,-1.881,10.492,10.986,27.743,70.572,76.729,0.208,0.529,0.575,0.589,-4.438420395212635,6.552225958196154,5.794237515678918,9.80838564698595,245
245,4.083333,-3.7,8.287,3.534,-3.868,0.258,-2.206,67.4,-5.6,-31.4,-4.708,9.139,11.003,27.742,70.571,76.726,0.208,0.529,0.575,0.589,-4.307429477242184,6.519968732375316,5.812880871601735,9.73927743726402,246
246,4.1,-3.791,8.355,3.59,-4.102,-0.393,-2.014,68.2,-6.1,-31.0,-2.016,9.499,11.857,27.716,70.58,76.74,0.208,0.529,0.575,0.589,-4.3350733967789585,6.571084077068491,5.924001915650964,9.852198028866452,247
247,4.116667,-3.994,8.205,3.45,-2.871,0.149,-1.464,68.0,-7.5,-29.2,-0.215,10.831,10.696,27.696,70.595,76.754,0.208,0.529,0.575,0.589,-4.330523773046152,6.311275147782625,6.049043797168569,9.755847528533849,248
248,4.133333,-3.822,8.311,3.454,-2.674,-0.377,-0.892,68.4,-6.2,-28.8,-3.245,11.274,12.438,27.711,70.583,76.71,0.208,0.529,0.575,0.589,-4.388815605624827,6.439599153307685,5.905961507201256,9.778063254039626,249
249,4.15,-3.947,8.274,3.5,-2.864,-0.151,-0.485,69.2,-6.5,-29.3,-2.035,10.342,12.795,27.732,70.572,76.673,0.208,0.529,0.575,0.589,-4.333768857714705,6.4113002538175445,6.033370661852398,9.812639043600859,250
250,4.166667,-3.798,8.147,3.41,-2.692,-1.464,-0.065,68.3,-6.5,-29.6,-3.757,10.663,11.55,27.772,70.553,76.638,0.208,0.529,0.574,0.589,-4.274983772777878,6.319164207479504,5.849717126613539,9.613870864537343,251
251,4.183333,-3.817,8.37,3.524,-2.85,-0.964,-0.299,68.2,-5.5,-30.4,-2.149,10.603,12.924,27.813,70.538,76.615,0.208,0.529,0.574,0.589,-4.364060918499753,6.537060801239544,5.9385834489817935,9.851140289326915,252
252,4.2,-3.81,8.352,3.499,-2.698,-0.813,-0.802,68.3,-5.3,-30.0,-3.74,11.003,11.044,27.818,70.537,76.623,0.209,0.529,0.574,0.589,-4.366269891861253,6.509967983473324,5.922078105325714,9.824205056899007,253
253,4.216667,-3.714,8.361,3.451,-3.023,-0.421,-0.583,69.1,-5.6,-29.5,-4.017,8.803,11.291,27.817,70.544,76.636,0.208,0.529,0.574,0.589,-4.398203354745262,6.512651969454067,5.818134544256742,9.778011965629824,254
254,4.233333,-3.747,8.265,3.367,-3.11,-0.667,-0.669,68.2,-5.8,-30.0,-3.454,9.299,11.539,27.832,70.539,76.623,0.209,0.529,0.574,0.589,-4.378828738505912,6.38360748909699,5.810536748354625,9.679200535168182,255
255,4.25,-3.706,8.377,3.522,-3.814,-0.58,-1.098,69.3,-4.8,-29.0,-2.87,8.474,12.779,27.837,70.54,76.634,0.209,0.529,0.574,0.589,-4.360847957236603,6.576347928462387,5.835040875407287,9.813921183706338,256
256,4.266667,-3.687,8.319,3.451,-4.179,-0.64,-1.256,68.6,-6.4,-30.1,-2.405,11.113,9.58,27.847,70.536,76.632,0.209,0.529,0.574,0.589,-4.359799824989621,6.496274579683114,5.787891936740305,9.731861641022235,257
257,4.283333,-3.745,8.353,3.351,-4.171,-0.377,-1.991,68.2,-5.9,-30.4,-2.655,9.567,11.828,27.858,70.535,76.62,0.209,0.529,0.574,0.589,-4.4519255578900845,6.430236752314262,5.818870091022139,9.748170854062828,258
