Frame,Sub_Frame,Fx1,Fy1,Fz1,Fx2,Fy2,Fz2,MFrame,X_LA,Y_LA,Z_LA,X_RA,Y_RA,Z_RA,X_LP,Y_LP,Z_LP,X_RP,Y_RP,Z_RP
39,9,15.4871,-11.4901,-167.086,11.0536,12.1873,-962.617,390,488.979523,923.587219,1133.512573,160.669708,885.33551,1144.930664,465.593719,1117.288696,1163.058838,186.956635,1141.894531,1178.349121
40,0,15.0947,-11.7932,-167.378,11.2143,12.1953,-960.559,391,488.971619,923.922058,1133.457886,160.68895,885.656921,1144.922119,465.618195,1117.615601,1163.047607,186.999863,1142.196167,1178.365967
40,1,15.1382,-11.8585,-167.733,10.9624,12.0503,-961.055,392,488.973145,924.22644,1133.428467,160.682938,885.959595,1144.934204,465.615692,1117.92981,1162.975098,187.000107,1142.49231,1178.336914
40,2,15.655,-11.9295,-167.382,11.0704,11.8378,-961.194,393,488.982117,924.622498,1133.396973,160.683655,886.311951,1144.928345,465.660217,1118.269165,1162.915405,187.068054,1142.855957,1178.339966
40,3,15.2283,-11.987,-167.124,10.9696,11.8202,-960.882,394,489.003479,925.002869,1133.33606,160.684738,886.615417,1144.911621,465.699127,1118.654297,1162.862793,187.082153,1143.186157,1178.338501
40,4,15.3781,-11.7779,-167.801,10.9045,12.0552,-960.812,395,489.04483,925.371948,1133.261963,160.712891,886.95282,1144.874512,465.709137,1119.002563,1162.807495,187.076462,1143.478516,1178.31897
40,5,15.1574,-11.8674,-168.842,10.7516,11.5977,-961.087,396,489.062103,925.754028,1133.180176,160.702805,887.35144,1144.816772,465.749207,1119.407227,1162.770752,187.116638,1143.869873,1178.348877
40,6,15.0104,-11.9044,-167.496,10.7519,11.4686,-961.156,397,489.069458,926.142029,1133.057861,160.715164,887.7323,1144.752808,465.775574,1119.781372,1162.747925,187.138748,1144.222412,1178.346069
40,7,15.2497,-11.9377,-166.522,10.8626,11.2138,-961.755,398,489.105927,926.506958,1132.927002,160.76651,888.116211,1144.669189,465.792969,1120.18396,1162.722168,187.159576,1144.627686,1178.342041
40,8,15.5027,-12.1292,-166.232,10.7872,11.248,-961.307,399,489.124695,926.902283,1132.784058,160.795776,888.536316,1144.610474,465.813904,1120.556396,1162.679565,187.191208,1145.053589,1178.358276
40,9,15.3286,-11.958,-165.617,10.8264,11.1736,-961.431,400,489.121124,927.333618,1132.619995,160.774307,888.994507,1144.513428,465.832855,1120.92981,1162.654663,187.221619,1145.494629,1178.403076
41,0,15.0529,-12.3003,-166.189,10.3396,10.7381,-960.228,401,489.151978,927.726746,1132.485718,160.835236,889.414001,1144.444824,465.825287,1121.315552,1162.643799,187.231735,1145.890747,1178.420288
41,1,15.5452,-12.1846,-165.81,10.4057,10.3802,-959.333,402,489.144775,928.135437,1132.35498,160.87117,889.868958,1144.403076,465.869385,1121.724365,1162.618164,187.266205,1146.327393,1178.455444
41,2,15.3585,-12.4196,-166.093,10.3712,10.6077,-959.761,403,489.132568,928.581909,1132.226685,160.863602,890.316284,1144.371582,465.900482,1122.103027,1162.567993,187.323059,1146.726196,1178.460693
41,3,15.5716,-12.6037,-165.483,10.744,10.6509,-961.352,404,489.147522,929.000854,1132.116089,160.869553,890.742859,1144.359253,465.907318,1122.510254,1162.496826,187.339249,1147.102539,1178.450439
41,4,15.2778,-12.3784,-164.732,11.1464,10.6103,-960.547,405,489.186371,929.428101,1132.013306,160.880783,891.169495,1144.31311,465.940491,1122.966675,1162.443115,187.368561,1147.519287,1178.473633
41,5,15.2555,-12.3114,-164.729,10.6732,10.6402,-959.976,406,489.200104,929.91803,1131.883057,160.880524,891.666748,1144.271362,465.988861,1123.461914,1162.411133,187.438385,1148.017334,1178.521484
41,6,15.2077,-12.6048,-164.48,10.9917,10.7371,-958.386,407,489.230438,930.379883,1131.782593,160.958588,892.12738,1144.238281,466.007965,1123.951294,1162.378784,187.435318,1148.441528,1178.53418
41,7,15.5206,-13.1862,-166.262,10.9159,10.7118,-959.121,408,489.261383,930.910706,1131.664795,161.003433,892.594177,1144.19165,466.077545,1124.488525,1162.390625,187.484314,1148.947144,1178.571777
41,8,15.1979,-12.8076,-165.029,10.9766,10.8387,-959.531,409,489.284729,931.524536,1131.496338,161.082153,893.106018,1144.1521,466.119995,1125.040771,1162.336914,187.509918,1149.478027,1178.582764
41,9,15.237,-12.8185,-165.442,11.1881,10.8121,-958.865,410,489.316742,932.129578,1131.341309,161.174149,893.668762,1144.141602,466.153442,1125.616455,1162.265625,187.55368,1149.979004,1178.569702
42,0,15.4241,-12.7135,-164.38,11.0153,10.4644,-959.385,411,489.375946,932.734314,1131.182129,161.277252,894.254517,1144.086304,466.228455,1126.244995,1162.223145,187.625259,1150.583984,1178.629028
42,1,15.1387,-13.4395,-165.331,11.1066,10.2721,-959.562,412,489.425842,933.334656,1131.033813,161.378098,894.876282,1144.028564,466.26886,1126.837769,1162.123535,187.664307,1151.130615,1178.676636
42,2,15.2361,-13.3456,-164.671,11.1795,10.6564,-958.591,413,489.509186,933.970459,1130.851807,161.492401,895.549011,1143.952271,466.324493,1127.373901,1162.034668,187.645294,1151.840576,1178.769653
42,3,15.4627,-13.1933,-164.551,10.8597,10.5285,-958.493,414,489.591003,934.56604,1130.648315,161.585587,896.210571,1143.873291,466.44342,1128.016602,1161.992065,187.781754,1152.544189,1178.837891
42,4,15.2895,-13.1757,-165.293,11.1786,10.4743,-958.531,415,489.690338,935.269836,1130.385864,161.70694,896.887207,1143.738159,466.519043,1128.634033,1161.925415,187.850906,1153.173828,1178.859375
42,5,15.3115,-13.2499,-163.777,11.4742,10.2671,-957.535,416,489.793182,935.924744,1130.133057,161.744034,897.589355,1143.593628,466.651367,1129.261475,1161.825562,188.051468,1153.708984,1178.776978
42,6,15.8769,-13.1179,-164.471,11.0108,10.0972,-956.684,417,489.894287,936.599182,1129.886353,161.796768,898.32019,1143.422363,466.768311,1129.941528,1161.835327,188.182114,1154.403442,1178.829468
42,7,15.2173,-13.3382,-163.055,11.2824,10.3283,-956.531,418,490.046875,937.251343,1129.699585,161.886765,899.054993,1143.240356,466.883911,1130.584106,1161.809814,188.264282,1155.068726,1178.881592
42,8,15.3373,-13.3318,-163.186,10.8728,10.3064,-957.129,419,490.133484,937.979065,1129.421509,162.02301,899.951233,1142.958008,467.042297,1131.245728,1161.817505,188.429947,1155.810425,1178.904785
42,9,15.209,-13.861,-163.764,10.7075,9.44271,-957.555,420,490.17395,938.695618,1129.18396,161.977173,900.680115,1142.75,467.165314,1131.92395,1161.823242,188.558624,1156.601318,1178.929321
43,0,15.4051,-13.5616,-162.735,10.8433,9.77802,-957.625,421,490.223053,939.405518,1128.971313,161.99881,901.467163,1142.490967,467.302307,1132.581665,1161.831177,188.711578,1157.358398,1178.957397
43,1,15.1423,-13.846,-164.142,11.1828,9.85753,-955.635,422,490.257477,940.082336,1128.740967,162.011887,902.414001,1142.148438,467.425903,1133.259399,1161.853638,188.828659,1158.156128,1179.005737
43,2,14.7608,-13.6621,-164.865,10.5292,9.50366,-955.846,423,490.166595,940.809937,1128.542236,161.926025,903.28894,1141.897095,467.546387,1133.938599,1161.889648,188.913559,1159.172119,1179.168091
43,3,15.2698,-13.3682,-163.668,10.3037,9.85535,-956.429,424,490.168152,941.529785,1128.322876,161.938675,904.234314,1141.560547,467.71814,1134.592529,1161.952759,189.064407,1160.057373,1179.281738
43,4,15.1337,-13.4221,-162.76,10.3312,9.89472,-956.133,,,,,,,,,,,,,
43,5,15.026,-13.7082,-161.334,10.4414,9.73183,-956.578,,,,,,,,,,,,,
43,6,15.4151,-13.6601,-162.424,10.6409,9.78922,-958.161,,,,,,,,,,,,,
43,7,15.4831,-13.741,-163.076,10.6766,9.68413,-955.822,,,,,,,,,,,,,
43,8,15.0039,-13.8462,-161.582,10.7368,10.3084,-954.976,,,,,,,,,,,,,
43,9,15.2008,-13.4259,-162.175,10.8729,10.0131,-953.645,,,,,,,,,,,,,
44,0,15.4332,-13.5291,-162.722,11.4525,9.74639,-953.884,,,,,,,,,,,,,
44,1,15.577,-13.3656,-164.078,11.1915,9.70267,-954.031,,,,,,,,,,,,,
44,2,15.6091,-13.6352,-163.275,11.6352,10.0094,-953.758,,,,,,,,,,,,,
44,3,15.3609,-13.7981,-160.836,11.356,10.1188,-951.725,,,,,,,,,,,,,
44,4,15.0356,-13.9255,-162.977,11.5677,9.87576,-951.616,,,,,,,,,,,,,
44,5,15.5828,-13.6938,-163.409,11.3116,10.2813,-953.432,,,,,,,,,,,,,
44,6,15.1304,-13.8481,-162.334,11.2342,10.0013,-952.584,,,,,,,,,,,,,
44,7,15.2876,-13.5028,-163.635,10.9075,10.1845,-952.275,,,,,,,,,,,,,
44,8,15.4547,-14.016,-163.911,11.1516,10.0443,-952.405,,,,,,,,,,,,,
44,9,15.2919,-13.9265,-162.737,11.1728,9.80532,-951.345,,,,,,,,,,,,,
45,0,15.1373,-13.9348,-162.574,10.9651,9.86523,-952.155,,,,,,,,,,,,,
45,1,15.5757,-13.6567,-163.184,10.5867,9.96131,-951.743,,,,,,,,,,,,,
45,2,15.3399,-13.8022,-162.335,10.8667,9.87432,-951.438,,,,,,,,,,,,,
45,3,15.2443,-13.7899,-161.792,10.825,9.69947,-950.984,,,,,,,,,,,,,
45,4,15.421,-13.6219,-163.424,10.8535,9.51655,-951.545,,,,,,,,,,,,,
45,5,15.4685,-13.6543,-163.591,11.1341,9.77356,-951.049,,,,,,,,,,,,,
45,6,15.0761,-14.3258,-162.521,11.3487,9.77879,-950.577,,,,,,,,,,,,,
45,7,15.4408,-14.0619,-161.696,11.2592,9.78738,-952.732,,,,,,,,,,,,,
45,8,15.4202,-14.091,-162.813,11.3721,9.72392,-953.486,,,,,,,,,,,,,
45,9,15.422,-14.4204,-162.309,11.5,10.0418,-951.126,,,,,,,,,,,,,
46,0,15.6128,-14.2085,-163.216,11.2589,10.2723,-951.343,,,,,,,,,,,,,
46,1,15.5102,-14.1291,-164.077,12.0013,10.1012,-951.166,,,,,,,,,,,,,
46,2,15.258,-14.2048,-161.961,12.0572,10.4101,-952.426,,,,,,,,,,,,,
46,3,15.633,-14.0372,-162.359,12.1723,10.1417,-951.245,,,,,,,,,,,,,
46,4,15.4949,-14.1694,-162.625,12.2857,10.1208,-950.15,,,,,,,,,,,,,
46,5,15.6094,-14.0743,-162.051,11.7225,9.98646,-949.523,,,,,,,,,,,,,
46,6,15.6234,-14.0751,-161.763,12.2167,9.87391,-951.363,,,,,,,,,,,,,
46,7,15.5391,-13.9759,-161.72,12.0216,9.77758,-951.875,,,,,,,,,,,,,
46,8,15.563,-14.0231,-159.881,11.9804,9.91134,-949.795,,,,,,,,,,,,,
46,9,15.4537,-13.8908,-162.357,11.913,9.90562,-949.25,,,,,,,,,,,,,
47,0,15.6831,-14.1777,-162.587,11.9643,9.89472,-950.24,,,,,,,,,,,,,
47,1,15.5356,-14.338,-161.87,11.5471,9.70702,-950.228,,,,,,,,,,,,,
47,2,15.3716,-14.5416,-161.719,11.7154,9.48018,-950.874,,,,,,,,,,,,,
47,3,15.7709,-14.0784,-162.008,11.7621,9.46917,-950.072,,,,,,,,,,,,,
47,4,15.7057,-13.9437,-160.952,11.9088,9.78825,-948.105,,,,,,,,,,,,,
47,5,15.6254,-14.3049,-161.074,12.441,9.7142,-950.353,,,,,,,,,,,,,
47,6,15.1745,-14.0416,-161.323,12.6148,10.1821,-949.751,,,,,,,,,,,,,
47,7,15.392,-14.273,-160.521,12.5082,10.1702,-950.99,,,,,,,,,,,,,
47,8,15.5913,-14.5387,-160.999,13.2496,10.3228,-950.12,,,,,,,,,,,,,
47,9,15.4346,-14.2272,-161.606,13.1614,10.5512,-950.202,,,,,,,,,,,,,
48,0,15.6369,-14.1978,-161.3,13.1571,10.6716,-950.461,,,,,,,,,,,,,
48,1,15.8512,-14.2166,-161.188,12.968,10.4332,-949.091,,,,,,,,,,,,,
48,2,15.418,-14.3273,-162.733,13.3118,10.8516,-948.15,,,,,,,,,,,,,
48,3,15.5489,-14.716,-163.155,13.2629,10.8154,-949.829,,,,,,,,,,,,,
48,4,15.5816,-14.5601,-161.18,13.3044,10.6364,-948.755,,,,,,,,,,,,,
48,5,15.571,-14.4199,-160.371,12.9987,10.7049,-948.072,,,,,,,,,,,,,
48,6,15.465,-14.5466,-160.285,13.1299,10.9255,-947.852,,,,,,,,,,,,,
48,7,15.4715,-14.6225,-160.706,13.623,11.0823,-947.812,,,,,,,,,,,,,
48,8,15.1156,-14.5962,-161.386,13.802,11.1563,-947.393,,,,,,,,,,,,,
48,9,15.6008,-14.443,-161.262,13.6104,10.8303,-947.701,,,,,,,,,,,,,
49,0,15.4707,-14.8026,-162.172,13.7454,10.9603,-946.701,,,,,,,,,,,,,
49,1,15.5049,-14.9451,-160.328,13.7496,11.3809,-945.69,,,,,,,,,,,,,
49,2,15.5305,-14.702,-160.594,13.4109,11.3914,-947.056,,,,,,,,,,,,,
49,3,15.7472,-14.6668,-160.408,13.1066,11.1846,-947.172,,,,,,,,,,,,,
49,4,15.3365,-14.8595,-160.992,13.6656,11.4061,-946.106,,,,,,,,,,,,,
49,5,14.9562,-14.659,-159.772,13.5476,11.4823,-944.461,,,,,,,,,,,,,
49,6,15.2489,-14.7684,-160.516,13.6547,11.4047,-944.341,,,,,,,,,,,,,
49,7,15.4208,-14.7818,-159.984,13.8111,11.6032,-945.122,,,,,,,,,,,,,
49,8,14.7867,-14.9526,-161.3,13.9119,11.9157,-944.745,,,,,,,,,,,,,
49,9,15.3322,-14.6738,-161.301,14.5121,11.9102,-945.013,,,,,,,,,,,,,
50,0,15.1692,-14.7705,-161.323,14.5209,12.2148,-945.15,,,,,,,,,,,,,
50,1,15.2492,-14.5647,-160.512,14.4099,12.1914,-944.836,,,,,,,,,,,,,
50,2,15.2997,-14.5684,-160.146,15.1795,12.2453,-945.194,,,,,,,,,,,,,
50,3,15.1156,-14.588,-160.816,15.2445,12.4105,-945.165,,,,,,,,,,,,,
50,4,15.2159,-14.627,-160.013,15.1863,12.7377,-943.892,,,,,,,,,,,,,
50,5,15.2883,-14.7052,-161.72,15.1442,13.1401,-943.143,,,,,,,,,,,,,
50,6,14.94,-14.6933,-159.722,15.38,13.0133,-943.746,,,,,,,,,,,,,
50,7,15.1294,-14.7522,-161.008,15.2998,13.0631,-943.938,,,,,,,,,,,,,
50,8,15.0606,-14.698,-161.682,15.1622,12.8723,-943.346,,,,,,,,,,,,,
50,9,14.9139,-14.5374,-160.313,15.1346,13.1034,-943.335,,,,,,,,,,,,,
51,0,14.5921,-14.5711,-161.894,15.3152,13.401,-943.375,,,,,,,,,,,,,
51,1,14.5483,-14.5904,-162.295,15.6178,13.2094,-942.537,,,,,,,,,,,,,
51,2,14.31,-14.9163,-161.546,15.7861,13.0266,-943.002,,,,,,,,,,,,,
51,3,14.5681,-14.8976,-162.063,15.7033,13.3558,-943.483,,,,,,,,,,,,,
51,4,14.6135,-14.3656,-162.393,15.5107,13.4219,-941.026,,,,,,,,,,,,,
51,5,14.8599,-14.6558,-161.872,15.3664,13.6013,-939.63,,,,,,,,,,,,,
51,6,14.7133,-14.7396,-161.719,15.4663,13.7461,-941.703,,,,,,,,,,,,,
51,7,14.6546,-14.8374,-162.277,15.8625,13.8207,-941.746,,,,,,,,,,,,,
51,8,14.5471,-14.7242,-160.744,15.6796,13.5771,-941.151,,,,,,,,,,,,,
51,9,14.6973,-14.7548,-161.409,15.749,13.5451,-940.047,,,,,,,,,,,,,
52,0,14.7454,-14.8092,-162.418,15.9231,14.0193,-941.479,,,,,,,,,,,,,
52,1,14.2399,-14.6112,-161.623,15.7957,14.2222,-939.698,,,,,,,,,,,,,
52,2,14.5699,-14.6189,-161.64,15.9879,14.0667,-941.21,,,,,,,,,,,,,
52,3,14.3464,-14.8592,-163.251,16.3677,13.8857,-938.657,,,,,,,,,,,,,
52,4,14.4249,-14.987,-161.576,16.254,14.1198,-940.346,,,,,,,,,,,,,
52,5,14.1052,-14.7163,-161.423,16.5976,14.3789,-940.908,,,,,,,,,,,,,
52,6,14.3691,-14.8515,-161.68,16.4338,14.2609,-937.383,,,,,,,,,,,,,
52,7,14.6148,-14.8394,-161.719,16.7492,14.3928,-938.085,,,,,,,,,,,,,
52,8,14.3314,-14.7513,-159.753,17.0988,14.2281,-939.662,,,,,,,,,,,,,
52,9,14.2066,-14.5541,-162.86,17.4985,14.3102,-939.133,,,,,,,,,,,,,
53,0,14.5917,-14.6805,-161.479,17.7248,14.5306,-939.472,,,,,,,,,,,,,
53,1,14.2656,-14.8025,-162.216,17.635,14.3973,-938.199,,,,,,,,,,,,,
53,2,14.333,-15.2547,-162.326,17.4923,14.2828,-937.812,,,,,,,,,,,,,
53,3,14.3775,-14.8695,-161.834,17.3093,14.3634,-939.09,,,,,,,,,,,,,
53,4,14.4114,-14.7304,-162.135,17.2945,14.7153,-939.708,,,,,,,,,,,,,
53,5,14.7503,-15.049,-161.552,17.0223,14.5108,-938.946,,,,,,,,,,,,,
53,6,14.2616,-14.9625,-162.057,17.271,14.3632,-938.719,,,,,,,,,,,,,
53,7,14.0632,-14.591,-160.99,17.2872,14.38,-938.449,,,,,,,,,,,,,
53,8,14.2718,-14.7175,-161.063,17.1225,14.7484,-938.498,,,,,,,,,,,,,
53,9,14.1536,-14.957,-161.736,16.9464,15.0326,-936.886,,,,,,,,,,,,,
54,0,14.2462,-14.9319,-161.469,16.6575,14.6389,-937.248,,,,,,,,,,,,,
54,1,14.2455,-14.6589,-161.217,16.9402,14.9472,-938.598,,,,,,,,,,,,,
54,2,14.1339,-15.0244,-161.314,17.2609,15.2919,-937.63,,,,,,,,,,,,,
54,3,14.3157,-15.0336,-162.336,17.458,15.2478,-937.698,,,,,,,,,,,,,
54,4,14.1972,-14.9329,-161.35,17.5036,15.4434,-936.88,,,,,,,,,,,,,
54,5,14.0456,-14.8448,-162.528,17.5787,15.0728,-936.625,,,,,,,,,,,,,
54,6,14.339,-15.1106,-161.988,17.8141,15.3092,-936.772,,,,,,,,,,,,,
54,7,14.0041,-15.2289,-161.981,17.7205,15.5492,-937.597,,,,,,,,,,,,,
54,8,13.9842,-15.021,-161.364,17.9761,15.3841,-936.88,,,,,,,,,,,,,
54,9,14.1541,-14.9955,-162.155,18.1289,15.7527,-936.478,,,,,,,,,,,,,
55,0,14.2343,-15.0065,-159.767,17.8519,15.4251,-937.811,,,,,,,,,,,,,
55,1,14.1017,-15.2557,-161.124,18.0938,15.8116,-937.893,,,,,,,,,,,,,
55,2,14.0218,-15.1458,-161.43,18.309,15.7891,-936.047,,,,,,,,,,,,,
55,3,14.0535,-14.9209,-162.048,17.8229,15.2889,-937.205,,,,,,,,,,,,,
55,4,13.9178,-15.1563,-161.546,18.1928,15.3317,-936.553,,,,,,,,,,,,,
55,5,14.1939,-14.9463,-162.194,18.4044,15.6578,-936.397,,,,,,,,,,,,,
55,6,14.2224,-14.9072,-162.558,18.1727,15.3447,-936.438,,,,,,,,,,,,,
55,7,14.021,-15.2012,-161.068,18.2475,15.5459,-936.83,,,,,,,,,,,,,
55,8,14.227,-15.1048,-162.312,18.0697,15.7801,-936.546,,,,,,,,,,,,,
55,9,14.4057,-14.9089,-161.799,18.2356,15.6437,-935.458,,,,,,,,,,,,,
56,0,14.434,-15.2981,-161.115,18.1532,15.7007,-935.041,,,,,,,,,,,,,
56,1,14.4656,-15.202,-161.274,18.0337,15.5138,-935.98,,,,,,,,,,,,,
56,2,14.1491,-14.8934,-161.632,17.8021,16.2063,-935.124,,,,,,,,,,,,,
56,3,14.3229,-15.3276,-162.687,18.2047,16.1325,-935.253,,,,,,,,,,,,,
56,4,14.3136,-15.1072,-162.827,18.4766,15.8768,-935.326,,,,,,,,,,,,,
56,5,14.3342,-15.3304,-163.618,18.4891,15.755,-935.043,,,,,,,,,,,,,
56,6,14.2008,-15.0291,-162.45,18.2925,15.8404,-934.406,,,,,,,,,,,,,
56,7,14.0557,-15.1364,-163.871,18.0689,15.9392,-934.69,,,,,,,,,,,,,
56,8,13.8793,-15.0184,-163.828,18.4902,15.5334,-934.812,,,,,,,,,,,,,
56,9,13.5515,-14.9701,-162.557,18.6201,15.4151,-934.25,,,,,,,,,,,,,
57,0,14.1146,-14.8942,-163.637,18.4573,15.8814,-935.488,,,,,,,,,,,,,
57,1,14.0516,-15.4094,-164.592,18.6827,15.7256,-934.041,,,,,,,,,,,,,
57,2,14.1895,-15.022,-164.33,18.9733,15.6492,-932.822,,,,,,,,,,,,,
57,3,14.2876,-14.9111,-164.351,19.024,15.794,-933.603,,,,,,,,,,,,,
57,4,14.0118,-15.0306,-164.251,19.0307,15.6265,-932.775,,,,,,,,,,,,,
57,5,14.0011,-14.9168,-163.517,19.1134,15.8206,-931.613,,,,,,,,,,,,,
57,6,13.736,-14.9133,-163.594,19.109,15.5667,-930.715,,,,,,,,,,,,,
57,7,13.7215,-15.2042,-163.258,19.0114,15.7825,-932.584,,,,,,,,,,,,,
57,8,13.4214,-15.1848,-165.368,19.0314,15.6252,-932.032,,,,,,,,,,,,,
57,9,13.2245,-15.2256,-165.714,19.0439,15.6378,-931.157,,,,,,,,,,,,,
58,0,14.0558,-15.4174,-165.645,18.7217,15.4403,-930.878,,,,,,,,,,,,,
58,1,13.7283,-15.6846,-165.928,18.7387,15.632,-931.406,,,,,,,,,,,,,
58,2,13.4568,-15.4268,-165.162,19.1731,15.3568,-929.901,,,,,,,,,,,,,
58,3,13.8923,-15.1576,-164.502,19.2411,15.3232,-930.537,,,,,,,,,,,,,
58,4,13.6322,-15.3586,-164.802,18.95,15.2653,-930.136,,,,,,,,,,,,,
58,5,13.6976,-15.2861,-165.068,19.1865,15.5352,-930.353,,,,,,,,,,,,,
58,6,13.7138,-15.4922,-165.109,19.7589,15.3798,-929.126,,,,,,,,,,,,,
58,7,13.4556,-15.6024,-164.544,19.5986,15.4805,-929.531,,,,,,,,,,,,,
58,8,13.4528,-15.4694,-165.641,19.7666,15.575,-929.237,,,,,,,,,,,,,
58,9,13.7559,-15.2128,-166.28,19.6943,15.1205,-928.947,,,,,,,,,,,,,
59,0,13.772,-15.5794,-165.66,20.0836,15.4609,-929.053,,,,,,,,,,,,,
59,1,13.3193,-15.5592,-165.88,20.0333,15.5631,-927.825,,,,,,,,,,,,,
59,2,13.4129,-15.5197,-166,19.9869,15.0447,-928.176,,,,,,,,,,,,,
59,3,13.2989,-16.017,-166,19.8166,14.9429,-926.985,,,,,,,,,,,,,
59,4,13.2109,-15.9823,-165.447,19.9393,14.9131,-927.423,,,,,,,,,,,,,
59,5,13.4101,-15.5004,-165.149,19.9241,15.0073,-927.095,,,,,,,,,,,,,
59,6,13.2554,-15.5238,-165.668,19.9154,14.6874,-925.523,,,,,,,,,,,,,
59,7,13.3756,-15.8479,-166.247,20.0894,14.4837,-925.71,,,,,,,,,,,,,
59,8,13.4695,-16.1807,-166.215,19.6799,14.3402,-925.022,,,,,,,,,,,,,
59,9,13.2959,-15.861,-164.788,19.8372,14.3831,-923.66,,,,,,,,,,,,,
60,0,13.2753,-15.5327,-165.926,19.8395,13.974,-924.319,,,,,,,,,,,,,
60,1,13.2221,-16.1125,-165.948,19.6369,14.1004,-924.472,,,,,,,,,,,,,
60,2,13.2356,-16.083,-165.962,19.5585,14.1342,-924.145,,,,,,,,,,,,,
60,3,13.2822,-15.9839,-164.896,20.0891,14.0677,-923.21,,,,,,,,,,,,,
60,4,12.968,-15.9413,-164.991,19.8111,14.217,-923.821,,,,,,,,,,,,,
60,5,13.0561,-16.0743,-165.382,19.9239,14.0528,-925.329,,,,,,,,,,,,,
60,6,12.8248,-16.2965,-166.019,20.2231,13.6099,-923.301,,,,,,,,,,,,,
60,7,13.0207,-15.9138,-166.459,20.0729,13.705,-923.185,,,,,,,,,,,,,
60,8,13.173,-16.071,-167.655,20.1555,13.558,-922.784,,,,,,,,,,,,,
60,9,12.7311,-16.2653,-168.11,20.2762,13.7237,-921.943,,,,,,,,,,,,,
61,0,13.1687,-16.2903,-167.736,20.3262,13.565,-922.845,,,,,,,,,,,,,
61,1,13.2592,-16.1805,-167.478,20.4139,13.6898,-922.475,,,,,,,,,,,,,
61,2,12.9196,-16.4025,-167.577,20.2935,13.777,-921.478,,,,,,,,,,,,,
61,3,13.2515,-16.2225,-167.072,20.0027,13.6764,-921.81,,,,,,,,,,,,,
61,4,13.1676,-16.2949,-164.817,20.102,13.3971,-922.212,,,,,,,,,,,,,
61,5,13.0325,-16.5126,-166.574,19.8372,13.3936,-921.746,,,,,,,,,,,,,
61,6,12.9782,-16.7066,-167.118,20.2057,13.0264,-922.275,,,,,,,,,,,,,
61,7,12.8945,-16.7829,-168.199,20.1299,12.6987,-921.788,,,,,,,,,,,,,
61,8,12.9067,-16.615,-168.378,20.3487,12.9624,-922.396,,,,,,,,,,,,,
61,9,13.309,-16.6293,-168.342,20.509,12.7702,-921.823,,,,,,,,,,,,,
62,0,13.3184,-17.0027,-168.204,20.3795,12.6434,-923.247,,,,,,,,,,,,,
62,1,13.1038,-16.7142,-168.443,20.3177,12.5381,-920.826,,,,,,,,,,,,,
62,2,13.1275,-17.0993,-168.378,20.4113,12.5767,-920.972,,,,,,,,,,,,,
62,3,13.3973,-17.0633,-168.76,20.4752,12.5956,-921.517,,,,,,,,,,,,,
62,4,13.6834,-17.0433,-168.744,20.5575,12.3466,-921.035,,,,,,,,,,,,,
62,5,13.6813,-17.6587,-168.425,21.0337,12.5757,-920.875,,,,,,,,,,,,,
62,6,13.8759,-17.5853,-168.622,20.4845,12.9388,-921.288,,,,,,,,,,,,,
62,7,13.935,-17.4771,-168.425,20.4335,12.8412,-920.993,,,,,,,,,,,,,
62,8,13.7942,-17.5379,-167.787,20.8329,12.1886,-920.729,,,,,,,,,,,,,
62,9,14.2487,-17.5858,-168.466,20.8726,11.9789,-919.716,,,,,,,,,,,,,
63,0,14.1156,-17.9173,-167.459,20.8029,11.7907,-921.793,,,,,,,,,,,,,
63,1,13.9269,-18.045,-167.511,20.9467,11.9545,-920.478,,,,,,,,,,,,,
63,2,13.7901,-18.3381,-168.044,20.8063,11.6933,-920.95,,,,,,,,,,,,,
63,3,14.0446,-18.3476,-168.303,20.6467,11.3495,-921.614,,,,,,,,,,,,,
63,4,13.9488,-18.4002,-169.178,20.8574,11.3172,-922.835,,,,,,,,,,,,,
63,5,14.1107,-18.4181,-168.038,21.0504,11.4795,-919.977,,,,,,,,,,,,,
63,6,14.0661,-18.417,-168.328,21.0784,11.3371,-921.004,,,,,,,,,,,,,
63,7,14.1442,-18.6663,-168.948,21.2976,11.4285,-920.446,,,,,,,,,,,,,
63,8,14.2828,-18.7,-168.508,21.2552,11.1123,-920.101,,,,,,,,,,,,,
63,9,14.414,-18.508,-168.356,21.5741,10.9429,-920.53,,,,,,,,,,,,,
64,0,14.486,-18.9867,-168.915,21.9689,10.7131,-919.953,,,,,,,,,,,,,
64,1,14.2158,-19.0739,-167.689,21.6952,11.1825,-920.187,,,,,,,,,,,,,
64,2,14.3816,-19.1224,-168.664,21.7441,10.7838,-918.324,,,,,,,,,,,,,
64,3,14.3874,-19.357,-168.793,22.1366,10.7992,-918.72,,,,,,,,,,,,,
64,4,14.4386,-19.4184,-169.26,22.5237,10.4534,-919.436,,,,,,,,,,,,,
64,5,14.0704,-19.7025,-169.011,22.5345,10.2661,-919.272,,,,,,,,,,,,,
64,6,13.9908,-19.891,-169.452,22.3705,10.4739,-919.042,,,,,,,,,,,,,
64,7,14.2828,-19.4594,-167.951,22.4283,10.3916,-920.284,,,,,,,,,,,,,
64,8,13.763,-19.6092,-168.565,21.8868,10.2695,-919.687,,,,,,,,,,,,,
64,9,13.9762,-19.7243,-169.168,21.9443,10.0353,-919.091,,,,,,,,,,,,,
