Frame,Sub_Frame,Fx1,Fy1,Fz1,Fx2,Fy2,Fz2,MFrame,X_LA,Y_LA,Z_LA,X_RA,Y_RA,Z_RA,X_LP,Y_LP,Z_LP,X_RP,Y_RP,Z_RP
1,0,18.3635,-14.4837,-163.449,13.9762,13.2586,-942.447,1,476.476868,1343.788696,664.31543,147.314072,1307.396118,661.489929,452.311768,1538.470581,700.235535,174.057327,1565.657715,707.033081
1,1,18.3458,-14.4058,-163.359,14.1848,13.8369,-941.642,2,476.546783,1343.760864,664.269104,147.374512,1307.430176,661.386108,452.299652,1538.45874,700.269775,174.050095,1565.602295,707.05603
1,2,18.2935,-14.2494,-163.665,13.7868,13.4446,-941.281,3,476.550537,1343.709351,664.242249,147.356476,1307.333374,661.391968,452.317474,1538.430298,700.307495,174.076355,1565.526245,707.041199
1,3,18.2121,-14.5212,-163.277,13.7352,13.1926,-940.936,4,476.570526,1343.646484,664.238647,147.375122,1307.310181,661.345398,452.273773,1538.356812,700.277832,174.05307,1565.444458,707.029846
1,4,17.9239,-14.584,-165.42,14.0787,13.3982,-941.633,5,476.636841,1343.597168,664.204224,147.393204,1307.296875,661.277466,452.286102,1538.338013,700.328369,174.071503,1565.373413,707.063049
1,5,17.8716,-14.6219,-163.478,13.7416,13.2165,-940.109,6,476.615936,1343.5271,664.229004,147.356033,1307.150269,661.346985,452.299896,1538.31897,700.370056,174.115723,1565.329224,707.141724
1,6,17.8363,-14.8592,-164.497,13.3365,13.1213,-941.453,7,476.68515,1343.48938,664.279724,147.430237,1307.007324,661.451904,452.266327,1538.221802,700.371216,174.05632,1565.231079,707.196655
1,7,17.9015,-14.5246,-165.396,13.3974,12.8909,-940.58,8,476.732422,1343.487305,664.297119,147.418518,1306.989502,661.433472,452.299622,1538.21167,700.417908,174.100754,1565.200439,707.27832
1,8,17.7997,-14.3722,-165.21,13.3452,12.9529,-940.788,9,476.725586,1343.423462,664.319153,147.398315,1306.775635,661.524231,452.308685,1538.171997,700.44873,174.112305,1565.141602,707.326782
1,9,18.1269,-14.6208,-163.808,13.5504,13.1691,-941.476,10,476.83493,1343.361572,664.293213,147.499527,1306.828003,661.430847,452.277283,1538.078613,700.42511,174.0952,1565.019043,707.292236
2,0,18.0078,-14.7543,-162.648,13.6039,12.9387,-941.463,11,476.846466,1343.30957,664.28717,147.498413,1306.74292,661.366028,452.306274,1538.060547,700.472778,174.150116,1564.96582,707.337097
2,1,18.073,-14.1932,-164.257,13.4526,12.7393,-940.524,12,476.876953,1343.190308,664.291687,147.485168,1306.591064,661.38855,452.312256,1537.999146,700.526672,174.129669,1564.881592,707.335083
2,2,17.9466,-14.4999,-165.059,13.9498,13.0539,-941.545,13,476.954193,1343.131226,664.281311,147.560638,1306.556274,661.305786,452.310883,1537.905396,700.525208,174.12854,1564.768433,707.353149
2,3,17.9958,-14.5077,-163.958,14.0549,12.7378,-941.912,14,476.998291,1343.098633,664.359375,147.527054,1306.333862,661.375671,452.368805,1537.850708,700.604187,174.181091,1564.68335,707.413757
2,4,17.9329,-14.456,-163.569,13.8708,13.1197,-941.363,15,477.017151,1342.966187,664.425293,147.516113,1306.127075,661.423035,452.376648,1537.71106,700.62262,174.160797,1564.532104,707.432495
2,5,17.9544,-14.4853,-163.838,14.3242,13.2548,-941.824,16,477.089081,1342.830811,664.456604,147.54097,1306.049194,661.373535,452.384216,1537.569946,700.691772,174.199905,1564.37146,707.495728
2,6,18.4982,-14.3761,-164.347,14.2093,13.3167,-939.145,17,477.123962,1342.642944,664.494141,147.512527,1305.873535,661.384155,452.432251,1537.459351,700.777832,174.255692,1564.207031,707.600647
2,7,18.2985,-14.277,-164.736,13.8128,13.1991,-940.342,18,477.17337,1342.490234,664.508545,147.528824,1305.760864,661.327393,452.436432,1537.295044,700.869629,174.27977,1564.025391,707.664246
2,8,18.3184,-14.6797,-164.355,13.9734,13.0996,-940.088,19,477.209351,1342.327271,664.552856,147.548431,1305.609863,661.307129,452.491974,1537.136475,700.937866,174.333878,1563.851929,707.740112
2,9,18.0661,-14.7288,-164.259,13.5495,12.9554,-941.325,20,477.176208,1342.197876,664.653076,147.499237,1305.456543,661.359985,452.576233,1537.028687,701.051331,174.41153,1563.706665,707.797119
3,0,17.8233,-14.9877,-163.212,13.8099,13.4028,-940.707,21,477.209869,1342.079102,664.73822,147.498734,1305.379517,661.381653,452.627655,1536.891235,701.096985,174.462814,1563.632935,707.88324
3,1,18.3154,-14.5831,-164.942,13.9194,13.1054,-941.105,22,477.244659,1341.956787,664.859558,147.476044,1305.260376,661.446838,452.685822,1536.739624,701.150635,174.539398,1563.497681,707.908203
3,2,18.2694,-14.6031,-164.888,13.7737,13.0348,-941.401,23,477.219666,1341.844971,664.947388,147.413925,1305.197266,661.445068,452.763184,1536.640503,701.252869,174.597839,1563.43457,708.020203
3,3,17.7406,-14.589,-163.745,13.7436,12.797,-941.099,24,477.261444,1341.734985,665.007019,147.392029,1305.115234,661.457031,452.781036,1536.501953,701.322571,174.641693,1563.35437,708.112671
3,4,17.832,-14.5844,-163.986,13.7335,13.1715,-941.787,25,477.304657,1341.598633,665.087646,147.296585,1305.096924,661.445007,452.795685,1536.377197,701.396606,174.669754,1563.301758,708.22522
3,5,18.1787,-14.6978,-164.227,13.4724,13.2513,-941.52,26,477.335754,1341.5271,665.195435,147.239395,1305.069336,661.437744,452.808014,1536.347534,701.561523,174.688904,1563.297729,708.352417
3,6,18.2445,-14.6087,-162.771,13.2303,12.9504,-940.395,27,477.384216,1341.537476,665.265015,147.19751,1305.011963,661.462097,452.774078,1536.328613,701.641235,174.659164,1563.254517,708.380615
3,7,18.2735,-14.351,-164.254,13.3166,12.7392,-939.849,28,477.353333,1341.537109,665.358032,147.097015,1304.95105,661.456726,452.738647,1536.390503,701.774902,174.574463,1563.2052,708.40033
3,8,18.0156,-14.4233,-164.319,13.4003,12.4716,-941.892,29,477.319519,1341.62085,665.428345,147.072983,1304.938843,661.395447,452.666901,1536.527344,701.933044,174.466125,1563.158569,708.437256
3,9,17.9205,-14.18,-164.407,13.2578,12.8436,-942.469,30,477.288757,1341.728882,665.457397,147.057709,1304.822021,661.400146,452.50116,1536.591675,701.946289,174.285355,1563.038086,708.373047
4,0,18.1831,-14.5011,-163.542,13.4188,12.786,-942.5,31,477.235687,1341.935181,665.432617,146.98555,1304.778564,661.326233,452.324036,1536.671021,701.918518,174.099075,1562.96167,708.363525
4,1,18.1239,-14.4308,-164.106,13.4192,12.7094,-941.901,32,477.113281,1342.027588,665.45166,147.18013,1304.357788,661.708862,452.151917,1536.799194,701.904968,173.90979,1562.868286,708.365723
4,2,18.4104,-14.8165,-164.855,13.1906,12.7148,-940.271,33,477.216461,1342.212891,665.295105,147.241684,1304.12439,661.921875,451.967926,1536.822876,701.799438,173.718811,1562.737793,708.303467
4,3,18.2004,-14.7104,-165.275,13.0985,12.9001,-941.948,34,477.14917,1342.285278,665.281128,147.740463,1303.212646,662.800049,451.814148,1536.897827,701.732605,173.570831,1562.68335,708.312134
4,4,18.1843,-14.5599,-165.187,13.3875,12.3958,-943.047,35,476.796417,1342.430054,665.438354,146.817841,1304.709717,661.582397,451.713501,1536.947021,701.642639,173.446335,1562.614502,708.314331
4,5,18.1162,-14.5732,-164.56,13.35,12.6769,-941.105,36,476.981537,1342.54126,665.243774,146.728073,1304.52832,661.639038,451.612335,1536.940186,701.535645,173.330688,1562.551025,708.281189
4,6,18.1371,-14.3917,-164.438,13.7511,12.7988,-940.974,37,476.861755,1342.547119,665.176453,,,,451.54071,1536.949097,701.461609,173.270752,1562.535645,708.274475
4,7,18.4136,-14.3895,-164.438,13.7602,12.5864,-940.459,38,476.718353,1342.612915,665.237976,,,,451.482697,1536.943237,701.383606,173.221146,1562.543213,708.209534
4,8,18.5077,-14.7386,-165.332,13.811,12.9547,-941.385,39,476.96402,1342.958862,665.472656,146.534409,1305.07373,660.830444,451.419098,1536.923218,701.324158,173.158997,1562.559082,708.133179
4,9,18.245,-14.4293,-164.77,13.9401,12.657,-942.791,40,476.87854,1342.941772,665.442932,146.523422,1305.16626,660.842285,451.372345,1536.958984,701.315063,173.132309,1562.602905,708.059814
5,0,18.1173,-14.6206,-164.17,14.002,12.2752,-942.121,41,476.835999,1342.896973,665.389648,146.457352,1304.874634,661.109131,451.343292,1537.008179,701.329102,173.086105,1562.602661,707.939331
5,1,17.9494,-14.677,-164.519,13.5976,12.5903,-941.339,42,476.703278,1342.526123,665.127563,146.514023,1304.824951,661.341431,451.298401,1537.050049,701.337219,173.012924,1562.594971,707.875305
5,2,18.4518,-14.5209,-164.771,13.7354,12.4404,-942.441,43,476.657867,1342.151733,664.826172,146.659744,1304.646973,661.525635,451.267029,1537.119995,701.356628,172.986801,1562.608521,707.839233
5,3,18.2886,-14.3353,-164.947,13.8936,12.7019,-942.219,44,476.749176,1342.404053,665.143738,146.828369,1304.78064,661.449524,451.261261,1537.218262,701.33667,172.97084,1562.615112,707.826172
5,4,18.1652,-15.0286,-165.871,13.4959,12.8348,-941.969,45,476.758484,1342.206177,664.954102,146.913193,1304.757935,661.719727,451.25769,1537.296875,701.28595,172.965195,1562.639648,707.798462
5,5,18.2615,-14.8328,-165.459,13.4867,13.0409,-942.406,46,476.968964,1343.035156,665.221558,147.022308,1304.793335,661.740295,451.277649,1537.39563,701.232666,172.979309,1562.676514,707.822083
5,6,18.1328,-14.8046,-165.627,13.3984,12.4665,-941.278,47,477.021423,1342.943481,665.16748,146.930161,1305.300049,661.660278,451.326813,1537.498413,701.211975,173.012985,1562.717896,707.838501
5,7,18.2546,-14.6613,-165.098,13.3673,12.5723,-941.655,48,477.010468,1343.142334,665.367249,147.142212,1304.544678,662.061523,451.394897,1537.570679,701.191223,173.069641,1562.721924,707.862122
5,8,18.125,-14.3231,-165.274,12.9546,12.3453,-941.781,49,477.157196,1343.107666,665.270752,147.447113,1304.557617,661.986572,451.466797,1537.647705,701.219238,173.127991,1562.735596,707.920044
5,9,18.0311,-15.0634,-164.442,13.1684,12.3704,-941.625,50,477.263885,1343.272827,665.296753,147.545456,1304.562988,662.012512,451.531189,1537.694092,701.281555,173.183807,1562.724976,707.973022
6,0,18.2379,-14.6161,-165.151,12.9613,12.1455,-942.633,51,477.461487,1343.298462,665.293396,147.682449,1304.560669,662.019531,451.578033,1537.69751,701.312622,173.246582,1562.692871,708.037659
6,1,18.2031,-14.5261,-166.521,13.0302,12.4125,-941.519,52,477.553986,1343.341919,665.278992,147.815582,1304.561646,662.003174,451.643677,1537.702759,701.395874,173.330124,1562.702637,708.130127
6,2,18.3095,-14.7639,-164.539,12.9801,12.1027,-940.652,53,477.67041,1343.33667,665.279419,147.919785,1304.613281,662.033569,451.695892,1537.689941,701.464966,173.383575,1562.656006,708.17926
6,3,18.6359,-14.6194,-164.822,13.6805,12.2566,-941.414,54,477.774475,1343.325684,665.328064,148.077118,1304.536865,662.110657,451.759827,1537.652222,701.506531,173.442337,1562.581909,708.218811
6,4,18.2396,-14.4684,-164.679,13.0627,11.9879,-941.75,55,477.839905,1343.401123,665.40564,148.199081,1304.531128,662.169128,451.865265,1537.669678,701.617554,173.565277,1562.545654,708.319153
6,5,18.265,-14.8614,-164.617,13.4418,12.16,-942.82,56,477.931183,1343.383545,665.432739,148.297592,1304.463745,662.259277,451.941406,1537.602295,701.686829,173.628372,1562.440552,708.374817
6,6,18.6677,-14.6065,-164.915,13.3592,12.3196,-942.122,57,478.004333,1343.319336,665.429077,148.409195,1304.39563,662.351196,452.01474,1537.489258,701.753479,173.715012,1562.312988,708.431213
6,7,18.7097,-14.5352,-164.388,13.4729,12.4587,-941.808,58,478.058929,1343.244751,665.44873,148.499603,1304.343994,662.455017,452.101807,1537.415161,701.879395,173.822174,1562.25293,708.569824
6,8,18.4006,-14.7292,-164.11,13.5895,12.407,-941.496,59,478.209534,1343.146606,665.479858,148.572845,1304.287964,662.541931,452.327515,1537.485352,702.157532,173.899338,1562.131348,708.675781
6,9,17.8674,-14.2364,-165.857,13.5595,12.3535,-941.723,60,478.233215,1342.990356,665.562744,148.674942,1304.168945,662.618469,452.350464,1537.194092,702.220093,173.963425,1562.009766,708.820801
7,0,18.0411,-14.3874,-164.151,13.388,12.3822,-942.949,61,478.28598,1342.877808,665.655701,148.634842,1304.01001,662.631775,452.383667,1537.002441,702.328186,174.034012,1561.910889,708.99646
7,1,17.9853,-14.6003,-166.389,13.3262,12.3888,-942.902,62,478.327667,1342.744385,665.75531,148.712479,1303.856567,662.781738,452.400452,1536.860229,702.493347,174.083084,1561.745361,709.123657
7,2,18.0799,-14.9707,-165.316,13.2157,12.0817,-941.961,63,478.379181,1342.633789,665.867981,148.797333,1303.691284,662.858215,452.411896,1536.721069,702.666748,174.134384,1561.541748,709.216309
7,3,18.2103,-14.6212,-166.606,13.271,11.9817,-941.159,64,478.395691,1342.57373,665.975037,148.836609,1303.522217,662.931152,452.510803,1536.680054,703.057373,174.127884,1561.349854,709.362183
7,4,18.4651,-14.4234,-165.762,13.1715,12.0872,-941.187,65,478.413116,1342.528809,666.07605,148.874725,1303.328125,663.031311,452.488159,1536.543091,703.221069,174.117294,1561.111938,709.484192
7,5,18.2075,-14.5486,-165.367,13.3774,11.9993,-941.4,66,478.405792,1342.488281,666.191589,148.932129,1303.149292,663.104858,452.464813,1536.422607,703.4328,174.099609,1560.873657,709.620728
7,6,18.3713,-14.164,-164.741,13.3473,12.242,-940.815,67,478.422119,1342.483154,666.3078,149.001953,1302.959229,663.194092,452.416168,1536.358887,703.657837,174.048157,1560.655884,709.817749
7,7,17.9287,-14.4616,-164.469,13.0641,12.4921,-940.273,68,478.426849,1342.470947,666.443909,149.075882,1302.761353,663.29248,452.203583,1536.197388,703.609619,173.942719,1560.409546,709.936279
7,8,18.3923,-14.1204,-164.295,12.9242,12.3701,-941.51,69,478.442932,1342.464355,666.615479,149.125595,1302.570923,663.382996,452.199066,1536.247803,704.020691,173.858032,1560.214722,710.098572
7,9,18.5172,-14.6378,-165.151,13.1352,12.3406,-942.818,70,478.425842,1342.454468,666.744324,149.182648,1302.361694,663.496582,451.977905,1536.164917,704.023254,173.763779,1560.036133,710.249512
8,0,18.1722,-14.6141,-165.775,13.0104,12.3563,-940.205,71,478.40744,1342.496826,666.876526,149.222107,1302.246704,663.589233,451.85675,1536.140503,704.225708,173.665039,1559.850098,710.374146
8,1,18.2118,-14.7303,-166.022,13.0423,12.1897,-940.792,72,478.364563,1342.515503,666.971741,149.226974,1302.076172,663.723877,451.768188,1536.104858,704.436035,173.559341,1559.70105,710.514404
8,2,18.2806,-14.9546,-165.461,12.8666,11.6574,-941.368,73,478.325195,1342.529663,667.043396,149.191162,1301.974243,663.871643,451.706573,1536.052612,704.717285,173.479279,1559.577759,710.728943
8,3,18.5887,-14.5762,-166.078,13.0087,11.6722,-941.567,74,478.305695,1342.504639,667.07666,149.166779,1301.894897,663.979675,451.756348,1536.000488,705.154785,173.419662,1559.425903,710.896423
8,4,18.4238,-14.753,-166.086,12.7511,11.5776,-940.998,75,478.272217,1342.419556,667.078796,149.086914,1301.827515,664.094421,451.575989,1535.729004,705.069885,173.402695,1559.323608,711.127869
8,5,18.4857,-14.3527,-165.461,12.918,11.899,-941.16,76,478.218842,1342.310303,667.101135,148.956161,1301.814087,664.140198,451.660919,1535.616333,705.534058,173.405075,1559.239258,711.409912
8,6,18.4765,-14.4884,-165.039,13.2312,12.05,-941.4,77,478.139648,1342.141113,667.120728,148.857529,1301.790161,664.201782,451.611938,1535.353394,705.751587,173.368713,1559.104614,711.626404
8,7,18.1204,-14.2322,-164.977,13.3537,11.8393,-941.567,78,478.043274,1341.924072,667.220154,148.730209,1301.780151,664.316223,451.580688,1535.13208,705.973938,173.374405,1559.028564,711.825623
8,8,18.4341,-14.4358,-165.273,13.5207,11.6419,-942.19,79,477.890228,1341.743896,667.349731,148.63942,1301.814697,664.40271,451.55127,1534.922485,706.204712,173.403107,1558.992798,712.001892
8,9,18.5172,-14.8684,-166.375,13.256,11.8735,-941.406,80,477.77951,1341.575684,667.532654,148.576584,1301.801025,664.540527,451.521179,1534.720947,706.452087,173.396637,1558.922729,712.118774
9,0,18.2861,-14.4207,-165.258,13.1944,12.0034,-941.219,81,477.649872,1341.455444,667.722778,148.528107,1301.776001,664.701965,451.489838,1534.575073,706.696716,173.402985,1558.894531,712.256775
9,1,18.2768,-14.6099,-164.68,13.3465,12.1348,-940.779,82,477.560577,1341.362305,667.921021,148.508804,1301.752197,664.86084,451.479431,1534.486572,706.911865,173.398697,1558.861816,712.403015
9,2,18.2795,-14.4073,-165.649,13.293,12.0062,-941.723,83,477.518005,1341.319946,668.064209,148.513382,1301.70166,664.967163,451.45639,1534.430054,707.068359,173.362976,1558.806152,712.523071
9,3,18.1711,-14.732,-165.429,13.3324,11.8314,-939.867,84,477.503754,1341.321899,668.155945,148.548187,1301.652954,665.025085,451.456573,1534.435547,707.167908,173.366867,1558.742065,712.62561
9,4,17.8808,-14.6259,-165.923,13.3721,12.1071,-940.343,85,477.506531,1341.362549,668.155518,148.584808,1301.603882,665.049255,451.461884,1534.484009,707.211487,173.368515,1558.678223,712.642761
9,5,18.1611,-14.4321,-166.195,13.1875,12.1203,-940.945,86,477.540283,1341.477905,668.111145,148.645966,1301.522339,665.045349,451.460083,1534.564819,707.180603,173.374664,1558.629883,712.597717
9,6,17.927,-14.2878,-166.968,13.2717,12.082,-939.427,87,477.607544,1341.583862,668.026672,148.705215,1301.484009,665.005066,451.496277,1534.658569,707.120605,173.370544,1558.626221,712.515808
9,7,17.8631,-14.3008,-166.68,12.8789,12.0798,-938.783,88,477.670563,1341.734253,667.913391,148.786377,1301.447876,664.950623,451.530579,1534.787476,707.015564,173.368607,1558.653687,712.388916
9,8,18.0953,-14.5362,-166.882,12.6683,12.1756,-940.349,89,477.760162,1341.8479,667.795837,148.849426,1301.46936,664.868469,451.582062,1534.901367,706.852905,173.39006,1558.706543,712.217224
9,9,18.1002,-14.1301,-167.242,12.8043,12.0918,-939.653,90,477.898315,1341.919067,667.651733,148.960129,1301.55249,664.728027,451.664703,1535.021484,706.684204,173.455612,1558.797729,712.075439
10,0,18.1722,-14.2983,-165.829,12.6002,12.1059,-940.188,91,477.98291,1341.97644,667.515381,149.030045,1301.660278,664.576721,451.733337,1535.116821,706.549133,173.492096,1558.917236,711.967651
10,1,18.1854,-14.0517,-165.806,12.5609,11.8563,-939.594,92,478.059235,1342.026978,667.40625,149.071167,1301.82019,664.454163,451.802429,1535.163208,706.376831,173.54483,1559.068237,711.859009
10,2,18.3005,-14.3251,-166.312,12.5533,11.8694,-940.472,93,478.119293,1342.04187,667.27887,149.114273,1301.99353,664.27887,451.844543,1535.224365,706.249207,173.624237,1559.241699,711.80188
10,3,18.1328,-14.2118,-166.703,12.5888,12.2259,-940.403,94,478.137329,1342.068848,667.204773,149.137955,1302.178101,664.102295,451.879822,1535.271851,706.137451,173.670471,1559.422607,711.707642
10,4,17.9058,-14.434,-165.729,12.7878,11.7972,-940.783,95,478.143707,1342.110229,667.112671,149.107941,1302.361694,664.012573,451.918091,1535.325439,706.0224,173.708267,1559.587402,711.615845
10,5,17.7913,-14.6069,-166.248,12.8276,11.7308,-941.004,96,478.125122,1342.158325,667.071472,149.089279,1302.540894,663.900269,451.964874,1535.416626,705.962891,173.773972,1559.810059,711.554993
10,6,18.0764,-14.5179,-168.325,12.9411,11.9682,-941.031,97,478.152191,1342.216187,667.0401,149.071945,1302.78125,663.755249,452.040375,1535.535156,705.957336,173.834686,1560.011475,711.495056
10,7,18.028,-14.3033,-166.52,13.1639,12.0363,-939.713,98,478.124603,1342.295898,667.001404,149.040421,1302.996216,663.695557,452.095428,1535.657593,705.941101,173.885025,1560.226685,711.467285
10,8,18.2324,-14.4518,-166.787,13.0913,12.1439,-939.722,99,478.09671,1342.411865,666.97937,149.007751,1303.200562,663.621277,452.006531,1535.666016,705.651855,173.930328,1560.47583,711.520264
10,9,17.8975,-14.1901,-165.619,13.5333,11.9903,-938.619,100,478.070984,1342.509888,666.976929,148.917633,1303.408325,663.517578,452.09198,1535.797852,705.722595,174.003281,1560.713623,711.630493
11,0,17.8154,-14.0519,-166.218,13.6591,11.9924,-938.504,101,478.09552,1342.618042,666.976013,148.851379,1303.58728,663.474487,452.248596,1535.929199,706.032654,174.018951,1560.873535,711.711609
11,1,18.1573,-14.335,-166.85,13.6941,11.9073,-940.598,102,478.103607,1342.727783,666.990601,148.744904,1303.765259,663.465393,452.310211,1535.989746,706.167664,174.063583,1561.062134,711.890808
11,2,18.3463,-14.1355,-165.62,13.7095,12.0576,-939.998,103,478.113647,1342.805542,666.951233,148.601074,1303.937134,663.440735,452.312256,1536.025024,706.34021,174.106201,1561.213379,712.100586
11,3,18.2939,-14.1917,-165.928,13.5125,11.8544,-940.814,104,478.136078,1342.887329,666.870605,148.529678,1304.108643,663.344971,452.296906,1536.01001,706.548279,174.101288,1561.338257,712.336792
11,4,18.1599,-13.9903,-167.084,13.5938,11.995,-939.869,105,478.156158,1342.934082,666.777222,148.45668,1304.338867,663.26532,452.300079,1536.000244,706.776062,174.113388,1561.491943,712.651001
11,5,18.3639,-14.2028,-167.305,13.3832,11.7758,-939.909,106,478.136719,1342.965088,666.64917,148.39357,1304.522705,663.14502,452.31842,1535.934326,707.032593,174.103378,1561.591797,713.03186
11,6,18.3062,-14.1519,-165.536,13.8829,11.9172,-938.187,107,478.13739,1342.918091,666.492371,148.365692,1304.727539,662.989868,452.330444,1535.78479,707.288391,174.093582,1561.612305,713.43103
11,7,18.5035,-14.0493,-167.516,13.7521,11.9,-940.471,108,478.093689,1342.794189,666.319824,148.340179,1304.894165,662.899536,452.341034,1535.574219,707.602661,174.164505,1561.622192,713.900452
11,8,18.0243,-14.074,-166.692,13.4816,12.0167,-939.715,109,478.032959,1342.647583,666.135376,148.327103,1305.050415,662.7948,452.348328,1535.315186,707.965271,174.203461,1561.559204,714.429138
11,9,18.2519,-14.343,-167.293,13.0174,12.152,-939.308,110,477.97525,1342.399536,665.947876,148.316971,1305.150635,662.624817,452.364197,1534.919678,708.265625,174.278946,1561.430908,714.92334
12,0,18.0174,-14.061,-166.893,12.8167,11.7087,-938.972,111,477.897003,1342.077393,665.742249,148.264709,1305.173828,662.431396,452.470581,1534.50061,708.660461,174.405594,1561.279297,715.473389
12,1,17.993,-14.104,-166.766,12.9341,12.0679,-940.248,112,477.851349,1341.701294,665.535278,148.20932,1305.154053,662.200745,452.554993,1533.992188,709.180237,174.555405,1561.063599,716.065247
12,2,18.1168,-14.3888,-166.766,13.117,11.8546,-941.279,113,477.797028,1341.230469,665.299133,148.094513,1305.043335,661.884827,452.640167,1533.404785,709.53479,174.678101,1560.684204,716.673218
12,3,17.9094,-14.2597,-167.942,12.96,11.5295,-939.657,114,477.83371,1340.669067,665.05249,148.014343,1304.815308,661.559631,452.712067,1532.566284,710.086853,174.805008,1560.24353,717.363708
12,4,18.1574,-13.7631,-167.463,12.853,11.7487,-939.565,115,477.828979,1340.043457,664.74884,147.903992,1304.520264,661.213867,452.779846,1531.714478,710.642212,174.974319,1559.627197,717.977722
12,5,18.2273,-13.6698,-166.418,13.4748,11.6922,-940.218,116,477.812439,1339.247925,664.411072,147.77655,1304.102661,660.870422,452.785553,1530.627319,711.139648,175.052826,1558.913208,718.761169
12,6,18.2301,-14.0106,-167.698,13.4276,12.0157,-939.88,117,477.832123,1338.339966,664.077942,147.711319,1303.65686,660.507568,452.818359,1529.466919,711.774841,175.225922,1558.027954,719.538147
12,7,18.3397,-13.5922,-167.136,12.9637,11.8097,-940.529,118,477.826263,1337.21167,663.776123,147.639923,1303.152344,660.077209,452.818451,1528.157471,712.41333,175.272171,1557.097046,720.447571
12,8,18.2501,-13.4505,-167.973,13.2901,11.9358,-940.688,119,477.771851,1335.945068,663.548584,147.525711,1302.491455,659.653137,452.884094,1526.7323,713.102966,175.383484,1556.01001,721.387512
12,9,18.0008,-13.7062,-167.161,13.7474,12.2458,-941.719,120,477.669556,1334.570435,663.304688,147.411209,1301.762695,659.205994,452.993469,1525.234985,713.88916,175.488419,1554.922607,722.469299
13,0,18.1047,-13.7259,-166.649,13.7975,12.1135,-941.525,121,477.528351,1333.070312,663.049561,147.269699,1300.792847,658.862793,453.097076,1523.52832,714.74585,175.663101,1553.576172,723.510315
13,1,18.3712,-14.5448,-168.795,13.8193,12.4522,-942.468,122,477.349091,1331.527954,662.869934,147.095596,1299.760254,658.403625,453.134521,1521.683838,715.623352,175.744965,1552.083252,724.646423
13,2,18.5679,-14.2314,-167.656,13.6074,12.6145,-941.657,123,477.186737,1329.836548,662.667053,146.894165,1298.508545,657.975464,453.147339,1519.730225,716.598633,175.759384,1550.409912,726.080078
13,3,18.1021,-13.7871,-167.446,13.5139,12.4329,-942.004,124,476.967041,1328.066528,662.410217,146.647324,1297.088135,657.515991,453.119965,1517.665161,717.583191,175.814819,1548.472046,727.374817
13,4,18.1065,-13.6393,-168.362,13.7696,12.2811,-942.589,125,476.745819,1326.275879,662.105347,146.415665,1295.536621,656.939453,453.016937,1515.485718,718.547668,175.729858,1546.356323,728.775024
13,5,18.2504,-13.9263,-167.971,13.7404,12.5975,-943.254,126,476.554626,1324.43335,661.824158,146.11795,1293.80603,656.413025,452.912109,1513.260986,719.537292,175.677322,1544.126343,730.006287
13,6,18.1552,-13.3898,-168.287,13.5334,12.3644,-942.937,127,476.423004,1322.383545,661.453064,145.789764,1291.990601,655.760986,452.740356,1510.980103,720.519897,175.555832,1541.613525,731.222778
13,7,18.3567,-13.5198,-169.705,13.7576,12.6056,-942.406,128,476.060547,1320.681763,660.933167,145.45871,1289.976685,655.106934,452.559448,1508.706177,721.513123,175.36702,1539.123901,732.50415
13,8,17.8024,-13.4335,-169.254,13.7484,12.1401,-942.622,129,475.808014,1318.539917,660.459839,145.012314,1287.807861,654.418396,452.332825,1506.02478,722.316528,175.132294,1536.479492,733.866455
13,9,17.8248,-13.5888,-168.799,13.7621,12.4437,-943.563,130,475.824158,1316.21936,659.995789,144.616318,1285.468384,653.736694,452.130249,1503.472534,723.296326,174.759552,1533.930176,735.485229
14,0,17.8937,-13.5532,-168.144,13.4656,12.5669,-943.75,131,475.623047,1313.8927,659.338928,144.184937,1283.102661,652.974548,451.882111,1500.668335,724.249695,174.498184,1530.855713,736.889038
14,1,18.2028,-13.2741,-168.458,13.4761,12.5372,-943.75,132,475.245605,1311.779663,658.70105,143.774811,1280.624634,652.2146,451.629883,1497.730469,725.272583,174.391068,1527.253418,738.068909
14,2,17.8101,-13.1787,-169.735,13.6824,12.2381,-942.72,133,475.051392,1309.259155,657.957397,143.433075,1278.023193,651.41333,451.315765,1494.523193,726.262939,174.035645,1524.060669,739.611389
14,3,18.0626,-13.511,-167.626,13.7227,12.3937,-943.375,134,474.855621,1306.512573,657.28949,143.07399,1275.312012,650.608582,451.01712,1491.17395,727.299255,173.774841,1520.501343,741.035767
14,4,18.13,-13.2433,-168.59,14.0624,12.6716,-943.254,135,474.687775,1303.699585,656.61499,142.759842,1272.518677,649.840759,450.710205,1487.665771,728.360596,173.528732,1516.7854,742.488708
14,5,18.0582,-13.4353,-168.914,13.9374,12.6058,-944.937,136,474.444,1300.706177,655.932861,142.424255,1269.546387,648.996338,450.43927,1484.078369,729.435425,173.23558,1512.906372,743.971619
14,6,17.813,-13.3811,-169.504,13.7141,12.776,-942.997,137,474.245728,1297.621948,655.343445,142.035309,1266.475342,648.052429,450.200958,1480.342651,730.599121,173.0401,1508.852783,745.554443
14,7,17.6073,-13.3164,-170.658,13.6194,12.7246,-946.127,138,473.859924,1294.651489,654.605835,141.569763,1263.264771,647.020813,449.978546,1476.370972,731.848389,172.760086,1504.556396,747.179688
